date,Amgen,isPartial
2012-01-26,24,False
2012-01-27,26,False
2012-01-28,15,False
2012-01-29,12,False
2012-01-30,20,False
2012-01-31,16,False
2012-02-01,19,False
2012-02-02,16,False
2012-02-03,23,False
2012-02-04,6,False
2012-02-05,8,False
2012-02-06,17,False
2012-02-07,15,False
2012-02-08,25,False
2012-02-09,22,False
2012-02-10,13,False
2012-02-11,12,False
2012-02-12,9,False
2012-02-13,18,False
2012-02-14,19,False
2012-02-15,16,False
2012-02-16,17,False
2012-02-17,13,False
2012-02-18,9,False
2012-02-19,6,False
2012-02-20,12,False
2012-02-21,12,False
2012-02-22,19,False
2012-02-23,23,False
2012-02-24,15,False
2012-02-25,13,False
2012-02-26,14,False
2012-02-27,13,False
2012-02-28,14,False
2012-02-29,16,False
2012-03-01,13,False
2012-03-02,12,False
2012-03-03,11,False
2012-03-04,10,False
2012-03-05,12,False
2012-03-06,19,False
2012-03-07,14,False
2012-03-08,15,False
2012-03-09,14,False
2012-03-10,8,False
2012-03-11,5,False
2012-03-12,16,False
2012-03-13,18,False
2012-03-14,15,False
2012-03-15,20,False
2012-03-16,19,False
2012-03-17,10,False
2012-03-18,6,False
2012-03-19,14,False
2012-03-20,16,False
2012-03-21,12,False
2012-03-22,19,False
2012-03-23,15,False
2012-03-24,5,False
2012-03-25,10,False
2012-03-26,13,False
2012-03-27,15,False
2012-03-28,18,False
2012-03-29,11,False
2012-03-30,12,False
2012-03-31,10,False
2012-04-01,6,False
2012-04-02,15,False
2012-04-03,21,False
2012-04-04,16,False
2012-04-05,12,False
2012-04-06,11,False
2012-04-07,5,False
2012-04-08,8,False
2012-04-09,11,False
2012-04-10,16,False
2012-04-11,16,False
2012-04-12,16,False
2012-04-13,17,False
2012-04-14,6,False
2012-04-15,5,False
2012-04-16,13,False
2012-04-17,14,False
2012-04-18,22,False
2012-04-19,17,False
2012-04-20,12,False
2012-04-21,7,False
2012-04-22,7,False
2012-04-23,15,False
2012-04-24,21,False
2012-04-25,29,False
2012-04-26,24,False
2012-04-27,20,False
2012-04-28,9,False
2012-04-29,9,False
2012-04-30,19,False
2012-05-01,20,False
2012-05-02,20,False
2012-05-03,22,False
2012-05-04,19,False
2012-05-05,15,False
2012-05-06,8,False
2012-05-07,21,False
2012-05-08,27,False
2012-05-09,27,False
2012-05-10,23,False
2012-05-11,31,False
2012-05-12,24,False
2012-05-13,62,False
2012-05-14,93,False
2012-05-15,100,False
2012-05-16,90,False
2012-05-17,70,False
2012-05-18,76,False
2012-05-19,58,False
2012-05-20,76,False
2012-05-21,31,False
2012-05-22,19,False
2012-05-23,18,False
2012-05-24,15,False
2012-05-25,16,False
2012-05-26,6,False
2012-05-27,10,False
2012-05-28,14,False
2012-05-29,21,False
2012-05-30,18,False
2012-05-31,17,False
2012-06-01,14,False
2012-06-02,10,False
2012-06-03,6,False
2012-06-04,14,False
2012-06-05,17,False
2012-06-06,18,False
2012-06-07,15,False
2012-06-08,14,False
2012-06-09,9,False
2012-06-10,6,False
2012-06-11,19,False
2012-06-12,15,False
2012-06-13,15,False
2012-06-14,19,False
2012-06-15,21,False
2012-06-16,7,False
2012-06-17,5,False
2012-06-18,14,False
2012-06-19,20,False
2012-06-20,9,False
2012-06-21,15,False
2012-06-22,10,False
2012-06-23,7,False
2012-06-24,5,False
2012-06-25,15,False
2012-06-26,14,False
2012-06-27,14,False
