date,PACCAR,isPartial
2016-09-11,17,False
2016-09-12,53,False
2016-09-13,58,False
2016-09-14,52,False
2016-09-15,53,False
2016-09-16,45,False
2016-09-17,33,False
2016-09-18,18,False
2016-09-19,28,False
2016-09-20,45,False
2016-09-21,55,False
2016-09-22,53,False
2016-09-23,52,False
2016-09-24,14,False
2016-09-25,39,False
2016-09-26,51,False
2016-09-27,62,False
2016-09-28,51,False
2016-09-29,50,False
2016-09-30,31,False
2016-10-01,28,False
2016-10-02,36,False
2016-10-03,32,False
2016-10-04,43,False
2016-10-05,45,False
2016-10-06,60,False
2016-10-07,49,False
2016-10-08,16,False
2016-10-09,28,False
2016-10-10,48,False
2016-10-11,42,False
2016-10-12,59,False
2016-10-13,55,False
2016-10-14,59,False
2016-10-15,25,False
2016-10-16,20,False
2016-10-17,45,False
2016-10-18,67,False
2016-10-19,54,False
2016-10-20,68,False
2016-10-21,62,False
2016-10-22,20,False
2016-10-23,28,False
2016-10-24,52,False
2016-10-25,73,False
2016-10-26,44,False
2016-10-27,44,False
2016-10-28,46,False
2016-10-29,33,False
2016-10-30,20,False
2016-10-31,74,False
2016-11-01,62,False
2016-11-02,64,False
2016-11-03,58,False
2016-11-04,62,False
2016-11-05,26,False
2016-11-06,31,False
2016-11-07,50,False
2016-11-08,36,False
2016-11-09,57,False
2016-11-10,63,False
2016-11-11,62,False
2016-11-12,32,False
2016-11-13,28,False
2016-11-14,61,False
2016-11-15,43,False
2016-11-16,57,False
2016-11-17,47,False
2016-11-18,57,False
2016-11-19,28,False
2016-11-20,29,False
2016-11-21,60,False
2016-11-22,60,False
2016-11-23,55,False
2016-11-24,34,False
2016-11-25,48,False
2016-11-26,31,False
2016-11-27,23,False
2016-11-28,63,False
2016-11-29,70,False
2016-11-30,67,False
2016-12-01,74,False
2016-12-02,40,False
2016-12-03,23,False
2016-12-04,20,False
2016-12-05,100,False
2016-12-06,57,False
2016-12-07,65,False
2016-12-08,56,False
2016-12-09,54,False
2016-12-10,51,False
2016-12-11,15,False
2016-12-12,66,False
2016-12-13,46,False
2016-12-14,53,False
2016-12-15,58,False
2016-12-16,61,False
2016-12-17,26,False
2016-12-18,16,False
2016-12-19,52,False
2016-12-20,65,False
2016-12-21,55,False
2016-12-22,31,False
2016-12-23,57,False
2016-12-24,21,False
2016-12-25,11,False
2016-12-26,21,False
2016-12-27,37,False
2016-12-28,38,False
2016-12-29,34,False
2016-12-30,38,False
2016-12-31,25,False
2017-01-01,25,False
2017-01-02,19,False
2017-01-03,55,False
2017-01-04,61,False
2017-01-05,69,False
2017-01-06,70,False
2017-01-07,36,False
2017-01-08,34,False
2017-01-09,59,False
2017-01-10,36,False
2017-01-11,55,False
