date,PACCAR,isPartial
2013-06-29,20,False
2013-06-30,20,False
2013-07-01,53,False
2013-07-02,49,False
2013-07-03,25,False
2013-07-04,39,False
2013-07-05,49,False
2013-07-06,31,False
2013-07-07,15,False
2013-07-08,42,False
2013-07-09,21,False
2013-07-10,34,False
2013-07-11,21,False
2013-07-12,48,False
2013-07-13,31,False
2013-07-14,15,False
2013-07-15,42,False
2013-07-16,58,False
2013-07-17,46,False
2013-07-18,47,False
2013-07-19,79,False
2013-07-20,21,False
2013-07-21,15,False
2013-07-22,25,False
2013-07-23,66,False
2013-07-24,66,False
2013-07-25,67,False
2013-07-26,35,False
2013-07-27,20,False
2013-07-28,35,False
2013-07-29,41,False
2013-07-30,45,False
2013-07-31,42,False
2013-08-01,38,False
2013-08-02,35,False
2013-08-03,15,False
2013-08-04,30,False
2013-08-05,51,False
2013-08-06,54,False
2013-08-07,47,False
2013-08-08,48,False
2013-08-09,31,False
2013-08-10,51,False
2013-08-11,15,False
2013-08-12,38,False
2013-08-13,62,False
2013-08-14,38,False
2013-08-15,57,False
2013-08-16,35,False
2013-08-17,25,False
2013-08-18,30,False
2013-08-19,41,False
2013-08-20,49,False
2013-08-21,62,False
2013-08-22,50,False
2013-08-23,30,False
2013-08-24,25,False
2013-08-25,25,False
2013-08-26,84,False
2013-08-27,32,False
2013-08-28,64,False
2013-08-29,28,False
2013-08-30,25,False
2013-08-31,10,False
2013-09-01,14,False
2013-09-02,24,False
2013-09-03,24,False
2013-09-04,44,False
2013-09-05,36,False
2013-09-06,21,False
2013-09-07,10,False
2013-09-08,19,False
2013-09-09,62,False
2013-09-10,30,False
2013-09-11,35,False
2013-09-12,24,False
2013-09-13,33,False
2013-09-14,19,False
2013-09-15,5,False
2013-09-16,46,False
2013-09-17,66,False
2013-09-18,47,False
2013-09-19,20,False
2013-09-20,62,False
2013-09-21,14,False
2013-09-22,41,False
2013-09-23,55,False
2013-09-24,51,False
2013-09-25,40,False
2013-09-26,52,False
2013-09-27,53,False
2013-09-28,33,False
2013-09-29,28,False
2013-09-30,50,False
2013-10-01,42,False
2013-10-02,70,False
2013-10-03,31,False
2013-10-04,40,False
2013-10-05,42,False
2013-10-06,27,False
2013-10-07,39,False
2013-10-08,35,False
2013-10-09,58,False
2013-10-10,44,False
2013-10-11,33,False
2013-10-12,29,False
2013-10-13,18,False
2013-10-14,56,False
2013-10-15,51,False
2013-10-16,64,False
2013-10-17,36,False
2013-10-18,57,False
2013-10-19,18,False
2013-10-20,14,False
2013-10-21,42,False
2013-10-22,34,False
2013-10-23,46,False
2013-10-24,39,False
2013-10-25,36,False
2013-10-26,14,False
2013-10-27,13,False
2013-10-28,38,False
2013-10-29,57,False
2013-10-30,65,False
2013-10-31,68,False
2013-11-01,38,False
2013-11-02,23,False
2013-11-03,27,False
2013-11-04,57,False
2013-11-05,72,False
2013-11-06,72,False
2013-11-07,23,False
2013-11-08,24,False
2013-11-09,27,False
2013-11-10,4,False
2013-11-11,30,False
2013-11-12,23,False
2013-11-13,57,False
2013-11-14,77,False
2013-11-15,8,False
2013-11-16,32,False
2013-11-17,31,False
2013-11-18,34,False
2013-11-19,49,False
2013-11-20,53,False
2013-11-21,53,False
2013-11-22,51,False
2013-11-23,44,False
2013-11-24,26,False
2013-11-25,48,False
2013-11-26,45,False
2013-11-27,49,False
2013-11-28,20,False
2013-11-29,20,False
2013-11-30,36,False
2013-12-01,17,False
2013-12-02,54,False
2013-12-03,41,False
2013-12-04,30,False
2013-12-05,41,False
2013-12-06,20,False
2013-12-07,50,False
2013-12-08,13,False
2013-12-09,41,False
2013-12-10,33,False
2013-12-11,60,False
2013-12-12,46,False
2013-12-13,52,False
2013-12-14,14,False
2013-12-15,0,False
2013-12-16,31,False
2013-12-17,100,False
2013-12-18,55,False
2013-12-19,68,False
2013-12-20,54,False
2013-12-21,24,False
2013-12-22,5,False
2013-12-23,17,False
2013-12-24,18,False
2013-12-25,15,False
2013-12-26,22,False
2013-12-27,17,False
2013-12-28,5,False
2013-12-29,0,False
2013-12-30,20,False
2013-12-31,41,False
2014-01-01,14,False
2014-01-02,31,False
2014-01-03,39,False
2014-01-04,4,False
2014-01-05,9,False
2014-01-06,30,False
2014-01-07,26,False
2014-01-08,56,False
2014-01-09,71,False
2014-01-10,31,False
2014-01-11,35,False
2014-01-12,30,False
2014-01-13,51,False
2014-01-14,44,False
2014-01-15,18,False
2014-01-16,40,False
2014-01-17,57,False
2014-01-18,9,False
2014-01-19,25,False
2014-01-20,25,False
2014-01-21,25,False
2014-01-22,51,False
2014-01-23,51,False
2014-01-24,71,False
2014-01-25,17,False
2014-01-26,21,False
2014-01-27,42,False
2014-01-28,74,False
2014-01-29,79,False
2014-01-30,22,False
2014-01-31,69,False
2014-02-01,38,False
2014-02-02,0,False
2014-02-03,39,False
2014-02-04,61,False
2014-02-05,51,False
