date,PACCAR,isPartial
2017-05-29,21,False
2017-05-30,75,False
2017-05-31,48,False
2017-06-01,74,False
2017-06-02,42,False
2017-06-03,35,False
2017-06-04,23,False
2017-06-05,46,False
2017-06-06,67,False
2017-06-07,61,False
2017-06-08,42,False
2017-06-09,27,False
2017-06-10,16,False
2017-06-11,23,False
2017-06-12,58,False
2017-06-13,64,False
2017-06-14,49,False
2017-06-15,41,False
2017-06-16,65,False
2017-06-17,28,False
2017-06-18,27,False
2017-06-19,20,False
2017-06-20,50,False
2017-06-21,29,False
2017-06-22,51,False
2017-06-23,46,False
2017-06-24,19,False
2017-06-25,35,False
2017-06-26,84,False
2017-06-27,37,False
2017-06-28,65,False
2017-06-29,44,False
2017-06-30,46,False
2017-07-01,20,False
2017-07-02,39,False
2017-07-03,44,False
2017-07-04,59,False
2017-07-05,24,False
2017-07-06,45,False
2017-07-07,56,False
2017-07-08,35,False
2017-07-09,39,False
2017-07-10,60,False
2017-07-11,60,False
2017-07-12,66,False
2017-07-13,57,False
2017-07-14,66,False
2017-07-15,47,False
2017-07-16,27,False
2017-07-17,57,False
2017-07-18,57,False
2017-07-19,58,False
2017-07-20,40,False
2017-07-21,45,False
2017-07-22,23,False
2017-07-23,31,False
2017-07-24,55,False
2017-07-25,36,False
2017-07-26,59,False
2017-07-27,74,False
2017-07-28,48,False
2017-07-29,19,False
2017-07-30,27,False
2017-07-31,63,False
2017-08-01,60,False
2017-08-02,47,False
2017-08-03,64,False
2017-08-04,54,False
2017-08-05,34,False
2017-08-06,11,False
2017-08-07,41,False
2017-08-08,62,False
2017-08-09,38,False
2017-08-10,62,False
2017-08-11,54,False
2017-08-12,23,False
2017-08-13,26,False
2017-08-14,46,False
2017-08-15,63,False
2017-08-16,68,False
2017-08-17,62,False
2017-08-18,37,False
2017-08-19,29,False
2017-08-20,22,False
2017-08-21,38,False
2017-08-22,51,False
2017-08-23,49,False
2017-08-24,84,False
2017-08-25,41,False
2017-08-26,38,False
2017-08-27,26,False
2017-08-28,45,False
2017-08-29,54,False
2017-08-30,61,False
2017-08-31,48,False
2017-09-01,72,False
2017-09-02,31,False
2017-09-03,30,False
2017-09-04,30,False
2017-09-05,48,False
2017-09-06,63,False
2017-09-07,56,False
2017-09-08,43,False
2017-09-09,22,False
2017-09-10,25,False
2017-09-11,50,False
2017-09-12,37,False
2017-09-13,50,False
2017-09-14,22,False
2017-09-15,80,False
2017-09-16,26,False
2017-09-17,14,False
2017-09-18,57,False
2017-09-19,100,False
2017-09-20,38,False
2017-09-21,60,False
2017-09-22,53,False
2017-09-23,48,False
2017-09-24,14,False
2017-09-25,41,False
2017-09-26,31,False
2017-09-27,81,False
2017-09-28,57,False
2017-09-29,57,False
2017-09-30,15,False
2017-10-01,32,False
2017-10-02,44,False
2017-10-03,66,False
2017-10-04,60,False
2017-10-05,61,False
2017-10-06,59,False
2017-10-07,33,False
2017-10-08,40,False
2017-10-09,53,False
2017-10-10,64,False
2017-10-11,53,False
2017-10-12,51,False
2017-10-13,82,False
2017-10-14,43,False
2017-10-15,11,False
2017-10-16,65,False
2017-10-17,62,False
2017-10-18,85,False
2017-10-19,74,False
2017-10-20,53,False
2017-10-21,29,False
2017-10-22,42,False
2017-10-23,67,False
2017-10-24,55,False
2017-10-25,71,False
2017-10-26,60,False
2017-10-27,68,False
2017-10-28,43,False
2017-10-29,32,False
2017-10-30,37,False
2017-10-31,63,False
2017-11-01,51,False
2017-11-02,54,False
2017-11-03,48,False
2017-11-04,53,False
2017-11-05,45,False
2017-11-06,58,False
2017-11-07,45,False
2017-11-08,58,False
2017-11-09,40,False
2017-11-10,45,False
2017-11-11,18,False
2017-11-12,24,False
2017-11-13,60,False
2017-11-14,69,False
2017-11-15,63,False
2017-11-16,54,False
2017-11-17,47,False
2017-11-18,52,False
2017-11-19,27,False
2017-11-20,61,False
2017-11-21,63,False
2017-11-22,62,False
2017-11-23,35,False
2017-11-24,35,False
2017-11-25,35,False
2017-11-26,20,False
2017-11-27,56,False
2017-11-28,54,False
2017-11-29,49,False
2017-11-30,74,False
2017-12-01,35,False
2017-12-02,28,False
2017-12-03,35,False
2017-12-04,69,False
2017-12-05,45,False
2017-12-06,69,False
2017-12-07,59,False
2017-12-08,67,False
2017-12-09,29,False
2017-12-10,31,False
2017-12-11,69,False
2017-12-12,54,False
2017-12-13,48,False
2017-12-14,50,False
2017-12-15,76,False
2017-12-16,39,False
2017-12-17,21,False
2017-12-18,40,False
2017-12-19,88,False
2017-12-20,39,False
2017-12-21,49,False
2017-12-22,31,False
2017-12-23,11,False
2017-12-24,20,False
2017-12-25,27,False
2017-12-26,20,False
2017-12-27,26,False
2017-12-28,60,False
2017-12-29,51,False
2017-12-30,36,False
2017-12-31,30,False
2018-01-01,50,False
2018-01-02,69,False
2018-01-03,61,False
2018-01-04,55,False
2018-01-05,47,False
2018-01-06,27,False
2018-01-07,34,False
2018-01-08,51,False
2018-01-09,68,False
2018-01-10,84,False
2018-01-11,57,False
2018-01-12,66,False
2018-01-13,45,False
2018-01-14,30,False
2018-01-15,51,False
2018-01-16,77,False
2018-01-17,82,False
2018-01-18,72,False
2018-01-19,71,False
2018-01-20,41,False
2018-01-21,33,False
2018-01-22,46,False
2018-01-23,77,False
2018-01-24,50,False
2018-01-25,78,False
2018-01-26,58,False
2018-01-27,44,False
2018-01-28,44,False
2018-01-29,47,False
2018-01-30,91,False
2018-01-31,79,False
2018-02-01,75,False
2018-02-02,52,False
2018-02-03,34,False
2018-02-04,27,False
2018-02-05,62,False
2018-02-06,77,False
2018-02-07,82,False
2018-02-08,92,False
2018-02-09,68,False
2018-02-10,41,False
2018-02-11,37,False
2018-02-12,73,False
2018-02-13,63,False
