date,PACCAR,isPartial
2012-10-12,35,False
2012-10-13,7,False
2012-10-14,33,False
2012-10-15,76,False
2012-10-16,72,False
2012-10-17,27,False
2012-10-18,50,False
2012-10-19,35,False
2012-10-20,54,False
2012-10-21,53,False
2012-10-22,60,False
2012-10-23,49,False
2012-10-24,66,False
2012-10-25,56,False
2012-10-26,47,False
2012-10-27,33,False
2012-10-28,26,False
2012-10-29,43,False
2012-10-30,59,False
2012-10-31,45,False
2012-11-01,53,False
2012-11-02,59,False
2012-11-03,33,False
2012-11-04,6,False
2012-11-05,65,False
2012-11-06,59,False
2012-11-07,91,False
2012-11-08,77,False
2012-11-09,46,False
2012-11-10,26,False
2012-11-11,26,False
2012-11-12,44,False
2012-11-13,100,False
2012-11-14,32,False
2012-11-15,67,False
2012-11-16,52,False
2012-11-17,19,False
2012-11-18,19,False
2012-11-19,37,False
2012-11-20,65,False
2012-11-21,65,False
2012-11-22,11,False
2012-11-23,75,False
2012-11-24,20,False
2012-11-25,32,False
2012-11-26,47,False
2012-11-27,64,False
2012-11-28,37,False
2012-11-29,86,False
2012-11-30,78,False
2012-12-01,38,False
2012-12-02,25,False
2012-12-03,37,False
2012-12-04,64,False
2012-12-05,64,False
2012-12-06,60,False
2012-12-07,56,False
2012-12-08,32,False
2012-12-09,56,False
2012-12-10,53,False
2012-12-11,11,False
2012-12-12,42,False
2012-12-13,38,False
2012-12-14,28,False
2012-12-15,6,False
2012-12-16,31,False
2012-12-17,54,False
2012-12-18,43,False
2012-12-19,22,False
2012-12-20,56,False
2012-12-21,47,False
2012-12-22,0,False
2012-12-23,27,False
2012-12-24,34,False
2012-12-25,29,False
2012-12-26,24,False
2012-12-27,23,False
2012-12-28,53,False
2012-12-29,19,False
2012-12-30,40,False
2012-12-31,39,False
2013-01-01,21,False
2013-01-02,55,False
2013-01-03,21,False
2013-01-04,71,False
2013-01-05,18,False
2013-01-06,31,False
2013-01-07,21,False
2013-01-08,78,False
2013-01-09,46,False
2013-01-10,93,False
2013-01-11,53,False
2013-01-12,24,False
2013-01-13,24,False
2013-01-14,20,False
2013-01-15,56,False
2013-01-16,57,False
2013-01-17,26,False
2013-01-18,53,False
2013-01-19,24,False
2013-01-20,30,False
2013-01-21,55,False
2013-01-22,50,False
2013-01-23,76,False
2013-01-24,56,False
2013-01-25,52,False
2013-01-26,48,False
2013-01-27,47,False
2013-01-28,49,False
2013-01-29,50,False
2013-01-30,60,False
2013-01-31,61,False
2013-02-01,53,False
2013-02-02,53,False
2013-02-03,29,False
2013-02-04,75,False
2013-02-05,77,False
2013-02-06,91,False
2013-02-07,51,False
2013-02-08,63,False
2013-02-09,36,False
2013-02-10,12,False
2013-02-11,62,False
2013-02-12,36,False
2013-02-13,46,False
2013-02-14,57,False
2013-02-15,58,False
2013-02-16,36,False
2013-02-17,36,False
2013-02-18,35,False
2013-02-19,55,False
2013-02-20,35,False
2013-02-21,75,False
2013-02-22,72,False
2013-02-23,18,False
2013-02-24,12,False
2013-02-25,34,False
2013-02-26,77,False
2013-02-27,65,False
2013-02-28,45,False
2013-03-01,62,False
2013-03-02,24,False
2013-03-03,23,False
2013-03-04,30,False
2013-03-05,35,False
2013-03-06,64,False
2013-03-07,30,False
2013-03-08,42,False
2013-03-09,47,False
2013-03-10,11,False
2013-03-11,39,False
2013-03-12,62,False
2013-03-13,49,False
2013-03-14,54,False
2013-03-15,66,False
2013-03-16,17,False
2013-03-17,40,False
2013-03-18,39,False
2013-03-19,59,False
2013-03-20,58,False
2013-03-21,70,False
2013-03-22,61,False
2013-03-23,29,False
2013-03-24,46,False
2013-03-25,58,False
2013-03-26,59,False
2013-03-27,81,False
2013-03-28,62,False
2013-03-29,28,False
2013-03-30,48,False
2013-03-31,18,False
2013-04-01,31,False
2013-04-02,53,False
2013-04-03,53,False
2013-04-04,45,False
2013-04-05,51,False
2013-04-06,35,False
2013-04-07,29,False
2013-04-08,62,False
2013-04-09,34,False
2013-04-10,34,False
2013-04-11,79,False
2013-04-12,81,False
2013-04-13,53,False
2013-04-14,47,False
2013-04-15,49,False
2013-04-16,68,False
2013-04-17,39,False
2013-04-18,35,False
2013-04-19,36,False
2013-04-20,24,False
2013-04-21,29,False
2013-04-22,29,False
2013-04-23,93,False
2013-04-24,49,False
2013-04-25,55,False
2013-04-26,57,False
2013-04-27,35,False
2013-04-28,29,False
2013-04-29,49,False
2013-04-30,54,False
2013-05-01,65,False
2013-05-02,50,False
2013-05-03,94,False
2013-05-04,12,False
2013-05-05,42,False
2013-05-06,35,False
2013-05-07,58,False
2013-05-08,94,False
2013-05-09,56,False
2013-05-10,63,False
2013-05-11,35,False
2013-05-12,18,False
2013-05-13,38,False
2013-05-14,49,False
2013-05-15,73,False
2013-05-16,59,False
2013-05-17,46,False
2013-05-18,18,False
2013-05-19,18,False
2013-05-20,93,False
2013-05-21,76,False
2013-05-22,63,False
2013-05-23,73,False
2013-05-24,41,False
2013-05-25,30,False
2013-05-26,12,False
2013-05-27,40,False
2013-05-28,52,False
2013-05-29,57,False
2013-05-30,44,False
2013-05-31,57,False
2013-06-01,17,False
2013-06-02,29,False
2013-06-03,63,False
2013-06-04,58,False
2013-06-05,43,False
2013-06-06,64,False
2013-06-07,36,False
2013-06-08,6,False
2013-06-09,29,False
2013-06-10,71,False
2013-06-11,47,False
2013-06-12,63,False
2013-06-13,58,False
2013-06-14,41,False
2013-06-15,72,False
2013-06-16,6,False
2013-06-17,34,False
2013-06-18,54,False
2013-06-19,78,False
2013-06-20,45,False
2013-06-21,36,False
2013-06-22,42,False
2013-06-23,23,False
2013-06-24,19,False
2013-06-25,67,False
2013-06-26,79,False
2013-06-27,54,False
2013-06-28,46,False
2013-06-29,42,False
