date,PACCAR,isPartial
2011-01-01,19,False
2011-01-02,17,False
2011-01-03,20,False
2011-01-04,26,False
2011-01-05,52,False
2011-01-06,34,False
2011-01-07,54,False
2011-01-08,16,False
2011-01-09,16,False
2011-01-10,51,False
2011-01-11,56,False
2011-01-12,56,False
2011-01-13,32,False
2011-01-14,13,False
2011-01-15,16,False
2011-01-16,15,False
2011-01-17,18,False
2011-01-18,12,False
2011-01-19,55,False
2011-01-20,62,False
2011-01-21,58,False
2011-01-22,38,False
2011-01-23,54,False
2011-01-24,43,False
2011-01-25,68,False
2011-01-26,62,False
2011-01-27,38,False
2011-01-28,52,False
2011-01-29,30,False
2011-01-30,51,False
2011-01-31,58,False
2011-02-01,52,False
2011-02-02,42,False
2011-02-03,42,False
2011-02-04,25,False
2011-02-05,15,False
2011-02-06,0,False
2011-02-07,59,False
2011-02-08,49,False
2011-02-09,36,False
2011-02-10,86,False
2011-02-11,32,False
2011-02-12,15,False
2011-02-13,7,False
2011-02-14,30,False
2011-02-15,29,False
2011-02-16,54,False
2011-02-17,31,False
2011-02-18,51,False
2011-02-19,0,False
2011-02-20,22,False
2011-02-21,36,False
2011-02-22,60,False
2011-02-23,42,False
2011-02-24,25,False
2011-02-25,70,False
2011-02-26,22,False
2011-02-27,44,False
2011-02-28,54,False
2011-03-01,36,False
2011-03-02,84,False
2011-03-03,30,False
2011-03-04,63,False
2011-03-05,23,False
2011-03-06,15,False
2011-03-07,55,False
2011-03-08,62,False
2011-03-09,43,False
2011-03-10,54,False
2011-03-11,42,False
2011-03-12,38,False
2011-03-13,30,False
2011-03-14,44,False
2011-03-15,48,False
2011-03-16,53,False
2011-03-17,61,False
2011-03-18,50,False
2011-03-19,15,False
2011-03-20,29,False
2011-03-21,89,False
2011-03-22,24,False
2011-03-23,30,False
2011-03-24,49,False
2011-03-25,38,False
2011-03-26,45,False
2011-03-27,30,False
2011-03-28,76,False
2011-03-29,100,False
2011-03-30,65,False
2011-03-31,85,False
2011-04-01,19,False
2011-04-02,46,False
2011-04-03,7,False
2011-04-04,53,False
2011-04-05,41,False
2011-04-06,55,False
2011-04-07,55,False
2011-04-08,57,False
2011-04-09,54,False
2011-04-10,30,False
2011-04-11,65,False
2011-04-12,47,False
2011-04-13,42,False
2011-04-14,49,False
2011-04-15,70,False
2011-04-16,8,False
2011-04-17,23,False
2011-04-18,49,False
2011-04-19,98,False
2011-04-20,93,False
2011-04-21,60,False
2011-04-22,37,False
2011-04-23,32,False
2011-04-24,25,False
2011-04-25,26,False
2011-04-26,35,False
2011-04-27,71,False
