date,PACCAR,isPartial
2014-03-16,19,False
2014-03-17,40,False
2014-03-18,32,False
2014-03-19,45,False
2014-03-20,22,False
2014-03-21,45,False
2014-03-22,25,False
2014-03-23,12,False
2014-03-24,29,False
2014-03-25,35,False
2014-03-26,37,False
2014-03-27,48,False
2014-03-28,45,False
2014-03-29,19,False
2014-03-30,3,False
2014-03-31,29,False
2014-04-01,45,False
2014-04-02,27,False
2014-04-03,33,False
2014-04-04,39,False
2014-04-05,13,False
2014-04-06,13,False
2014-04-07,26,False
2014-04-08,29,False
2014-04-09,29,False
2014-04-10,36,False
2014-04-11,23,False
2014-04-12,26,False
2014-04-13,22,False
2014-04-14,49,False
2014-04-15,38,False
2014-04-16,50,False
2014-04-17,38,False
2014-04-18,53,False
2014-04-19,10,False
2014-04-20,27,False
2014-04-21,29,False
2014-04-22,24,False
2014-04-23,35,False
2014-04-24,35,False
2014-04-25,37,False
2014-04-26,19,False
2014-04-27,12,False
2014-04-28,45,False
2014-04-29,47,False
2014-04-30,44,False
2014-05-01,47,False
2014-05-02,35,False
2014-05-03,23,False
2014-05-04,28,False
2014-05-05,22,False
2014-05-06,35,False
2014-05-07,37,False
2014-05-08,30,False
2014-05-09,23,False
2014-05-10,9,False
2014-05-11,13,False
2014-05-12,24,False
2014-05-13,42,False
2014-05-14,24,False
2014-05-15,35,False
2014-05-16,25,False
2014-05-17,10,False
2014-05-18,13,False
2014-05-19,32,False
2014-05-20,27,False
2014-05-21,26,False
2014-05-22,56,False
2014-05-23,56,False
2014-05-24,18,False
2014-05-25,14,False
2014-05-26,15,False
2014-05-27,43,False
2014-05-28,55,False
2014-05-29,21,False
2014-05-30,19,False
2014-05-31,18,False
2014-06-01,4,False
2014-06-02,18,False
2014-06-03,50,False
2014-06-04,41,False
2014-06-05,18,False
2014-06-06,34,False
2014-06-07,48,False
2014-06-08,11,False
2014-06-09,21,False
2014-06-10,27,False
2014-06-11,24,False
2014-06-12,33,False
2014-06-13,35,False
2014-06-14,7,False
2014-06-15,25,False
2014-06-16,30,False
2014-06-17,35,False
2014-06-18,24,False
2014-06-19,46,False
2014-06-20,32,False
2014-06-21,22,False
2014-06-22,11,False
2014-06-23,30,False
2014-06-24,33,False
2014-06-25,44,False
2014-06-26,49,False
2014-06-27,31,False
2014-06-28,44,False
2014-06-29,7,False
2014-06-30,45,False
2014-07-01,27,False
2014-07-02,15,False
2014-07-03,100,False
2014-07-04,86,False
2014-07-05,15,False
2014-07-06,26,False
2014-07-07,70,False
2014-07-08,36,False
2014-07-09,45,False
2014-07-10,45,False
2014-07-11,38,False
2014-07-12,11,False
2014-07-13,25,False
2014-07-14,27,False
2014-07-15,42,False
2014-07-16,25,False
2014-07-17,49,False
2014-07-18,51,False
2014-07-19,15,False
2014-07-20,15,False
2014-07-21,21,False
2014-07-22,36,False
2014-07-23,31,False
2014-07-24,40,False
2014-07-25,32,False
2014-07-26,15,False
2014-07-27,23,False
2014-07-28,34,False
2014-07-29,59,False
2014-07-30,40,False
2014-07-31,52,False
2014-08-01,26,False
2014-08-02,18,False
2014-08-03,15,False
2014-08-04,39,False
2014-08-05,36,False
2014-08-06,37,False
2014-08-07,26,False
2014-08-08,32,False
2014-08-09,22,False
2014-08-10,15,False
2014-08-11,30,False
2014-08-12,59,False
2014-08-13,54,False
2014-08-14,49,False
2014-08-15,29,False
2014-08-16,11,False
2014-08-17,11,False
2014-08-18,48,False
2014-08-19,38,False
2014-08-20,45,False
2014-08-21,12,False
2014-08-22,34,False
2014-08-23,14,False
2014-08-24,0,False
2014-08-25,35,False
2014-08-26,37,False
2014-08-27,32,False
2014-08-28,21,False
2014-08-29,31,False
2014-08-30,21,False
2014-08-31,10,False
2014-09-01,21,False
2014-09-02,40,False
2014-09-03,26,False
2014-09-04,32,False
2014-09-05,30,False
2014-09-06,14,False
2014-09-07,10,False
2014-09-08,23,False
2014-09-09,62,False
2014-09-10,34,False
2014-09-11,34,False
2014-09-12,30,False
2014-09-13,30,False
2014-09-14,17,False
2014-09-15,34,False
2014-09-16,31,False
2014-09-17,31,False
2014-09-18,34,False
2014-09-19,36,False
2014-09-20,20,False
2014-09-21,26,False
2014-09-22,34,False
2014-09-23,39,False
2014-09-24,40,False
2014-09-25,43,False
2014-09-26,44,False
2014-09-27,24,False
2014-09-28,17,False
2014-09-29,36,False
2014-09-30,45,False
2014-10-01,28,False
2014-10-02,49,False
2014-10-03,52,False
2014-10-04,31,False
2014-10-05,7,False
2014-10-06,39,False
2014-10-07,44,False
2014-10-08,42,False
2014-10-09,45,False
2014-10-10,38,False
2014-10-11,17,False
2014-10-12,3,False
2014-10-13,34,False
2014-10-14,33,False
2014-10-15,33,False
2014-10-16,39,False
2014-10-17,35,False
2014-10-18,17,False
2014-10-19,23,False
2014-10-20,31,False
2014-10-21,38,False
2014-10-22,41,False
2014-10-23,42,False
2014-10-24,49,False
2014-10-25,23,False
2014-10-26,16,False
2014-10-27,47,False
2014-10-28,74,False
2014-10-29,30,False
2014-10-30,28,False
2014-10-31,21,False
2014-11-01,23,False
2014-11-02,29,False
2014-11-03,36,False
2014-11-04,52,False
2014-11-05,49,False
2014-11-06,47,False
2014-11-07,25,False
2014-11-08,19,False
2014-11-09,3,False
2014-11-10,36,False
2014-11-11,33,False
2014-11-12,30,False
2014-11-13,22,False
2014-11-14,48,False
2014-11-15,16,False
2014-11-16,19,False
2014-11-17,46,False
2014-11-18,38,False
2014-11-19,37,False
2014-11-20,36,False
2014-11-21,46,False
2014-11-22,19,False
2014-11-23,16,False
2014-11-24,38,False
2014-11-25,35,False
2014-11-26,22,False
2014-11-27,14,False
2014-11-28,23,False
2014-11-29,29,False
2014-11-30,44,False
2014-12-01,40,False
