date,PACCAR,isPartial
2011-05-11,45,False
2011-05-12,60,False
2011-05-13,32,False
2011-05-14,19,False
2011-05-15,12,False
2011-05-16,34,False
2011-05-17,100,False
2011-05-18,40,False
2011-05-19,25,False
2011-05-20,43,False
2011-05-21,26,False
2011-05-22,13,False
2011-05-23,34,False
2011-05-24,20,False
2011-05-25,50,False
2011-05-26,40,False
2011-05-27,37,False
2011-05-28,19,False
2011-05-29,19,False
2011-05-30,26,False
2011-05-31,45,False
2011-06-01,35,False
2011-06-02,48,False
2011-06-03,16,False
2011-06-04,0,False
2011-06-05,13,False
2011-06-06,35,False
2011-06-07,25,False
2011-06-08,55,False
2011-06-09,20,False
2011-06-10,43,False
2011-06-11,6,False
2011-06-12,26,False
2011-06-13,20,False
2011-06-14,54,False
2011-06-15,30,False
2011-06-16,66,False
2011-06-17,42,False
2011-06-18,26,False
2011-06-19,32,False
2011-06-20,24,False
2011-06-21,45,False
2011-06-22,50,False
2011-06-23,21,False
2011-06-24,49,False
2011-06-25,19,False
2011-06-26,26,False
2011-06-27,35,False
2011-06-28,30,False
2011-06-29,40,False
2011-06-30,25,False
2011-07-01,16,False
2011-07-02,53,False
2011-07-03,27,False
2011-07-04,5,False
2011-07-05,56,False
2011-07-06,20,False
2011-07-07,41,False
2011-07-08,32,False
2011-07-09,13,False
2011-07-10,20,False
2011-07-11,45,False
2011-07-12,61,False
2011-07-13,46,False
2011-07-14,52,False
2011-07-15,38,False
2011-07-16,20,False
2011-07-17,0,False
2011-07-18,45,False
2011-07-19,20,False
2011-07-20,25,False
2011-07-21,57,False
2011-07-22,37,False
2011-07-23,32,False
2011-07-24,6,False
2011-07-25,40,False
2011-07-26,71,False
2011-07-27,51,False
2011-07-28,41,False
2011-07-29,16,False
2011-07-30,19,False
2011-07-31,13,False
2011-08-01,51,False
2011-08-02,41,False
2011-08-03,40,False
2011-08-04,20,False
2011-08-05,47,False
2011-08-06,6,False
2011-08-07,32,False
2011-08-08,34,False
2011-08-09,39,False
2011-08-10,45,False
2011-08-11,41,False
2011-08-12,54,False
2011-08-13,13,False
2011-08-14,25,False
2011-08-15,42,False
2011-08-16,25,False
2011-08-17,61,False
2011-08-18,20,False
2011-08-19,31,False
2011-08-20,19,False
2011-08-21,18,False
2011-08-22,24,False
2011-08-23,33,False
2011-08-24,39,False
2011-08-25,34,False
2011-08-26,41,False
2011-08-27,18,False
2011-08-28,6,False
2011-08-29,29,False
2011-08-30,34,False
2011-08-31,34,False
2011-09-01,34,False
2011-09-02,50,False
2011-09-03,12,False
2011-09-04,29,False
2011-09-05,24,False
2011-09-06,56,False
2011-09-07,43,False
2011-09-08,75,False
2011-09-09,39,False
2011-09-10,12,False
2011-09-11,17,False
2011-09-12,14,False
2011-09-13,60,False
2011-09-14,51,False
2011-09-15,47,False
2011-09-16,35,False
2011-09-17,35,False
2011-09-18,34,False
2011-09-19,37,False
2011-09-20,45,False
2011-09-21,41,False
2011-09-22,51,False
2011-09-23,44,False
2011-09-24,11,False
2011-09-25,28,False
2011-09-26,45,False
2011-09-27,23,False
2011-09-28,41,False
2011-09-29,79,False
2011-09-30,54,False
2011-10-01,17,False
2011-10-02,17,False
2011-10-03,41,False
2011-10-04,41,False
2011-10-05,50,False
2011-10-06,41,False
2011-10-07,19,False
2011-10-08,28,False
2011-10-09,11,False
2011-10-10,45,False
2011-10-11,60,False
2011-10-12,62,False
2011-10-13,32,False
2011-10-14,52,False
2011-10-15,28,False
2011-10-16,27,False
2011-10-17,50,False
2011-10-18,44,False
2011-10-19,35,False
2011-10-20,41,False
2011-10-21,43,False
2011-10-22,11,False
2011-10-23,27,False
2011-10-24,31,False
2011-10-25,62,False
2011-10-26,63,False
2011-10-27,41,False
2011-10-28,48,False
2011-10-29,50,False
2011-10-30,38,False
2011-10-31,45,False
2011-11-01,28,False
2011-11-02,32,False
2011-11-03,50,False
2011-11-04,46,False
2011-11-05,27,False
2011-11-06,16,False
2011-11-07,53,False
2011-11-08,49,False
2011-11-09,49,False
2011-11-10,45,False
2011-11-11,33,False
2011-11-12,5,False
2011-11-13,37,False
2011-11-14,35,False
2011-11-15,35,False
