date,PACCAR,isPartial
2018-02-13,47,False
2018-02-14,58,False
2018-02-15,69,False
2018-02-16,62,False
2018-02-17,19,False
2018-02-18,15,False
2018-02-19,40,False
2018-02-20,53,False
2018-02-21,59,False
2018-02-22,71,False
2018-02-23,56,False
2018-02-24,34,False
2018-02-25,27,False
2018-02-26,40,False
2018-02-27,66,False
2018-02-28,72,False
2018-03-01,47,False
2018-03-02,41,False
2018-03-03,31,False
2018-03-04,24,False
2018-03-05,53,False
2018-03-06,60,False
2018-03-07,51,False
2018-03-08,90,False
2018-03-09,59,False
2018-03-10,19,False
2018-03-11,33,False
2018-03-12,83,False
2018-03-13,53,False
2018-03-14,64,False
2018-03-15,78,False
2018-03-16,100,False
2018-03-17,43,False
2018-03-18,33,False
2018-03-19,54,False
2018-03-20,70,False
2018-03-21,73,False
2018-03-22,48,False
2018-03-23,66,False
2018-03-24,35,False
2018-03-25,31,False
2018-03-26,71,False
2018-03-27,49,False
2018-03-28,53,False
2018-03-29,52,False
2018-03-30,43,False
2018-03-31,28,False
2018-04-01,45,False
2018-04-02,61,False
2018-04-03,38,False
2018-04-04,56,False
2018-04-05,58,False
2018-04-06,57,False
2018-04-07,9,False
2018-04-08,9,False
2018-04-09,56,False
2018-04-10,56,False
2018-04-11,77,False
2018-04-12,51,False
2018-04-13,51,False
2018-04-14,41,False
2018-04-15,27,False
2018-04-16,48,False
2018-04-17,83,False
2018-04-18,57,False
2018-04-19,56,False
2018-04-20,52,False
2018-04-21,32,False
2018-04-22,22,False
2018-04-23,60,False
2018-04-24,85,False
2018-04-25,64,False
2018-04-26,62,False
2018-04-27,57,False
2018-04-28,22,False
2018-04-29,22,False
2018-04-30,63,False
2018-05-01,71,False
2018-05-02,48,False
2018-05-03,47,False
2018-05-04,62,False
2018-05-05,28,False
2018-05-06,34,False
2018-05-07,56,False
2018-05-08,51,False
2018-05-09,49,False
2018-05-10,69,False
2018-05-11,50,False
2018-05-12,25,False
2018-05-13,22,False
2018-05-14,68,False
2018-05-15,78,False
2018-05-16,51,False
2018-05-17,74,False
2018-05-18,48,False
2018-05-19,38,False
2018-05-20,19,False
2018-05-21,42,False
2018-05-22,46,False
2018-05-23,57,False
2018-05-24,33,False
2018-05-25,46,False
2018-05-26,13,False
2018-05-27,32,False
2018-05-28,28,False
2018-05-29,62,False
2018-05-30,62,False
2018-05-31,39,False
2018-06-01,57,False
2018-06-02,38,False
2018-06-03,35,False
2018-06-04,29,False
2018-06-05,43,False
2018-06-06,65,False
2018-06-07,81,False
2018-06-08,46,False
2018-06-09,35,False
2018-06-10,38,False
2018-06-11,52,False
2018-06-12,43,False
2018-06-13,53,False
2018-06-14,70,False
2018-06-15,54,False
2018-06-16,29,False
2018-06-17,22,False
2018-06-18,59,False
2018-06-19,64,False
2018-06-20,51,False
2018-06-21,59,False
2018-06-22,68,False
2018-06-23,28,False
2018-06-24,16,False
2018-06-25,40,False
2018-06-26,53,False
2018-06-27,82,False
2018-06-28,76,False
2018-06-29,63,False
