date,ATVI stock
2016-05-04,12
2016-05-05,40
2016-05-06,44
2016-05-07,25
2016-05-08,11
2016-05-09,28
2016-05-10,25
2016-05-11,18
2016-05-12,9
2016-05-13,38
2016-05-14,5
2016-05-15,5
2016-05-16,23
2016-05-17,29
2016-05-18,14
2016-05-19,19
2016-05-20,34
2016-05-21,5
2016-05-22,5
2016-05-23,41
2016-05-24,41
2016-05-25,32
2016-05-26,36
2016-05-27,17
2016-05-28,5
2016-05-29,0
2016-05-30,10
2016-05-31,16
2016-06-01,23
2016-06-02,19
2016-06-03,17
2016-06-04,8
2016-06-05,5
2016-06-06,23
2016-06-07,26
2016-06-08,12
2016-06-09,31
2016-06-10,24
2016-06-11,8
2016-06-12,0
2016-06-13,16
2016-06-14,20
2016-06-15,16
2016-06-16,14
2016-06-17,27
2016-06-18,11
2016-06-19,0
2016-06-20,14
2016-06-21,19
2016-06-22,5
2016-06-23,12
2016-06-24,30
2016-06-25,6
2016-06-26,6
2016-06-27,25
2016-06-28,26
2016-06-29,19
2016-06-30,14
2016-07-01,27
2016-07-02,8
2016-07-03,6
2016-07-04,5
2016-07-05,15
2016-07-06,22
2016-07-07,20
2016-07-08,23
2016-07-09,9
2016-07-10,6
2016-07-11,27
2016-07-12,22
2016-07-13,22
2016-07-14,31
2016-07-15,13
2016-07-16,9
2016-07-17,6
2016-07-18,20
2016-07-19,15
2016-07-20,30
2016-07-21,13
2016-07-22,13
2016-07-23,9
2016-07-24,9
2016-07-25,19
2016-07-26,32
2016-07-27,12
2016-07-28,25
2016-07-29,18
2016-07-30,12
2016-07-31,6
2016-08-01,15
2016-08-02,29
2016-08-03,15
2016-08-04,100
2016-08-05,61
2016-08-06,12
2016-08-07,12
2016-08-08,25
2016-08-09,43
2016-08-10,20
2016-08-11,21
2016-08-12,8
2016-08-13,9
2016-08-14,12
2016-08-15,24
2016-08-16,28
2016-08-17,26
2016-08-18,16
2016-08-19,27
2016-08-20,6
2016-08-21,0
2016-08-22,26
2016-08-23,15
2016-08-24,40
2016-08-25,10
2016-08-26,20
2016-08-27,14
2016-08-28,6
2016-08-29,12
2016-08-30,14
2016-08-31,14
2016-09-01,19
2016-09-02,25
2016-09-03,14
2016-09-04,11
2016-09-05,10
2016-09-06,21
2016-09-07,36
2016-09-08,15
2016-09-09,15
2016-09-10,11
2016-09-11,6
2016-09-12,5
2016-09-13,31
2016-09-14,14
2016-09-15,10
2016-09-16,22
2016-09-17,11
2016-09-18,0
2016-09-19,19
2016-09-20,19
2016-09-21,33
2016-09-22,10
2016-09-23,10
2016-09-24,0
2016-09-25,11
2016-09-26,9
2016-09-27,9
2016-09-28,9
2016-09-29,9
2016-09-30,25
2016-10-01,11
2016-10-02,0
2016-10-03,16
2016-10-04,9
2016-10-05,19
2016-10-06,5
2016-10-07,15
2016-10-08,5
2016-10-09,0
2016-10-10,7
2016-10-11,12
2016-10-12,7
2016-10-13,16
2016-10-14,12
2016-10-15,5
2016-10-16,5
2016-10-17,5
2016-10-18,30
2016-10-19,19
2016-10-20,12
2016-10-21,19
2016-10-22,0
2016-10-23,5
2016-10-24,12
2016-10-25,25
2016-10-26,19
2016-10-27,17
2016-10-28,20
2016-10-29,14
2016-10-30,0
2016-10-31,12
2016-11-01,7
2016-11-02,30
2016-11-03,56
2016-11-04,34
2016-11-05,11
2016-11-06,5
2016-11-07,23
2016-11-08,32
2016-11-09,32
2016-11-10,38
2016-11-11,29
2016-11-12,16
2016-11-13,5
2016-11-14,18
2016-11-15,30
2016-11-16,12
2016-11-17,16
2016-11-18,31
2016-11-19,11
2016-11-20,10
2016-11-21,23
2016-11-22,32
2016-11-23,27
2016-11-24,5
2016-11-25,17
2016-11-26,5
2016-11-27,10
2016-11-28,9
2016-11-29,13
2016-11-30,29
2016-12-01,27
2016-12-02,35
2016-12-03,0
2016-12-04,5
2016-12-05,30
2016-12-06,22
2016-12-07,35
2016-12-08,25
2016-12-09,16
2016-12-10,5
2016-12-11,0
2016-12-12,30
2016-12-13,39
2016-12-14,20
2016-12-15,32
2016-12-16,24
2016-12-17,11
2016-12-18,16
2016-12-19,25
2016-12-20,7
2016-12-21,17
2016-12-22,17
2016-12-23,15
2016-12-24,6
2016-12-25,6
2016-12-26,5
2016-12-27,10
2016-12-28,17
2016-12-29,10
2016-12-30,15
2016-12-31,14
2017-01-01,0
2017-01-02,12
2017-01-03,25
2017-01-04,23
2017-01-05,16
2017-01-06,35
2017-01-07,8
2017-01-08,7
2017-01-09,17
2017-01-10,30
2017-01-11,15
2017-01-12,13
2017-01-13,23
2017-01-14,10
2017-01-15,0
2017-01-16,11
2017-01-17,13
2017-01-18,6
2017-01-19,17
