date,ATVI stock
2012-01-26,53
2012-01-27,54
2012-01-28,0
2012-01-29,0
2012-01-30,26
2012-01-31,26
2012-02-01,26
2012-02-02,53
2012-02-03,0
2012-02-04,31
2012-02-05,30
2012-02-06,52
2012-02-07,38
2012-02-08,26
2012-02-09,77
2012-02-10,54
2012-02-11,31
2012-02-12,30
2012-02-13,0
2012-02-14,0
2012-02-15,39
2012-02-16,52
2012-02-17,54
2012-02-18,0
2012-02-19,0
2012-02-20,27
2012-02-21,26
2012-02-22,64
2012-02-23,0
2012-02-24,27
2012-02-25,0
2012-02-26,30
2012-02-27,0
2012-02-28,51
2012-02-29,63
2012-03-01,27
2012-03-02,56
2012-03-03,32
2012-03-04,31
2012-03-05,26
2012-03-06,38
2012-03-07,0
2012-03-08,26
2012-03-09,27
2012-03-10,31
2012-03-11,30
2012-03-12,25
2012-03-13,51
2012-03-14,26
2012-03-15,78
2012-03-16,54
2012-03-17,0
2012-03-18,31
2012-03-19,0
2012-03-20,38
2012-03-21,26
2012-03-22,26
2012-03-23,27
2012-03-24,0
2012-03-25,0
2012-03-26,51
2012-03-27,25
2012-03-28,26
2012-03-29,26
2012-03-30,55
2012-03-31,31
2012-04-01,0
2012-04-02,78
2012-04-03,39
2012-04-04,0
2012-04-05,27
2012-04-06,0
2012-04-07,0
2012-04-08,0
2012-04-09,62
2012-04-10,27
2012-04-11,26
2012-04-12,26
2012-04-13,27
2012-04-14,0
2012-04-15,0
2012-04-16,0
2012-04-17,25
2012-04-18,0
2012-04-19,51
2012-04-20,27
2012-04-21,0
2012-04-22,30
2012-04-23,25
2012-04-24,50
2012-04-25,25
2012-04-26,51
2012-04-27,81
2012-04-28,0
2012-04-29,0
2012-04-30,53
2012-05-01,56
2012-05-02,51
2012-05-03,26
2012-05-04,54
2012-05-05,0
2012-05-06,0
2012-05-07,25
2012-05-08,50
2012-05-09,38
2012-05-10,64
2012-05-11,0
2012-05-12,31
2012-05-13,0
2012-05-14,25
2012-05-15,74
2012-05-16,100
2012-05-17,79
2012-05-18,67
2012-05-19,32
2012-05-20,31
2012-05-21,25
2012-05-22,100
2012-05-23,25
2012-05-24,26
2012-05-25,27
2012-05-26,32
2012-05-27,65
2012-05-28,27
2012-05-29,0
2012-05-30,37
2012-05-31,51
2012-06-01,39
2012-06-02,0
2012-06-03,31
2012-06-04,50
2012-06-05,0
2012-06-06,50
2012-06-07,26
2012-06-08,26
2012-06-09,47
2012-06-10,0
2012-06-11,0
2012-06-12,49
2012-06-13,25
2012-06-14,25
2012-06-15,40
2012-06-16,0
2012-06-17,0
2012-06-18,0
2012-06-19,25
2012-06-20,0
2012-06-21,0
2012-06-22,26
2012-06-23,0
2012-06-24,31
2012-06-25,0
2012-06-26,0
2012-06-27,0
2012-06-28,25
2012-06-29,27
2012-06-30,0
2012-07-01,0
2012-07-02,51
2012-07-03,25
2012-07-04,0
2012-07-05,26
2012-07-06,27
2012-07-07,0
2012-07-08,31
2012-07-09,0
2012-07-10,0
2012-07-11,26
2012-07-12,26
2012-07-13,0
2012-07-14,0
2012-07-15,31
2012-07-16,26
2012-07-17,0
2012-07-18,25
2012-07-19,0
2012-07-20,40
2012-07-21,0
2012-07-22,32
2012-07-23,25
2012-07-24,0
2012-07-25,0
2012-07-26,0
2012-07-27,0
2012-07-28,32
2012-07-29,0
2012-07-30,0
2012-07-31,0
2012-08-01,26
2012-08-02,39
2012-08-03,27
2012-08-04,32
2012-08-05,0
2012-08-06,0
2012-08-07,51
2012-08-08,26
2012-08-09,26
2012-08-10,27
2012-08-11,32
2012-08-12,32
2012-08-13,26
2012-08-14,38
2012-08-15,27
2012-08-16,78
2012-08-17,27
2012-08-18,0
2012-08-19,0
2012-08-20,26
2012-08-21,26
2012-08-22,25
2012-08-23,26
2012-08-24,0
2012-08-25,31
2012-08-26,0
2012-08-27,25
2012-08-28,25
2012-08-29,0
2012-08-30,0
2012-08-31,26
2012-09-01,0
2012-09-02,0
2012-09-03,0
2012-09-04,73
2012-09-05,24
2012-09-06,0
2012-09-07,26
2012-09-08,30
2012-09-09,0
2012-09-10,0
2012-09-11,24
2012-09-12,24
2012-09-13,24
2012-09-14,0
2012-09-15,0
2012-09-16,29
2012-09-17,0
2012-09-18,24
2012-09-19,24
2012-09-20,0
2012-09-21,26
2012-09-22,29
2012-09-23,0
2012-09-24,0
2012-09-25,0
2012-09-26,24
2012-09-27,49
2012-09-28,38
2012-09-29,0
2012-09-30,29
2012-10-01,0
2012-10-02,24
2012-10-03,48
2012-10-04,70
2012-10-05,49
2012-10-06,0
2012-10-07,28
2012-10-08,23
2012-10-09,0
2012-10-10,0
2012-10-11,24
2012-10-12,0
