date,ATVI stock
2017-10-06,25
2017-10-07,3
2017-10-08,13
2017-10-09,35
2017-10-10,20
2017-10-11,21
2017-10-12,27
2017-10-13,30
2017-10-14,3
2017-10-15,0
2017-10-16,18
2017-10-17,21
2017-10-18,27
2017-10-19,12
2017-10-20,19
2017-10-21,3
2017-10-22,0
2017-10-23,20
2017-10-24,32
2017-10-25,15
2017-10-26,15
2017-10-27,40
2017-10-28,7
2017-10-29,13
2017-10-30,40
2017-10-31,18
2017-11-01,27
2017-11-02,78
2017-11-03,100
2017-11-04,33
2017-11-05,10
2017-11-06,74
2017-11-07,60
2017-11-08,93
2017-11-09,40
2017-11-10,27
2017-11-11,13
2017-11-12,10
2017-11-13,26
2017-11-14,28
2017-11-15,43
2017-11-16,43
2017-11-17,42
2017-11-18,7
2017-11-19,6
2017-11-20,17
2017-11-21,32
2017-11-22,35
2017-11-23,15
2017-11-24,30
2017-11-25,3
2017-11-26,13
2017-11-27,36
2017-11-28,22
2017-11-29,46
2017-11-30,38
2017-12-01,30
2017-12-02,10
2017-12-03,6
2017-12-04,31
2017-12-05,40
2017-12-06,26
2017-12-07,26
2017-12-08,21
2017-12-09,3
2017-12-10,0
2017-12-11,23
2017-12-12,37
2017-12-13,25
2017-12-14,32
2017-12-15,24
2017-12-16,13
2017-12-17,7
2017-12-18,20
2017-12-19,26
2017-12-20,15
2017-12-21,31
2017-12-22,19
2017-12-23,7
2017-12-24,4
2017-12-25,4
2017-12-26,13
2017-12-27,28
2017-12-28,19
2017-12-29,19
2017-12-30,10
2017-12-31,7
2018-01-01,11
2018-01-02,15
2018-01-03,43
2018-01-04,32
2018-01-05,26
2018-01-06,6
2018-01-07,3
2018-01-08,11
2018-01-09,28
2018-01-10,17
2018-01-11,57
2018-01-12,35
2018-01-13,6
2018-01-14,6
2018-01-15,19
2018-01-16,31
2018-01-17,38
2018-01-18,33
2018-01-19,29
2018-01-20,10
2018-01-21,9
2018-01-22,31
2018-01-23,19
2018-01-24,33
2018-01-25,45
2018-01-26,29
2018-01-27,13
2018-01-28,3
2018-01-29,30
2018-01-30,22
2018-01-31,39
2018-02-01,28
2018-02-02,43
2018-02-03,10
2018-02-04,9
2018-02-05,36
2018-02-06,47
2018-02-07,50
2018-02-08,64
2018-02-09,81
2018-02-10,10
2018-02-11,3
2018-02-12,48
2018-02-13,25
2018-02-14,34
2018-02-15,31
2018-02-16,29
2018-02-17,3
2018-02-18,6
2018-02-19,14
2018-02-20,22
2018-02-21,36
2018-02-22,14
2018-02-23,23
2018-02-24,3
2018-02-25,9
2018-02-26,25
2018-02-27,32
2018-02-28,32
2018-03-01,33
2018-03-02,29
2018-03-03,13
2018-03-04,0
2018-03-05,16
2018-03-06,3
2018-03-07,25
2018-03-08,25
2018-03-09,29
2018-03-10,0
2018-03-11,0
2018-03-12,30
2018-03-13,11
2018-03-14,27
2018-03-15,33
2018-03-16,23
2018-03-17,6
2018-03-18,9
2018-03-19,11
2018-03-20,16
2018-03-21,22
2018-03-22,42
2018-03-23,26
2018-03-24,13
2018-03-25,6
2018-03-26,14
2018-03-27,20
2018-03-28,34
2018-03-29,26
2018-03-30,9
2018-03-31,13
2018-04-01,3
2018-04-02,29
2018-04-03,39
2018-04-04,19
2018-04-05,34
2018-04-06,15
2018-04-07,10
2018-04-08,6
