date,ATVI stock
2015-12-26,0
2015-12-27,0
2015-12-28,5
2015-12-29,11
2015-12-30,5
2015-12-31,30
2016-01-01,7
2016-01-02,0
2016-01-03,0
2016-01-04,37
2016-01-05,37
2016-01-06,11
2016-01-07,31
2016-01-08,49
2016-01-09,6
2016-01-10,11
2016-01-11,46
2016-01-12,10
2016-01-13,26
2016-01-14,26
2016-01-15,21
2016-01-16,0
2016-01-17,6
2016-01-18,5
2016-01-19,10
2016-01-20,31
2016-01-21,42
2016-01-22,11
2016-01-23,12
2016-01-24,6
2016-01-25,10
2016-01-26,20
2016-01-27,31
2016-01-28,10
2016-01-29,37
2016-01-30,18
2016-01-31,6
2016-02-01,15
2016-02-02,15
2016-02-03,31
2016-02-04,31
2016-02-05,27
2016-02-06,12
2016-02-07,12
2016-02-08,47
2016-02-09,21
2016-02-10,46
2016-02-11,98
2016-02-12,42
2016-02-13,17
2016-02-14,0
2016-02-15,0
2016-02-16,20
2016-02-17,41
2016-02-18,30
2016-02-19,32
2016-02-20,12
2016-02-21,12
2016-02-22,20
2016-02-23,25
2016-02-24,15
2016-02-25,46
2016-02-26,21
2016-02-27,0
2016-02-28,0
2016-02-29,30
2016-03-01,40
2016-03-02,15
2016-03-03,25
2016-03-04,21
2016-03-05,12
2016-03-06,0
2016-03-07,5
2016-03-08,5
2016-03-09,20
2016-03-10,10
2016-03-11,0
2016-03-12,6
2016-03-13,0
2016-03-14,10
2016-03-15,10
2016-03-16,25
2016-03-17,5
2016-03-18,27
2016-03-19,6
2016-03-20,0
2016-03-21,21
2016-03-22,10
2016-03-23,10
2016-03-24,5
2016-03-25,11
2016-03-26,6
2016-03-27,0
2016-03-28,0
2016-03-29,15
2016-03-30,20
2016-03-31,15
2016-04-01,16
2016-04-02,0
2016-04-03,0
2016-04-04,25
2016-04-05,20
2016-04-06,15
2016-04-07,20
2016-04-08,5
2016-04-09,0
2016-04-10,0
2016-04-11,20
2016-04-12,0
2016-04-13,15
2016-04-14,41
2016-04-15,0
2016-04-16,0
2016-04-17,0
2016-04-18,10
2016-04-19,15
2016-04-20,10
2016-04-21,16
2016-04-22,21
2016-04-23,12
2016-04-24,0
2016-04-25,25
2016-04-26,20
2016-04-27,30
2016-04-28,0
2016-04-29,11
2016-04-30,6
2016-05-01,0
2016-05-02,16
2016-05-03,10
2016-05-04,31
2016-05-05,42
2016-05-06,32
2016-05-07,18
2016-05-08,12
2016-05-09,36
2016-05-10,25
2016-05-11,20
2016-05-12,5
2016-05-13,37
2016-05-14,6
2016-05-15,6
2016-05-16,25
2016-05-17,20
2016-05-18,15
2016-05-19,21
2016-05-20,21
2016-05-21,0
2016-05-22,12
2016-05-23,30
2016-05-24,20
2016-05-25,21
2016-05-26,43
2016-05-27,44
2016-05-28,6
2016-05-29,6
2016-05-30,11
2016-05-31,20
2016-06-01,21
2016-06-02,5
2016-06-03,32
2016-06-04,0
2016-06-05,0
2016-06-06,20
2016-06-07,21
2016-06-08,5
2016-06-09,21
2016-06-10,16
2016-06-11,12
2016-06-12,6
2016-06-13,15
2016-06-14,25
2016-06-15,10
2016-06-16,0
2016-06-17,27
2016-06-18,6
2016-06-19,6
2016-06-20,5
2016-06-21,10
2016-06-22,5
2016-06-23,5
2016-06-24,22
2016-06-25,12
2016-06-26,6
2016-06-27,16
2016-06-28,21
2016-06-29,16
2016-06-30,21
2016-07-01,17
2016-07-02,13
2016-07-03,13
2016-07-04,6
2016-07-05,0
2016-07-06,28
2016-07-07,11
2016-07-08,35
2016-07-09,13
2016-07-10,0
2016-07-11,11
2016-07-12,16
2016-07-13,27
2016-07-14,21
2016-07-15,28
2016-07-16,6
2016-07-17,0
2016-07-18,11
2016-07-19,22
2016-07-20,6
2016-07-21,33
2016-07-22,11
2016-07-23,6
2016-07-24,13
2016-07-25,5
2016-07-26,38
2016-07-27,22
2016-07-28,28
2016-07-29,23
2016-07-30,26
2016-07-31,19
2016-08-01,22
2016-08-02,16
2016-08-03,32
2016-08-04,100
2016-08-05,53
2016-08-06,13
2016-08-07,7
2016-08-08,39
2016-08-09,28
2016-08-10,11
2016-08-11,23
2016-08-12,18
2016-08-13,0
2016-08-14,13
2016-08-15,18
2016-08-16,58
2016-08-17,29
2016-08-18,6
2016-08-19,24
2016-08-20,0
2016-08-21,0
2016-08-22,28
2016-08-23,58
2016-08-24,17
2016-08-25,5
2016-08-26,17
2016-08-27,6
2016-08-28,6
2016-08-29,16
2016-08-30,16
2016-08-31,26
2016-09-01,22
2016-09-02,34
2016-09-03,19
2016-09-04,6
2016-09-05,11
2016-09-06,31
2016-09-07,21
2016-09-08,22
2016-09-09,11
2016-09-10,0
2016-09-11,0
