date,ATVI stock
2017-01-19,11
2017-01-20,14
2017-01-21,0
2017-01-22,0
2017-01-23,20
2017-01-24,9
2017-01-25,11
2017-01-26,9
2017-01-27,0
2017-01-28,0
2017-01-29,3
2017-01-30,9
2017-01-31,7
2017-02-01,13
2017-02-02,11
2017-02-03,12
2017-02-04,0
2017-02-05,0
2017-02-06,18
2017-02-07,13
2017-02-08,13
2017-02-09,46
2017-02-10,58
2017-02-11,26
2017-02-12,13
2017-02-13,30
2017-02-14,11
2017-02-15,27
2017-02-16,9
2017-02-17,13
2017-02-18,3
2017-02-19,0
2017-02-20,7
2017-02-21,7
2017-02-22,20
2017-02-23,16
2017-02-24,16
2017-02-25,0
2017-02-26,3
2017-02-27,13
2017-02-28,11
2017-03-01,19
2017-03-02,17
2017-03-03,5
2017-03-04,5
2017-03-05,5
2017-03-06,15
2017-03-07,10
2017-03-08,24
2017-03-09,9
2017-03-10,19
2017-03-11,3
2017-03-12,0
2017-03-13,12
2017-03-14,11
2017-03-15,13
2017-03-16,2
2017-03-17,12
2017-03-18,0
2017-03-19,3
2017-03-20,7
2017-03-21,0
2017-03-22,15
2017-03-23,9
2017-03-24,16
2017-03-25,3
2017-03-26,0
2017-03-27,4
2017-03-28,13
2017-03-29,9
2017-03-30,16
2017-03-31,9
2017-04-01,5
2017-04-02,3
2017-04-03,9
2017-04-04,7
2017-04-05,9
2017-04-06,16
2017-04-07,9
2017-04-08,3
2017-04-09,0
2017-04-10,7
2017-04-11,5
2017-04-12,5
2017-04-13,9
2017-04-14,10
2017-04-15,3
2017-04-16,3
2017-04-17,9
2017-04-18,4
2017-04-19,2
2017-04-20,7
2017-04-21,21
2017-04-22,5
2017-04-23,0
2017-04-24,18
2017-04-25,22
2017-04-26,11
2017-04-27,13
2017-04-28,19
2017-04-29,8
2017-04-30,5
2017-05-01,12
2017-05-02,18
2017-05-03,18
2017-05-04,40
2017-05-05,33
2017-05-06,8
2017-05-07,5
2017-05-08,15
2017-05-09,17
2017-05-10,20
2017-05-11,18
2017-05-12,28
2017-05-13,3
2017-05-14,3
2017-05-15,7
2017-05-16,17
2017-05-17,14
2017-05-18,21
2017-05-19,22
2017-05-20,3
2017-05-21,5
2017-05-22,24
2017-05-23,23
2017-05-24,19
2017-05-25,12
2017-05-26,36
2017-05-27,6
2017-05-28,0
2017-05-29,0
2017-05-30,18
2017-05-31,14
2017-06-01,14
2017-06-02,33
2017-06-03,5
2017-06-04,3
2017-06-05,14
2017-06-06,28
2017-06-07,14
2017-06-08,14
2017-06-09,17
2017-06-10,6
2017-06-11,3
2017-06-12,21
2017-06-13,27
2017-06-14,40
2017-06-15,22
2017-06-16,20
2017-06-17,9
2017-06-18,0
2017-06-19,16
2017-06-20,20
2017-06-21,21
2017-06-22,18
2017-06-23,26
2017-06-24,0
2017-06-25,3
2017-06-26,9
2017-06-27,12
2017-06-28,24
2017-06-29,10
2017-06-30,15
2017-07-01,8
2017-07-02,8
2017-07-03,15
2017-07-04,5
2017-07-05,15
2017-07-06,7
2017-07-07,15
2017-07-08,3
2017-07-09,0
2017-07-10,24
2017-07-11,21
2017-07-12,22
2017-07-13,29
2017-07-14,25
2017-07-15,0
2017-07-16,3
2017-07-17,14
2017-07-18,24
2017-07-19,10
2017-07-20,24
2017-07-21,12
2017-07-22,8
2017-07-23,3
2017-07-24,14
2017-07-25,12
2017-07-26,26
2017-07-27,21
2017-07-28,25
2017-07-29,3
2017-07-30,3
2017-07-31,19
2017-08-01,34
2017-08-02,20
2017-08-03,100
2017-08-04,80
2017-08-05,19
2017-08-06,5
2017-08-07,45
2017-08-08,31
2017-08-09,37
2017-08-10,16
2017-08-11,27
2017-08-12,3
2017-08-13,3
2017-08-14,33
2017-08-15,19
2017-08-16,26
2017-08-17,19
2017-08-18,24
2017-08-19,3
2017-08-20,8
2017-08-21,14
2017-08-22,25
2017-08-23,21
2017-08-24,23
2017-08-25,29
2017-08-26,5
2017-08-27,3
2017-08-28,19
2017-08-29,21
2017-08-30,23
2017-08-31,21
2017-09-01,24
2017-09-02,5
2017-09-03,3
2017-09-04,2
2017-09-05,13
2017-09-06,18
2017-09-07,21
2017-09-08,12
2017-09-09,8
2017-09-10,0
2017-09-11,11
2017-09-12,16
2017-09-13,11
2017-09-14,18
2017-09-15,30
2017-09-16,11
2017-09-17,5
2017-09-18,16
2017-09-19,27
2017-09-20,30
2017-09-21,20
2017-09-22,17
2017-09-23,8
2017-09-24,3
2017-09-25,18
2017-09-26,25
2017-09-27,18
2017-09-28,18
2017-09-29,19
2017-09-30,0
2017-10-01,3
2017-10-02,20
2017-10-03,25
2017-10-04,23
2017-10-05,30
2017-10-06,9
