date,ATVI stock
2011-09-18,0
2011-09-19,24
2011-09-20,24
2011-09-21,24
2011-09-22,50
2011-09-23,0
2011-09-24,0
2011-09-25,0
2011-09-26,0
2011-09-27,24
2011-09-28,24
2011-09-29,0
2011-09-30,26
2011-10-01,0
2011-10-02,0
2011-10-03,24
2011-10-04,0
2011-10-05,0
2011-10-06,24
2011-10-07,0
2011-10-08,0
2011-10-09,87
2011-10-10,24
2011-10-11,23
2011-10-12,23
2011-10-13,24
2011-10-14,25
2011-10-15,0
2011-10-16,29
2011-10-17,0
2011-10-18,24
2011-10-19,47
2011-10-20,24
2011-10-21,50
2011-10-22,0
2011-10-23,0
2011-10-24,23
2011-10-25,47
2011-10-26,48
2011-10-27,0
2011-10-28,26
2011-10-29,0
2011-10-30,29
2011-10-31,24
2011-11-01,0
2011-11-02,48
2011-11-03,0
2011-11-04,0
2011-11-05,0
2011-11-06,0
2011-11-07,71
2011-11-08,23
2011-11-09,71
2011-11-10,71
2011-11-11,75
2011-11-12,29
2011-11-13,0
2011-11-14,23
2011-11-15,0
2011-11-16,46
2011-11-17,24
2011-11-18,0
2011-11-19,57
2011-11-20,56
2011-11-21,0
2011-11-22,23
2011-11-23,0
2011-11-24,100
2011-11-25,0
2011-11-26,0
2011-11-27,0
2011-11-28,23
2011-11-29,0
2011-11-30,23
2011-12-01,0
2011-12-02,0
2011-12-03,0
2011-12-04,0
2011-12-05,23
2011-12-06,0
2011-12-07,23
2011-12-08,24
2011-12-09,0
2011-12-10,0
2011-12-11,0
2011-12-12,46
2011-12-13,46
2011-12-14,0
2011-12-15,71
2011-12-16,0
2011-12-17,0
2011-12-18,28
2011-12-19,0
2011-12-20,24
2011-12-21,48
2011-12-22,25
2011-12-23,0
2011-12-24,0
2011-12-25,0
2011-12-26,0
2011-12-27,50
2011-12-28,0
2011-12-29,0
2011-12-30,0
2011-12-31,0
2012-01-01,0
2012-01-02,0
2012-01-03,0
2012-01-04,0
2012-01-05,0
2012-01-06,48
2012-01-07,0
2012-01-08,0
2012-01-09,0
2012-01-10,0
2012-01-11,22
2012-01-12,22
2012-01-13,0
2012-01-14,0
2012-01-15,0
2012-01-16,0
2012-01-17,0
2012-01-18,44
2012-01-19,22
2012-01-20,0
2012-01-21,0
2012-01-22,0
2012-01-23,22
2012-01-24,22
2012-01-25,22
2012-01-26,67
2012-01-27,0
2012-01-28,26
2012-01-29,0
2012-01-30,21
2012-01-31,43
2012-02-01,0
2012-02-02,0
2012-02-03,0
2012-02-04,26
2012-02-05,0
2012-02-06,22
2012-02-07,43
2012-02-08,21
2012-02-09,0
2012-02-10,22
2012-02-11,0
2012-02-12,0
2012-02-13,0
2012-02-14,0
2012-02-15,65
2012-02-16,0
2012-02-17,23
2012-02-18,0
2012-02-19,0
2012-02-20,0
2012-02-21,66
2012-02-22,64
2012-02-23,21
2012-02-24,0
2012-02-25,0
2012-02-26,0
2012-02-27,21
2012-02-28,21
2012-02-29,21
2012-03-01,0
2012-03-02,0
2012-03-03,0
2012-03-04,52
2012-03-05,22
2012-03-06,21
2012-03-07,0
2012-03-08,22
2012-03-09,0
2012-03-10,26
2012-03-11,0
2012-03-12,0
2012-03-13,42
2012-03-14,21
2012-03-15,43
2012-03-16,23
2012-03-17,0
2012-03-18,0
2012-03-19,21
2012-03-20,0
2012-03-21,21
2012-03-22,22
2012-03-23,69
2012-03-24,0
2012-03-25,0
2012-03-26,43
2012-03-27,0
2012-03-28,22
2012-03-29,22
2012-03-30,0
2012-03-31,0
2012-04-01,0
2012-04-02,65
2012-04-03,65
2012-04-04,0
2012-04-05,23
2012-04-06,0
2012-04-07,0
2012-04-08,0
2012-04-09,26
2012-04-10,0
2012-04-11,21
2012-04-12,21
2012-04-13,45
2012-04-14,0
2012-04-15,0
2012-04-16,0
2012-04-17,0
2012-04-18,0
2012-04-19,0
2012-04-20,0
2012-04-21,0
2012-04-22,0
2012-04-23,21
2012-04-24,21
2012-04-25,42
2012-04-26,0
2012-04-27,45
2012-04-28,26
2012-04-29,0
2012-04-30,22
2012-05-01,24
2012-05-02,21
2012-05-03,21
2012-05-04,67
2012-05-05,0
2012-05-06,0
2012-05-07,0
2012-05-08,21
2012-05-09,21
2012-05-10,64
2012-05-11,44
2012-05-12,26
2012-05-13,26
2012-05-14,21
2012-05-15,41
2012-05-16,84
2012-05-17,22
2012-05-18,90
2012-05-19,26
2012-05-20,0
2012-05-21,21
2012-05-22,42
2012-05-23,42
2012-05-24,0
2012-05-25,22
2012-05-26,0
2012-05-27,27
2012-05-28,22
2012-05-29,0
2012-05-30,21
2012-05-31,21
2012-06-01,44
2012-06-02,0
2012-06-03,0
2012-06-04,0
