date,ATVI stock
2017-05-29,4
2017-05-30,16
2017-05-31,16
2017-06-01,19
2017-06-02,25
2017-06-03,7
2017-06-04,7
2017-06-05,13
2017-06-06,22
2017-06-07,20
2017-06-08,20
2017-06-09,25
2017-06-10,7
2017-06-11,3
2017-06-12,32
2017-06-13,28
2017-06-14,28
2017-06-15,12
2017-06-16,13
2017-06-17,0
2017-06-18,4
2017-06-19,19
2017-06-20,21
2017-06-21,20
2017-06-22,17
2017-06-23,22
2017-06-24,5
2017-06-25,0
2017-06-26,17
2017-06-27,19
2017-06-28,13
2017-06-29,14
2017-06-30,22
2017-07-01,4
2017-07-02,3
2017-07-03,7
2017-07-04,7
2017-07-05,12
2017-07-06,12
2017-07-07,16
2017-07-08,8
2017-07-09,0
2017-07-10,14
2017-07-11,16
2017-07-12,25
2017-07-13,26
2017-07-14,25
2017-07-15,10
2017-07-16,4
2017-07-17,17
2017-07-18,21
2017-07-19,20
2017-07-20,22
2017-07-21,17
2017-07-22,7
2017-07-23,0
2017-07-24,11
2017-07-25,13
2017-07-26,19
2017-07-27,33
2017-07-28,24
2017-07-29,5
2017-07-30,3
2017-07-31,21
2017-08-01,30
2017-08-02,36
2017-08-03,100
2017-08-04,77
2017-08-05,21
2017-08-06,4
2017-08-07,36
2017-08-08,30
2017-08-09,32
2017-08-10,13
2017-08-11,29
2017-08-12,7
2017-08-13,5
2017-08-14,30
2017-08-15,18
2017-08-16,29
2017-08-17,10
2017-08-18,12
2017-08-19,12
2017-08-20,5
2017-08-21,22
2017-08-22,22
2017-08-23,24
2017-08-24,24
2017-08-25,21
2017-08-26,8
2017-08-27,0
2017-08-28,20
2017-08-29,22
2017-08-30,16
2017-08-31,31
2017-09-01,17
2017-09-02,11
2017-09-03,4
2017-09-04,5
2017-09-05,13
2017-09-06,15
2017-09-07,22
2017-09-08,15
2017-09-09,6
2017-09-10,5
2017-09-11,16
2017-09-12,16
2017-09-13,14
2017-09-14,14
2017-09-15,18
2017-09-16,6
2017-09-17,8
2017-09-18,26
2017-09-19,28
2017-09-20,22
2017-09-21,28
2017-09-22,17
2017-09-23,10
2017-09-24,4
2017-09-25,17
2017-09-26,14
2017-09-27,13
2017-09-28,18
2017-09-29,20
2017-09-30,3
2017-10-01,3
2017-10-02,14
2017-10-03,25
2017-10-04,19
2017-10-05,21
2017-10-06,16
2017-10-07,5
2017-10-08,5
2017-10-09,24
2017-10-10,19
2017-10-11,20
2017-10-12,30
2017-10-13,15
2017-10-14,6
2017-10-15,5
2017-10-16,19
2017-10-17,14
2017-10-18,14
2017-10-19,18
2017-10-20,16
2017-10-21,5
2017-10-22,2
2017-10-23,12
2017-10-24,23
2017-10-25,16
2017-10-26,21
2017-10-27,24
2017-10-28,5
2017-10-29,4
2017-10-30,23
2017-10-31,33
2017-11-01,30
2017-11-02,69
2017-11-03,61
2017-11-04,17
2017-11-05,6
2017-11-06,48
2017-11-07,30
2017-11-08,77
2017-11-09,36
2017-11-10,29
2017-11-11,11
2017-11-12,5
2017-11-13,23
2017-11-14,20
2017-11-15,24
2017-11-16,29
2017-11-17,34
2017-11-18,8
2017-11-19,7
2017-11-20,14
2017-11-21,17
2017-11-22,19
2017-11-23,9
2017-11-24,19
2017-11-25,2
2017-11-26,4
2017-11-27,20
2017-11-28,24
2017-11-29,29
2017-11-30,26
2017-12-01,15
2017-12-02,7
2017-12-03,4
2017-12-04,32
2017-12-05,46
2017-12-06,17
2017-12-07,26
2017-12-08,15
2017-12-09,6
2017-12-10,6
2017-12-11,22
2017-12-12,24
2017-12-13,14
2017-12-14,17
2017-12-15,18
2017-12-16,6
2017-12-17,10
2017-12-18,20
2017-12-19,14
2017-12-20,17
2017-12-21,23
2017-12-22,17
2017-12-23,9
2017-12-24,7
2017-12-25,8
2017-12-26,7
2017-12-27,12
2017-12-28,17
2017-12-29,13
2017-12-30,11
2017-12-31,4
2018-01-01,4
2018-01-02,13
2018-01-03,19
2018-01-04,21
2018-01-05,30
2018-01-06,4
2018-01-07,4
2018-01-08,9
2018-01-09,20
2018-01-10,23
2018-01-11,47
2018-01-12,45
2018-01-13,7
2018-01-14,4
2018-01-15,10
2018-01-16,27
2018-01-17,20
2018-01-18,29
2018-01-19,13
2018-01-20,5
2018-01-21,8
2018-01-22,20
2018-01-23,24
2018-01-24,27
2018-01-25,31
2018-01-26,26
2018-01-27,9
2018-01-28,7
2018-01-29,19
2018-01-30,18
2018-01-31,23
2018-02-01,27
2018-02-02,27
2018-02-03,9
2018-02-04,2
2018-02-05,23
2018-02-06,30
2018-02-07,26
2018-02-08,52
2018-02-09,67
2018-02-10,6
2018-02-11,11
2018-02-12,30
2018-02-13,21
