date,ATVI stock
2018-02-13,36
2018-02-14,66
2018-02-15,67
2018-02-16,69
2018-02-17,7
2018-02-18,7
2018-02-19,18
2018-02-20,47
2018-02-21,60
2018-02-22,48
2018-02-23,81
2018-02-24,0
2018-02-25,13
2018-02-26,47
2018-02-27,64
2018-02-28,64
2018-03-01,58
2018-03-02,80
2018-03-03,34
2018-03-04,0
2018-03-05,51
2018-03-06,58
2018-03-07,18
2018-03-08,90
2018-03-09,100
2018-03-10,7
2018-03-11,0
2018-03-12,64
2018-03-13,35
2018-03-14,70
2018-03-15,72
2018-03-16,67
2018-03-17,7
2018-03-18,13
2018-03-19,6
2018-03-20,76
2018-03-21,42
2018-03-22,78
2018-03-23,55
2018-03-24,14
2018-03-25,14
2018-03-26,42
2018-03-27,48
2018-03-28,67
2018-03-29,63
2018-03-30,20
2018-03-31,21
2018-04-01,14
2018-04-02,44
2018-04-03,96
2018-04-04,48
2018-04-05,61
2018-04-06,44
2018-04-07,14
2018-04-08,14
