date,ATVI stock
2013-11-06,19
2013-11-07,100
2013-11-08,83
2013-11-09,0
2013-11-10,0
2013-11-11,20
2013-11-12,39
2013-11-13,0
2013-11-14,20
2013-11-15,42
2013-11-16,46
2013-11-17,0
2013-11-18,39
2013-11-19,39
2013-11-20,19
2013-11-21,20
2013-11-22,0
2013-11-23,23
2013-11-24,0
2013-11-25,19
2013-11-26,19
2013-11-27,0
2013-11-28,0
2013-11-29,63
2013-11-30,0
2013-12-01,0
2013-12-02,19
2013-12-03,0
2013-12-04,19
2013-12-05,0
2013-12-06,20
2013-12-07,0
2013-12-08,0
2013-12-09,39
2013-12-10,19
2013-12-11,0
2013-12-12,0
2013-12-13,0
2013-12-14,47
2013-12-15,0
2013-12-16,59
2013-12-17,0
2013-12-18,40
2013-12-19,41
2013-12-20,44
2013-12-21,0
2013-12-22,0
2013-12-23,22
2013-12-24,48
2013-12-25,26
2013-12-26,22
2013-12-27,66
2013-12-28,0
2013-12-29,0
2013-12-30,0
2013-12-31,71
2014-01-01,0
2014-01-02,61
2014-01-03,20
2014-01-04,23
2014-01-05,0
2014-01-06,0
2014-01-07,0
2014-01-08,19
2014-01-09,39
2014-01-10,0
2014-01-11,22
2014-01-12,0
2014-01-13,0
2014-01-14,0
2014-01-15,0
2014-01-16,0
2014-01-17,59
2014-01-18,22
2014-01-19,0
2014-01-20,0
2014-01-21,37
2014-01-22,37
2014-01-23,38
2014-01-24,0
2014-01-25,0
2014-01-26,0
2014-01-27,0
2014-01-28,18
2014-01-29,38
2014-01-30,0
2014-01-31,39
2014-02-01,0
2014-02-02,0
2014-02-03,0
2014-02-04,37
2014-02-05,19
2014-02-06,26
2014-02-07,63
2014-02-08,43
2014-02-09,21
2014-02-10,18
2014-02-11,37
2014-02-12,37
2014-02-13,37
2014-02-14,0
2014-02-15,67
2014-02-16,0
2014-02-17,19
2014-02-18,55
2014-02-19,19
2014-02-20,57
2014-02-21,39
2014-02-22,22
2014-02-23,0
2014-02-24,55
2014-02-25,19
2014-02-26,55
2014-02-27,19
2014-02-28,59
2014-03-01,22
2014-03-02,0
2014-03-03,0
2014-03-04,0
2014-03-05,37
2014-03-06,0
2014-03-07,0
2014-03-08,0
2014-03-09,44
2014-03-10,0
2014-03-11,18
2014-03-12,75
2014-03-13,19
2014-03-14,58
2014-03-15,0
2014-03-16,22
2014-03-17,19
2014-03-18,18
2014-03-19,18
2014-03-20,56
2014-03-21,20
2014-03-22,22
2014-03-23,0
2014-03-24,18
2014-03-25,18
2014-03-26,56
2014-03-27,0
2014-03-28,39
2014-03-29,0
2014-03-30,0
2014-03-31,19
2014-04-01,18
2014-04-02,0
2014-04-03,0
2014-04-04,19
2014-04-05,22
2014-04-06,0
2014-04-07,0
2014-04-08,55
2014-04-09,0
2014-04-10,19
2014-04-11,20
2014-04-12,0
2014-04-13,0
2014-04-14,37
2014-04-15,0
2014-04-16,57
2014-04-17,20
2014-04-18,21
2014-04-19,0
2014-04-20,0
2014-04-21,61
2014-04-22,0
2014-04-23,19
2014-04-24,38
2014-04-25,20
2014-04-26,0
2014-04-27,0
2014-04-28,18
2014-04-29,0
2014-04-30,94
2014-05-01,41
2014-05-02,20
2014-05-03,0
2014-05-04,0
2014-05-05,38
2014-05-06,18
2014-05-07,37
2014-05-08,19
2014-05-09,39
2014-05-10,0
2014-05-11,22
2014-05-12,0
2014-05-13,37
2014-05-14,37
2014-05-15,19
2014-05-16,38
2014-05-17,0
2014-05-18,0
2014-05-19,19
2014-05-20,37
2014-05-21,20
2014-05-22,0
2014-05-23,0
2014-05-24,0
2014-05-25,0
2014-05-26,0
2014-05-27,60
2014-05-28,0
2014-05-29,0
2014-05-30,0
2014-05-31,0
2014-06-01,0
2014-06-02,0
2014-06-03,0
2014-06-04,20
2014-06-05,41
2014-06-06,22
2014-06-07,0
2014-06-08,26
2014-06-09,0
2014-06-10,21
2014-06-11,21
2014-06-12,63
2014-06-13,0
2014-06-14,0
2014-06-15,0
2014-06-16,0
2014-06-17,0
2014-06-18,21
2014-06-19,64
2014-06-20,22
2014-06-21,0
2014-06-22,0
2014-06-23,0
2014-06-24,21
2014-06-25,0
2014-06-26,21
2014-06-27,0
2014-06-28,26
2014-06-29,0
2014-06-30,0
2014-07-01,0
2014-07-02,21
2014-07-03,65
2014-07-04,0
2014-07-05,0
2014-07-06,0
2014-07-07,63
2014-07-08,41
2014-07-09,21
2014-07-10,21
2014-07-11,22
2014-07-12,0
2014-07-13,0
2014-07-14,0
2014-07-15,41
2014-07-16,43
2014-07-17,64
2014-07-18,22
2014-07-19,0
2014-07-20,77
2014-07-21,42
2014-07-22,41
2014-07-23,22
2014-07-24,42
