date,TTWO stock
2015-04-10,27
2015-04-11,0
2015-04-12,0
2015-04-13,0
2015-04-14,49
2015-04-15,0
2015-04-16,25
2015-04-17,0
2015-04-18,0
2015-04-19,0
2015-04-20,25
2015-04-21,0
2015-04-22,0
2015-04-23,26
2015-04-24,52
2015-04-25,60
2015-04-26,0
2015-04-27,0
2015-04-28,0
2015-04-29,100
2015-04-30,0
2015-05-01,28
2015-05-02,0
2015-05-03,0
2015-05-04,25
2015-05-05,0
2015-05-06,50
2015-05-07,76
2015-05-08,0
2015-05-09,0
2015-05-10,0
2015-05-11,25
2015-05-12,0
2015-05-13,0
2015-05-14,0
2015-05-15,26
2015-05-16,0
2015-05-17,0
2015-05-18,49
2015-05-19,74
2015-05-20,73
2015-05-21,75
2015-05-22,0
2015-05-23,0
2015-05-24,0
2015-05-25,0
2015-05-26,25
2015-05-27,0
2015-05-28,0
2015-05-29,0
2015-05-30,0
2015-05-31,0
2015-06-01,0
2015-06-02,0
2015-06-03,0
2015-06-04,0
2015-06-05,53
2015-06-06,0
2015-06-07,0
2015-06-08,24
2015-06-09,0
2015-06-10,0
2015-06-11,25
2015-06-12,26
2015-06-13,0
2015-06-14,0
2015-06-15,0
2015-06-16,0
2015-06-17,0
2015-06-18,25
2015-06-19,0
2015-06-20,0
2015-06-21,30
2015-06-22,25
2015-06-23,0
2015-06-24,50
2015-06-25,0
2015-06-26,26
2015-06-27,0
2015-06-28,0
2015-06-29,0
2015-06-30,0
2015-07-01,25
2015-07-02,0
2015-07-03,27
2015-07-04,31
2015-07-05,0
2015-07-06,25
2015-07-07,0
2015-07-08,25
2015-07-09,0
2015-07-10,0
2015-07-11,0
2015-07-12,30
2015-07-13,0
2015-07-14,0
2015-07-15,50
2015-07-16,0
2015-07-17,27
2015-07-18,0
2015-07-19,0
2015-07-20,26
2015-07-21,25
2015-07-22,25
2015-07-23,51
2015-07-24,0
2015-07-25,0
2015-07-26,0
2015-07-27,25
2015-07-28,25
2015-07-29,74
2015-07-30,0
2015-07-31,0
2015-08-01,30
2015-08-02,0
2015-08-03,0
2015-08-04,0
2015-08-05,25
2015-08-06,25
2015-08-07,0
2015-08-08,30
2015-08-09,0
2015-08-10,50
2015-08-11,25
2015-08-12,50
2015-08-13,51
2015-08-14,0
2015-08-15,0
2015-08-16,0
2015-08-17,0
2015-08-18,25
2015-08-19,25
2015-08-20,0
2015-08-21,25
2015-08-22,30
2015-08-23,0
2015-08-24,71
2015-08-25,0
2015-08-26,0
2015-08-27,25
2015-08-28,0
2015-08-29,0
2015-08-30,0
2015-08-31,0
2015-09-01,48
2015-09-02,0
2015-09-03,25
2015-09-04,0
2015-09-05,0
2015-09-06,0
2015-09-07,0
2015-09-08,24
2015-09-09,0
2015-09-10,24
2015-09-11,0
2015-09-12,0
2015-09-13,0
2015-09-14,24
2015-09-15,0
2015-09-16,0
2015-09-17,0
2015-09-18,25
2015-09-19,0
2015-09-20,0
2015-09-21,0
2015-09-22,0
2015-09-23,24
2015-09-24,0
2015-09-25,50
2015-09-26,0
2015-09-27,0
2015-09-28,23
2015-09-29,0
2015-09-30,23
2015-10-01,0
2015-10-02,0
2015-10-03,0
2015-10-04,0
2015-10-05,0
2015-10-06,0
2015-10-07,0
2015-10-08,23
2015-10-09,0
2015-10-10,0
2015-10-11,0
2015-10-12,0
2015-10-13,0
2015-10-14,23
2015-10-15,0
2015-10-16,0
2015-10-17,0
2015-10-18,0
2015-10-19,23
2015-10-20,23
2015-10-21,0
2015-10-22,24
2015-10-23,24
2015-10-24,0
2015-10-25,27
2015-10-26,0
2015-10-27,23
2015-10-28,0
2015-10-29,24
2015-10-30,25
2015-10-31,0
2015-11-01,0
2015-11-02,0
2015-11-03,0
2015-11-04,0
2015-11-05,46
2015-11-06,24
2015-11-07,0
2015-11-08,0
2015-11-09,0
2015-11-10,69
2015-11-11,0
2015-11-12,71
2015-11-13,0
2015-11-14,0
2015-11-15,0
2015-11-16,93
2015-11-17,0
2015-11-18,0
2015-11-19,0
2015-11-20,48
2015-11-21,0
2015-11-22,0
2015-11-23,46
2015-11-24,0
2015-11-25,23
2015-11-26,0
2015-11-27,0
2015-11-28,0
2015-11-29,0
2015-11-30,0
2015-12-01,0
2015-12-02,0
2015-12-03,0
2015-12-04,0
2015-12-05,0
2015-12-06,0
2015-12-07,23
2015-12-08,0
2015-12-09,0
2015-12-10,23
2015-12-11,24
2015-12-12,0
2015-12-13,0
2015-12-14,0
2015-12-15,0
2015-12-16,0
2015-12-17,0
2015-12-18,26
2015-12-19,0
2015-12-20,0
2015-12-21,24
2015-12-22,0
2015-12-23,26
2015-12-24,0
2015-12-25,0
2015-12-26,0
