date,TTWO stock
2017-05-29,13
2017-05-30,12
2017-05-31,35
2017-06-01,12
2017-06-02,26
2017-06-03,14
2017-06-04,7
2017-06-05,30
2017-06-06,18
2017-06-07,35
2017-06-08,18
2017-06-09,12
2017-06-10,0
2017-06-11,0
2017-06-12,29
2017-06-13,17
2017-06-14,24
2017-06-15,18
2017-06-16,6
2017-06-17,0
2017-06-18,7
2017-06-19,24
2017-06-20,12
2017-06-21,11
2017-06-22,29
2017-06-23,24
2017-06-24,0
2017-06-25,0
2017-06-26,12
2017-06-27,12
2017-06-28,0
2017-06-29,13
2017-06-30,0
2017-07-01,7
2017-07-02,7
2017-07-03,12
2017-07-04,0
2017-07-05,6
2017-07-06,19
2017-07-07,13
2017-07-08,7
2017-07-09,0
2017-07-10,0
2017-07-11,12
2017-07-12,24
2017-07-13,25
2017-07-14,0
2017-07-15,0
2017-07-16,0
2017-07-17,0
2017-07-18,25
2017-07-19,12
2017-07-20,18
2017-07-21,25
2017-07-22,0
2017-07-23,0
2017-07-24,12
2017-07-25,6
2017-07-26,18
2017-07-27,18
2017-07-28,0
2017-07-29,21
2017-07-30,0
2017-07-31,18
2017-08-01,23
2017-08-02,34
2017-08-03,83
2017-08-04,37
2017-08-05,7
2017-08-06,14
2017-08-07,23
2017-08-08,28
2017-08-09,17
2017-08-10,12
2017-08-11,6
2017-08-12,0
2017-08-13,21
2017-08-14,18
2017-08-15,6
2017-08-16,30
2017-08-17,18
2017-08-18,37
2017-08-19,7
2017-08-20,0
2017-08-21,0
2017-08-22,29
2017-08-23,12
2017-08-24,12
2017-08-25,19
2017-08-26,0
2017-08-27,0
2017-08-28,6
2017-08-29,23
2017-08-30,17
2017-08-31,18
2017-09-01,25
2017-09-02,7
2017-09-03,14
2017-09-04,18
2017-09-05,11
2017-09-06,40
2017-09-07,24
2017-09-08,30
2017-09-09,7
2017-09-10,7
2017-09-11,34
2017-09-12,6
2017-09-13,6
2017-09-14,24
2017-09-15,24
2017-09-16,13
2017-09-17,7
2017-09-18,11
2017-09-19,29
2017-09-20,29
2017-09-21,35
2017-09-22,12
2017-09-23,0
2017-09-24,7
2017-09-25,17
2017-09-26,34
2017-09-27,11
2017-09-28,17
2017-09-29,36
2017-09-30,7
2017-10-01,0
2017-10-02,40
2017-10-03,11
2017-10-04,28
2017-10-05,17
2017-10-06,30
2017-10-07,7
2017-10-08,0
2017-10-09,29
2017-10-10,28
2017-10-11,17
2017-10-12,35
2017-10-13,18
2017-10-14,0
2017-10-15,0
2017-10-16,40
2017-10-17,11
2017-10-18,28
2017-10-19,41
2017-10-20,6
2017-10-21,7
2017-10-22,0
2017-10-23,28
2017-10-24,6
2017-10-25,22
2017-10-26,23
2017-10-27,12
2017-10-28,0
2017-10-29,0
2017-10-30,34
2017-10-31,40
2017-11-01,17
2017-11-02,29
2017-11-03,12
2017-11-04,13
2017-11-05,0
2017-11-06,22
2017-11-07,77
2017-11-08,100
2017-11-09,73
2017-11-10,6
2017-11-11,13
2017-11-12,0
2017-11-13,27
2017-11-14,17
2017-11-15,17
2017-11-16,22
2017-11-17,17
2017-11-18,19
2017-11-19,19
2017-11-20,33
2017-11-21,28
2017-11-22,11
2017-11-23,0
2017-11-24,6
2017-11-25,0
2017-11-26,0
2017-11-27,5
2017-11-28,32
2017-11-29,61
2017-11-30,17
2017-12-01,41
2017-12-02,6
2017-12-03,0
2017-12-04,27
2017-12-05,16
2017-12-06,17
2017-12-07,34
2017-12-08,23
2017-12-09,19
2017-12-10,12
2017-12-11,27
2017-12-12,16
2017-12-13,38
2017-12-14,11
2017-12-15,24
2017-12-16,7
2017-12-17,13
2017-12-18,34
2017-12-19,11
2017-12-20,40
2017-12-21,24
2017-12-22,6
2017-12-23,7
2017-12-24,0
2017-12-25,0
2017-12-26,12
2017-12-27,24
2017-12-28,0
2017-12-29,19
2017-12-30,20
2017-12-31,14
2018-01-01,14
2018-01-02,0
2018-01-03,22
2018-01-04,23
2018-01-05,17
2018-01-06,6
2018-01-07,6
2018-01-08,22
2018-01-09,11
2018-01-10,49
2018-01-11,22
2018-01-12,23
2018-01-13,0
2018-01-14,6
2018-01-15,11
2018-01-16,21
2018-01-17,11
2018-01-18,32
2018-01-19,23
2018-01-20,6
2018-01-21,6
2018-01-22,16
2018-01-23,16
2018-01-24,16
2018-01-25,22
2018-01-26,62
2018-01-27,6
2018-01-28,19
2018-01-29,42
2018-01-30,21
2018-01-31,76
2018-02-01,54
2018-02-02,17
2018-02-03,0
2018-02-04,12
2018-02-05,11
2018-02-06,64
2018-02-07,75
2018-02-08,76
2018-02-09,50
2018-02-10,6
2018-02-11,0
2018-02-12,60
2018-02-13,49
