date,ESRX stock
2017-05-29,0
2017-05-30,24
2017-05-31,12
2017-06-01,0
2017-06-02,39
2017-06-03,0
2017-06-04,0
2017-06-05,25
2017-06-06,36
2017-06-07,0
2017-06-08,0
2017-06-09,25
2017-06-10,0
2017-06-11,0
2017-06-12,24
2017-06-13,12
2017-06-14,25
2017-06-15,0
2017-06-16,0
2017-06-17,0
2017-06-18,0
2017-06-19,24
2017-06-20,35
2017-06-21,47
2017-06-22,12
2017-06-23,12
2017-06-24,0
2017-06-25,0
2017-06-26,0
2017-06-27,38
2017-06-28,38
2017-06-29,38
2017-06-30,52
2017-07-01,0
2017-07-02,0
2017-07-03,13
2017-07-04,0
2017-07-05,26
2017-07-06,26
2017-07-07,0
2017-07-08,15
2017-07-09,0
2017-07-10,25
2017-07-11,12
2017-07-12,0
2017-07-13,13
2017-07-14,0
2017-07-15,0
2017-07-16,0
2017-07-17,37
2017-07-18,12
2017-07-19,0
2017-07-20,37
2017-07-21,13
2017-07-22,0
2017-07-23,0
2017-07-24,24
2017-07-25,49
2017-07-26,36
2017-07-27,25
2017-07-28,78
2017-07-29,0
2017-07-30,0
2017-07-31,12
2017-08-01,12
2017-08-02,0
2017-08-03,0
2017-08-04,13
2017-08-05,0
2017-08-06,0
2017-08-07,12
2017-08-08,23
2017-08-09,48
2017-08-10,37
2017-08-11,13
2017-08-12,0
2017-08-13,0
2017-08-14,12
2017-08-15,25
2017-08-16,12
2017-08-17,48
2017-08-18,12
2017-08-19,0
2017-08-20,0
2017-08-21,12
2017-08-22,12
2017-08-23,24
2017-08-24,0
2017-08-25,25
2017-08-26,0
2017-08-27,0
2017-08-28,24
2017-08-29,12
2017-08-30,12
2017-08-31,12
2017-09-01,13
2017-09-02,0
2017-09-03,0
2017-09-04,0
2017-09-05,0
2017-09-06,24
2017-09-07,24
2017-09-08,12
2017-09-09,0
2017-09-10,0
2017-09-11,0
2017-09-12,0
2017-09-13,23
2017-09-14,24
2017-09-15,25
2017-09-16,41
2017-09-17,0
2017-09-18,23
2017-09-19,35
2017-09-20,24
2017-09-21,0
2017-09-22,37
2017-09-23,0
2017-09-24,0
2017-09-25,23
2017-09-26,23
2017-09-27,12
2017-09-28,23
2017-09-29,37
2017-09-30,28
2017-10-01,13
2017-10-02,12
2017-10-03,23
2017-10-04,12
2017-10-05,24
2017-10-06,60
2017-10-07,13
2017-10-08,0
2017-10-09,58
2017-10-10,46
2017-10-11,23
2017-10-12,12
2017-10-13,36
2017-10-14,0
2017-10-15,13
2017-10-16,23
2017-10-17,46
2017-10-18,12
2017-10-19,35
2017-10-20,0
2017-10-21,0
2017-10-22,0
2017-10-23,57
2017-10-24,34
2017-10-25,35
2017-10-26,93
2017-10-27,12
2017-10-28,0
2017-10-29,0
2017-10-30,11
2017-10-31,35
2017-11-01,12
2017-11-02,0
2017-11-03,24
2017-11-04,0
2017-11-05,0
2017-11-06,23
2017-11-07,34
2017-11-08,11
2017-11-09,11
2017-11-10,0
2017-11-11,13
2017-11-12,0
2017-11-13,11
2017-11-14,11
2017-11-15,22
2017-11-16,34
2017-11-17,0
2017-11-18,13
2017-11-19,0
2017-11-20,11
2017-11-21,0
2017-11-22,0
2017-11-23,0
2017-11-24,12
2017-11-25,13
2017-11-26,0
2017-11-27,33
2017-11-28,33
2017-11-29,23
2017-11-30,34
2017-12-01,36
2017-12-02,13
2017-12-03,0
2017-12-04,22
2017-12-05,45
2017-12-06,22
2017-12-07,58
2017-12-08,24
2017-12-09,0
2017-12-10,0
2017-12-11,0
2017-12-12,0
2017-12-13,11
2017-12-14,23
2017-12-15,12
2017-12-16,27
2017-12-17,13
2017-12-18,11
2017-12-19,35
2017-12-20,36
2017-12-21,24
2017-12-22,39
2017-12-23,27
2017-12-24,0
2017-12-25,15
2017-12-26,26
2017-12-27,0
2017-12-28,0
2017-12-29,63
2017-12-30,14
2017-12-31,14
2018-01-01,0
2018-01-02,12
2018-01-03,23
2018-01-04,23
2018-01-05,23
2018-01-06,0
2018-01-07,0
2018-01-08,22
2018-01-09,66
2018-01-10,100
2018-01-11,11
2018-01-12,23
2018-01-13,25
2018-01-14,0
2018-01-15,0
2018-01-16,76
2018-01-17,75
2018-01-18,22
2018-01-19,11
2018-01-20,0
2018-01-21,0
2018-01-22,32
2018-01-23,33
2018-01-24,11
2018-01-25,11
2018-01-26,35
2018-01-27,25
2018-01-28,0
2018-01-29,55
2018-01-30,77
2018-01-31,54
2018-02-01,44
2018-02-02,11
2018-02-03,25
2018-02-04,12
2018-02-05,22
2018-02-06,11
2018-02-07,11
2018-02-08,11
2018-02-09,11
2018-02-10,13
2018-02-11,0
2018-02-12,11
2018-02-13,33
