date,ESRX stock
2015-08-18,34
2015-08-19,0
2015-08-20,23
2015-08-21,36
2015-08-22,27
2015-08-23,27
2015-08-24,33
2015-08-25,22
2015-08-26,23
2015-08-27,23
2015-08-28,35
2015-08-29,0
2015-08-30,27
2015-08-31,22
2015-09-01,66
2015-09-02,44
2015-09-03,34
2015-09-04,0
2015-09-05,0
2015-09-06,0
2015-09-07,0
2015-09-08,22
2015-09-09,22
2015-09-10,22
2015-09-11,0
2015-09-12,0
2015-09-13,0
2015-09-14,22
2015-09-15,22
2015-09-16,22
2015-09-17,0
2015-09-18,69
2015-09-19,0
2015-09-20,25
2015-09-21,21
2015-09-22,22
2015-09-23,0
2015-09-24,23
2015-09-25,23
2015-09-26,0
2015-09-27,0
2015-09-28,22
2015-09-29,43
2015-09-30,22
2015-10-01,0
2015-10-02,23
2015-10-03,51
2015-10-04,0
2015-10-05,65
2015-10-06,64
2015-10-07,43
2015-10-08,32
2015-10-09,22
2015-10-10,25
2015-10-11,0
2015-10-12,0
2015-10-13,21
2015-10-14,21
2015-10-15,22
2015-10-16,45
2015-10-17,51
2015-10-18,0
2015-10-19,42
2015-10-20,31
2015-10-21,0
2015-10-22,43
2015-10-23,0
2015-10-24,0
2015-10-25,0
2015-10-26,21
2015-10-27,64
2015-10-28,74
2015-10-29,22
2015-10-30,34
2015-10-31,38
2015-11-01,0
2015-11-02,43
2015-11-03,21
2015-11-04,0
2015-11-05,21
2015-11-06,44
2015-11-07,25
2015-11-08,25
2015-11-09,32
2015-11-10,0
2015-11-11,44
2015-11-12,65
2015-11-13,22
2015-11-14,0
2015-11-15,0
2015-11-16,42
2015-11-17,21
2015-11-18,0
2015-11-19,32
2015-11-20,33
2015-11-21,0
2015-11-22,0
2015-11-23,0
2015-11-24,21
2015-11-25,21
2015-11-26,22
2015-11-27,34
2015-11-28,0
2015-11-29,0
2015-11-30,31
2015-12-01,21
2015-12-02,0
2015-12-03,22
2015-12-04,22
2015-12-05,0
2015-12-06,25
2015-12-07,21
2015-12-08,0
2015-12-09,32
2015-12-10,0
2015-12-11,22
2015-12-12,0
2015-12-13,0
2015-12-14,0
2015-12-15,22
2015-12-16,0
2015-12-17,22
2015-12-18,24
2015-12-19,0
2015-12-20,0
2015-12-21,23
2015-12-22,23
2015-12-23,24
2015-12-24,54
2015-12-25,0
2015-12-26,0
2015-12-27,0
2015-12-28,23
2015-12-29,0
2015-12-30,0
2015-12-31,26
2016-01-01,0
2016-01-02,0
2016-01-03,26
2016-01-04,23
2016-01-05,23
2016-01-06,23
2016-01-07,23
2016-01-08,24
2016-01-09,0
2016-01-10,0
2016-01-11,22
2016-01-12,22
2016-01-13,45
2016-01-14,56
2016-01-15,23
2016-01-16,0
2016-01-17,0
2016-01-18,0
2016-01-19,67
2016-01-20,34
2016-01-21,35
2016-01-22,23
2016-01-23,0
2016-01-24,25
2016-01-25,56
2016-01-26,67
2016-01-27,23
2016-01-28,34
2016-01-29,46
2016-01-30,26
2016-01-31,0
2016-02-01,0
2016-02-02,55
2016-02-03,22
2016-02-04,34
2016-02-05,47
2016-02-06,0
2016-02-07,0
2016-02-08,45
2016-02-09,23
2016-02-10,22
2016-02-11,67
2016-02-12,23
2016-02-13,26
2016-02-14,0
2016-02-15,0
2016-02-16,44
2016-02-17,100
2016-02-18,22
2016-02-19,0
2016-02-20,0
2016-02-21,0
2016-02-22,22
2016-02-23,0
2016-02-24,22
2016-02-25,90
2016-02-26,46
2016-02-27,51
2016-02-28,0
2016-02-29,22
2016-03-01,33
2016-03-02,44
2016-03-03,33
2016-03-04,46
2016-03-05,25
2016-03-06,0
2016-03-07,22
2016-03-08,22
2016-03-09,44
2016-03-10,23
2016-03-11,46
2016-03-12,26
2016-03-13,25
2016-03-14,55
2016-03-15,67
2016-03-16,33
2016-03-17,57
2016-03-18,71
2016-03-19,26
2016-03-20,25
2016-03-21,45
2016-03-22,56
2016-03-23,34
2016-03-24,36
2016-03-25,0
2016-03-26,27
2016-03-27,0
2016-03-28,23
2016-03-29,22
2016-03-30,67
2016-03-31,67
2016-04-01,35
2016-04-02,26
2016-04-03,0
2016-04-04,22
2016-04-05,22
2016-04-06,44
2016-04-07,23
2016-04-08,70
2016-04-09,0
2016-04-10,25
2016-04-11,22
2016-04-12,33
2016-04-13,56
2016-04-14,23
2016-04-15,70
2016-04-16,0
2016-04-17,0
2016-04-18,22
2016-04-19,22
2016-04-20,22
2016-04-21,45
2016-04-22,47
2016-04-23,26
2016-04-24,25
2016-04-25,88
2016-04-26,66
2016-04-27,56
2016-04-28,68
2016-04-29,24
2016-04-30,26
2016-05-01,0
2016-05-02,57
2016-05-03,56
2016-05-04,45
