date,WYNN stock
2018-02-13,63
2018-02-14,55
2018-02-15,42
2018-02-16,74
2018-02-17,39
2018-02-18,21
2018-02-19,16
2018-02-20,57
2018-02-21,38
2018-02-22,60
2018-02-23,35
2018-02-24,18
2018-02-25,12
2018-02-26,38
2018-02-27,41
2018-02-28,54
2018-03-01,35
2018-03-02,27
2018-03-03,3
2018-03-04,15
2018-03-05,25
2018-03-06,49
2018-03-07,36
2018-03-08,71
2018-03-09,100
2018-03-10,35
2018-03-11,6
2018-03-12,33
2018-03-13,46
2018-03-14,38
2018-03-15,44
2018-03-16,35
2018-03-17,15
2018-03-18,0
2018-03-19,23
2018-03-20,54
2018-03-21,31
2018-03-22,44
2018-03-23,78
2018-03-24,24
2018-03-25,9
2018-03-26,41
2018-03-27,50
2018-03-28,35
2018-03-29,28
2018-03-30,6
2018-03-31,9
2018-04-01,0
2018-04-02,36
2018-04-03,23
2018-04-04,21
2018-04-05,21
2018-04-06,63
2018-04-07,3
2018-04-08,3
2018-04-09,28
