date,WYNN stock
2014-07-24,42
2014-07-25,15
2014-07-26,17
2014-07-27,0
2014-07-28,14
2014-07-29,14
2014-07-30,71
2014-07-31,29
2014-08-01,15
2014-08-02,17
2014-08-03,0
2014-08-04,84
2014-08-05,0
2014-08-06,42
2014-08-07,82
2014-08-08,30
2014-08-09,0
2014-08-10,0
2014-08-11,0
2014-08-12,0
2014-08-13,0
2014-08-14,14
2014-08-15,15
2014-08-16,0
2014-08-17,0
2014-08-18,14
2014-08-19,27
2014-08-20,28
2014-08-21,28
2014-08-22,29
2014-08-23,0
2014-08-24,0
2014-08-25,14
2014-08-26,14
2014-08-27,40
2014-08-28,14
2014-08-29,57
2014-08-30,16
2014-08-31,0
2014-09-01,0
2014-09-02,52
2014-09-03,92
2014-09-04,53
2014-09-05,28
2014-09-06,48
2014-09-07,0
2014-09-08,13
2014-09-09,0
2014-09-10,0
2014-09-11,13
2014-09-12,28
2014-09-13,0
2014-09-14,0
2014-09-15,13
2014-09-16,52
2014-09-17,26
2014-09-18,40
2014-09-19,82
2014-09-20,48
2014-09-21,0
2014-09-22,26
2014-09-23,0
2014-09-24,13
2014-09-25,27
2014-09-26,41
2014-09-27,16
2014-09-28,0
2014-09-29,52
2014-09-30,39
2014-10-01,26
2014-10-02,27
2014-10-03,14
2014-10-04,0
2014-10-05,16
2014-10-06,39
2014-10-07,65
2014-10-08,26
2014-10-09,26
2014-10-10,41
2014-10-11,16
2014-10-12,0
2014-10-13,13
2014-10-14,13
2014-10-15,39
2014-10-16,39
2014-10-17,14
2014-10-18,16
2014-10-19,31
2014-10-20,0
2014-10-21,0
2014-10-22,13
2014-10-23,39
2014-10-24,14
2014-10-25,0
2014-10-26,0
2014-10-27,0
2014-10-28,50
2014-10-29,26
2014-10-30,39
2014-10-31,28
2014-11-01,0
2014-11-02,0
2014-11-03,13
2014-11-04,25
2014-11-05,13
2014-11-06,13
2014-11-07,13
2014-11-08,0
2014-11-09,30
2014-11-10,13
2014-11-11,0
2014-11-12,13
2014-11-13,25
2014-11-14,13
2014-11-15,0
2014-11-16,0
2014-11-17,12
2014-11-18,41
2014-11-19,0
2014-11-20,39
2014-11-21,39
2014-11-22,15
2014-11-23,0
2014-11-24,25
2014-11-25,12
2014-11-26,25
2014-11-27,13
2014-11-28,13
2014-11-29,0
2014-11-30,29
2014-12-01,37
2014-12-02,0
2014-12-03,25
2014-12-04,38
2014-12-05,26
2014-12-06,15
2014-12-07,0
2014-12-08,25
2014-12-09,12
2014-12-10,38
2014-12-11,26
2014-12-12,13
2014-12-13,0
2014-12-14,0
2014-12-15,13
2014-12-16,64
2014-12-17,39
2014-12-18,26
2014-12-19,0
2014-12-20,0
2014-12-21,16
2014-12-22,13
2014-12-23,28
2014-12-24,16
2014-12-25,17
2014-12-26,15
2014-12-27,0
2014-12-28,0
2014-12-29,40
2014-12-30,14
2014-12-31,15
2015-01-01,0
2015-01-02,0
2015-01-03,0
2015-01-04,0
2015-01-05,13
2015-01-06,13
2015-01-07,12
2015-01-08,0
2015-01-09,38
2015-01-10,0
2015-01-11,0
2015-01-12,0
2015-01-13,48
2015-01-14,24
2015-01-15,61
2015-01-16,13
2015-01-17,0
2015-01-18,14
2015-01-19,12
2015-01-20,0
2015-01-21,12
2015-01-22,24
2015-01-23,0
2015-01-24,14
2015-01-25,0
2015-01-26,36
2015-01-27,59
2015-01-28,12
2015-01-29,12
2015-01-30,100
2015-01-31,14
2015-02-01,14
2015-02-02,35
2015-02-03,24
2015-02-04,60
2015-02-05,12
2015-02-06,13
2015-02-07,28
2015-02-08,0
2015-02-09,47
2015-02-10,24
2015-02-11,24
2015-02-12,24
2015-02-13,38
2015-02-14,0
2015-02-15,29
2015-02-16,12
2015-02-17,62
2015-02-18,12
2015-02-19,24
2015-02-20,13
2015-02-21,28
2015-02-22,0
2015-02-23,0
2015-02-24,58
2015-02-25,23
2015-02-26,96
2015-02-27,12
2015-02-28,27
2015-03-01,14
2015-03-02,12
2015-03-03,24
2015-03-04,24
2015-03-05,48
2015-03-06,13
2015-03-07,28
2015-03-08,0
2015-03-09,24
2015-03-10,59
2015-03-11,12
2015-03-12,48
2015-03-13,49
2015-03-14,14
2015-03-15,0
2015-03-16,12
2015-03-17,24
2015-03-18,95
2015-03-19,47
2015-03-20,12
2015-03-21,28
2015-03-22,0
2015-03-23,12
2015-03-24,0
2015-03-25,35
2015-03-26,69
2015-03-27,12
2015-03-28,0
2015-03-29,0
2015-03-30,0
2015-03-31,12
2015-04-01,49
2015-04-02,0
2015-04-03,40
2015-04-04,15
2015-04-05,0
2015-04-06,38
2015-04-07,12
2015-04-08,24
2015-04-09,36
2015-04-10,0
