date,WYNN stock
2011-01-01,38
2011-01-02,34
2011-01-03,0
2011-01-04,26
2011-01-05,26
2011-01-06,0
2011-01-07,0
2011-01-08,32
2011-01-09,31
2011-01-10,25
2011-01-11,75
2011-01-12,0
2011-01-13,25
2011-01-14,26
2011-01-15,31
2011-01-16,30
2011-01-17,25
2011-01-18,37
2011-01-19,0
2011-01-20,25
2011-01-21,26
2011-01-22,0
2011-01-23,0
2011-01-24,0
2011-01-25,49
2011-01-26,37
2011-01-27,25
2011-01-28,0
2011-01-29,30
2011-01-30,0
2011-01-31,0
2011-02-01,23
2011-02-02,47
2011-02-03,37
2011-02-04,25
2011-02-05,30
2011-02-06,0
2011-02-07,24
2011-02-08,0
2011-02-09,24
2011-02-10,49
2011-02-11,51
2011-02-12,0
2011-02-13,0
2011-02-14,0
2011-02-15,0
2011-02-16,48
2011-02-17,0
2011-02-18,38
2011-02-19,0
2011-02-20,59
2011-02-21,24
2011-02-22,48
2011-02-23,36
2011-02-24,48
2011-02-25,25
2011-02-26,0
2011-02-27,0
2011-02-28,0
2011-03-01,23
2011-03-02,24
2011-03-03,49
2011-03-04,0
2011-03-05,30
2011-03-06,30
2011-03-07,37
2011-03-08,0
2011-03-09,24
2011-03-10,0
2011-03-11,24
2011-03-12,0
2011-03-13,0
2011-03-14,0
2011-03-15,48
2011-03-16,24
2011-03-17,73
2011-03-18,25
2011-03-19,0
2011-03-20,0
2011-03-21,47
2011-03-22,24
2011-03-23,24
2011-03-24,48
2011-03-25,25
2011-03-26,30
2011-03-27,29
2011-03-28,47
2011-03-29,0
2011-03-30,36
2011-03-31,24
2011-04-01,50
2011-04-02,46
2011-04-03,0
2011-04-04,71
2011-04-05,24
2011-04-06,48
2011-04-07,24
2011-04-08,26
2011-04-09,91
2011-04-10,0
2011-04-11,24
2011-04-12,24
2011-04-13,24
2011-04-14,0
2011-04-15,76
2011-04-16,0
2011-04-17,0
2011-04-18,24
2011-04-19,49
2011-04-20,100
2011-04-21,40
2011-04-22,0
2011-04-23,33
2011-04-24,0
2011-04-25,26
2011-04-26,24
2011-04-27,0
2011-04-28,24
2011-04-29,50
2011-04-30,0
2011-05-01,0
2011-05-02,24
2011-05-03,0
2011-05-04,0
2011-05-05,49
2011-05-06,0
2011-05-07,31
2011-05-08,30
2011-05-09,0
2011-05-10,24
2011-05-11,0
2011-05-12,24
2011-05-13,37
2011-05-14,30
2011-05-15,29
2011-05-16,46
2011-05-17,47
2011-05-18,0
2011-05-19,48
2011-05-20,0
2011-05-21,61
2011-05-22,0
2011-05-23,46
2011-05-24,0
2011-05-25,0
2011-05-26,24
2011-05-27,25
2011-05-28,30
2011-05-29,0
2011-05-30,0
2011-05-31,70
2011-06-01,24
2011-06-02,25
2011-06-03,25
2011-06-04,31
2011-06-05,0
2011-06-06,0
2011-06-07,46
2011-06-08,47
2011-06-09,24
2011-06-10,0
2011-06-11,0
2011-06-12,0
2011-06-13,0
2011-06-14,23
2011-06-15,23
2011-06-16,35
2011-06-17,38
2011-06-18,0
2011-06-19,0
2011-06-20,0
2011-06-21,0
2011-06-22,23
2011-06-23,24
2011-06-24,25
2011-06-25,30
2011-06-26,0
2011-06-27,0
2011-06-28,0
2011-06-29,24
2011-06-30,48
2011-07-01,25
2011-07-02,61
2011-07-03,0
2011-07-04,25
2011-07-05,48
2011-07-06,24
2011-07-07,48
2011-07-08,38
2011-07-09,0
2011-07-10,31
2011-07-11,24
2011-07-12,24
2011-07-13,48
2011-07-14,24
2011-07-15,0
2011-07-16,31
2011-07-17,30
2011-07-18,35
2011-07-19,59
2011-07-20,47
2011-07-21,24
2011-07-22,51
2011-07-23,0
2011-07-24,0
2011-07-25,70
2011-07-26,35
2011-07-27,0
2011-07-28,48
2011-07-29,38
2011-07-30,0
2011-07-31,30
2011-08-01,24
2011-08-02,0
2011-08-03,36
2011-08-04,36
2011-08-05,50
2011-08-06,45
2011-08-07,0
2011-08-08,68
2011-08-09,23
2011-08-10,82
2011-08-11,35
2011-08-12,50
2011-08-13,0
2011-08-14,30
2011-08-15,0
2011-08-16,24
2011-08-17,47
2011-08-18,47
2011-08-19,0
2011-08-20,0
2011-08-21,0
2011-08-22,23
2011-08-23,0
2011-08-24,23
2011-08-25,23
2011-08-26,0
2011-08-27,0
2011-08-28,0
2011-08-29,23
2011-08-30,0
2011-08-31,23
2011-09-01,46
2011-09-02,35
2011-09-03,0
2011-09-04,0
2011-09-05,0
2011-09-06,0
2011-09-07,0
2011-09-08,22
2011-09-09,46
2011-09-10,0
2011-09-11,0
2011-09-12,0
2011-09-13,22
2011-09-14,22
2011-09-15,33
2011-09-16,0
2011-09-17,0
2011-09-18,0
