date,WYNN stock
2017-10-06,4
2017-10-07,1
2017-10-08,1
2017-10-09,1
2017-10-10,1
2017-10-11,3
2017-10-12,5
2017-10-13,3
2017-10-14,1
2017-10-15,1
2017-10-16,2
2017-10-17,5
2017-10-18,5
2017-10-19,4
2017-10-20,4
2017-10-21,1
2017-10-22,1
2017-10-23,2
2017-10-24,3
2017-10-25,3
2017-10-26,9
2017-10-27,2
2017-10-28,1
2017-10-29,2
2017-10-30,3
2017-10-31,5
2017-11-01,4
2017-11-02,5
2017-11-03,4
2017-11-04,2
2017-11-05,2
2017-11-06,4
2017-11-07,4
2017-11-08,5
2017-11-09,4
2017-11-10,2
2017-11-11,1
2017-11-12,0
2017-11-13,3
2017-11-14,4
2017-11-15,6
2017-11-16,3
2017-11-17,3
2017-11-18,1
2017-11-19,0
2017-11-20,2
2017-11-21,2
2017-11-22,8
2017-11-23,3
2017-11-24,0
2017-11-25,1
2017-11-26,0
2017-11-27,3
2017-11-28,4
2017-11-29,1
2017-11-30,3
2017-12-01,6
2017-12-02,2
2017-12-03,1
2017-12-04,3
2017-12-05,2
2017-12-06,3
2017-12-07,3
2017-12-08,4
2017-12-09,1
2017-12-10,1
2017-12-11,3
2017-12-12,2
2017-12-13,1
2017-12-14,5
2017-12-15,3
2017-12-16,1
2017-12-17,0
2017-12-18,3
2017-12-19,2
2017-12-20,3
2017-12-21,7
2017-12-22,5
2017-12-23,1
2017-12-24,1
2017-12-25,1
2017-12-26,4
2017-12-27,2
2017-12-28,2
2017-12-29,5
2017-12-30,1
2017-12-31,2
2018-01-01,1
2018-01-02,5
2018-01-03,6
2018-01-04,3
2018-01-05,4
2018-01-06,1
2018-01-07,2
2018-01-08,1
2018-01-09,4
2018-01-10,3
2018-01-11,3
2018-01-12,3
2018-01-13,3
2018-01-14,1
2018-01-15,1
2018-01-16,5
2018-01-17,4
2018-01-18,6
2018-01-19,5
2018-01-20,1
2018-01-21,0
2018-01-22,12
2018-01-23,14
2018-01-24,11
2018-01-25,5
2018-01-26,67
2018-01-27,62
2018-01-28,25
2018-01-29,71
2018-01-30,69
2018-01-31,46
2018-02-01,37
2018-02-02,31
2018-02-03,8
2018-02-04,7
2018-02-05,20
2018-02-06,24
2018-02-07,100
2018-02-08,36
2018-02-09,23
2018-02-10,4
2018-02-11,1
2018-02-12,16
2018-02-13,13
2018-02-14,13
2018-02-15,8
2018-02-16,12
2018-02-17,5
2018-02-18,2
2018-02-19,3
2018-02-20,10
2018-02-21,7
2018-02-22,9
2018-02-23,5
2018-02-24,4
2018-02-25,1
2018-02-26,11
2018-02-27,9
2018-02-28,7
2018-03-01,5
2018-03-02,11
2018-03-03,2
2018-03-04,1
2018-03-05,4
2018-03-06,7
2018-03-07,8
2018-03-08,16
2018-03-09,22
2018-03-10,5
2018-03-11,2
2018-03-12,8
2018-03-13,8
2018-03-14,5
2018-03-15,8
2018-03-16,5
2018-03-17,2
2018-03-18,1
2018-03-19,7
2018-03-20,7
2018-03-21,6
2018-03-22,17
2018-03-23,17
2018-03-24,4
2018-03-25,1
2018-03-26,5
2018-03-27,10
2018-03-28,8
2018-03-29,5
2018-03-30,4
2018-03-31,1
2018-04-01,0
2018-04-02,9
2018-04-03,7
2018-04-04,5
2018-04-05,4
2018-04-06,6
2018-04-07,1
2018-04-08,1
2018-04-09,6
