date,WYNN stock
2017-05-29,1
2017-05-30,3
2017-05-31,2
2017-06-01,6
2017-06-02,8
2017-06-03,3
2017-06-04,2
2017-06-05,3
2017-06-06,3
2017-06-07,4
2017-06-08,4
2017-06-09,5
2017-06-10,2
2017-06-11,1
2017-06-12,3
2017-06-13,5
2017-06-14,3
2017-06-15,4
2017-06-16,5
2017-06-17,3
2017-06-18,1
2017-06-19,7
2017-06-20,3
2017-06-21,4
2017-06-22,3
2017-06-23,5
2017-06-24,1
2017-06-25,1
2017-06-26,3
2017-06-27,3
2017-06-28,4
2017-06-29,4
2017-06-30,3
2017-07-01,2
2017-07-02,1
2017-07-03,5
2017-07-04,2
2017-07-05,6
2017-07-06,1
2017-07-07,5
2017-07-08,1
2017-07-09,1
2017-07-10,3
2017-07-11,4
2017-07-12,4
2017-07-13,3
2017-07-14,8
2017-07-15,1
2017-07-16,2
2017-07-17,2
2017-07-18,5
2017-07-19,5
2017-07-20,5
2017-07-21,3
2017-07-22,1
2017-07-23,1
2017-07-24,5
2017-07-25,11
2017-07-26,10
2017-07-27,9
2017-07-28,6
2017-07-29,3
2017-07-30,1
2017-07-31,6
2017-08-01,4
2017-08-02,7
2017-08-03,7
2017-08-04,4
2017-08-05,1
2017-08-06,1
2017-08-07,5
2017-08-08,5
2017-08-09,6
2017-08-10,3
2017-08-11,4
2017-08-12,1
2017-08-13,1
2017-08-14,4
2017-08-15,7
2017-08-16,4
2017-08-17,4
2017-08-18,3
2017-08-19,1
2017-08-20,1
2017-08-21,2
2017-08-22,4
2017-08-23,4
2017-08-24,3
2017-08-25,4
2017-08-26,1
2017-08-27,1
2017-08-28,3
2017-08-29,4
2017-08-30,5
2017-08-31,3
2017-09-01,5
2017-09-02,2
2017-09-03,1
2017-09-04,1
2017-09-05,3
2017-09-06,3
2017-09-07,5
2017-09-08,4
2017-09-09,1
2017-09-10,1
2017-09-11,2
2017-09-12,2
2017-09-13,3
2017-09-14,2
2017-09-15,3
2017-09-16,2
2017-09-17,1
2017-09-18,2
2017-09-19,3
2017-09-20,4
2017-09-21,2
2017-09-22,4
2017-09-23,1
2017-09-24,1
2017-09-25,3
2017-09-26,2
2017-09-27,3
2017-09-28,2
2017-09-29,3
2017-09-30,1
2017-10-01,2
2017-10-02,9
2017-10-03,5
2017-10-04,5
2017-10-05,5
2017-10-06,4
2017-10-07,1
2017-10-08,2
2017-10-09,4
2017-10-10,5
2017-10-11,1
2017-10-12,4
2017-10-13,3
2017-10-14,1
2017-10-15,1
2017-10-16,3
2017-10-17,5
2017-10-18,5
2017-10-19,3
2017-10-20,3
2017-10-21,2
2017-10-22,1
2017-10-23,3
2017-10-24,3
2017-10-25,3
2017-10-26,5
2017-10-27,4
2017-10-28,2
2017-10-29,2
2017-10-30,2
2017-10-31,4
2017-11-01,5
2017-11-02,3
2017-11-03,3
2017-11-04,1
2017-11-05,1
2017-11-06,3
2017-11-07,2
2017-11-08,3
2017-11-09,3
2017-11-10,3
2017-11-11,1
2017-11-12,1
2017-11-13,3
2017-11-14,3
2017-11-15,4
2017-11-16,4
2017-11-17,3
2017-11-18,0
2017-11-19,1
2017-11-20,4
2017-11-21,3
2017-11-22,3
2017-11-23,2
2017-11-24,2
2017-11-25,1
2017-11-26,1
2017-11-27,3
2017-11-28,2
2017-11-29,2
2017-11-30,1
2017-12-01,4
2017-12-02,3
2017-12-03,1
2017-12-04,3
2017-12-05,3
2017-12-06,3
2017-12-07,2
2017-12-08,4
2017-12-09,2
2017-12-10,1
2017-12-11,5
2017-12-12,2
2017-12-13,2
2017-12-14,5
2017-12-15,3
2017-12-16,2
2017-12-17,2
2017-12-18,4
2017-12-19,3
2017-12-20,4
2017-12-21,4
2017-12-22,3
2017-12-23,1
2017-12-24,1
2017-12-25,1
2017-12-26,2
2017-12-27,3
2017-12-28,2
2017-12-29,5
2017-12-30,1
2017-12-31,0
2018-01-01,1
2018-01-02,6
2018-01-03,7
2018-01-04,6
2018-01-05,7
2018-01-06,2
2018-01-07,2
2018-01-08,4
2018-01-09,4
2018-01-10,2
2018-01-11,4
2018-01-12,5
2018-01-13,3
2018-01-14,2
2018-01-15,3
2018-01-16,5
2018-01-17,4
2018-01-18,6
2018-01-19,6
2018-01-20,1
2018-01-21,1
2018-01-22,11
2018-01-23,15
2018-01-24,9
2018-01-25,5
2018-01-26,63
2018-01-27,60
2018-01-28,25
2018-01-29,84
2018-01-30,76
2018-01-31,49
2018-02-01,39
2018-02-02,29
2018-02-03,11
2018-02-04,7
2018-02-05,19
2018-02-06,24
2018-02-07,100
2018-02-08,38
2018-02-09,28
2018-02-10,7
2018-02-11,2
2018-02-12,18
2018-02-13,15
