date,WYNN stock
2011-09-18,0
2011-09-19,21
2011-09-20,0
2011-09-21,21
2011-09-22,0
2011-09-23,22
2011-09-24,0
2011-09-25,0
2011-09-26,0
2011-09-27,0
2011-09-28,42
2011-09-29,21
2011-09-30,45
2011-10-01,27
2011-10-02,0
2011-10-03,0
2011-10-04,0
2011-10-05,0
2011-10-06,21
2011-10-07,22
2011-10-08,26
2011-10-09,0
2011-10-10,0
2011-10-11,0
2011-10-12,20
2011-10-13,21
2011-10-14,65
2011-10-15,0
2011-10-16,0
2011-10-17,0
2011-10-18,0
2011-10-19,20
2011-10-20,84
2011-10-21,22
2011-10-22,0
2011-10-23,0
2011-10-24,40
2011-10-25,0
2011-10-26,62
2011-10-27,21
2011-10-28,0
2011-10-29,26
2011-10-30,0
2011-10-31,21
2011-11-01,42
2011-11-02,0
2011-11-03,0
2011-11-04,42
2011-11-05,0
2011-11-06,0
2011-11-07,0
2011-11-08,40
2011-11-09,41
2011-11-10,0
2011-11-11,0
2011-11-12,0
2011-11-13,24
2011-11-14,0
2011-11-15,40
2011-11-16,0
2011-11-17,61
2011-11-18,43
2011-11-19,0
2011-11-20,0
2011-11-21,40
2011-11-22,20
2011-11-23,61
2011-11-24,0
2011-11-25,44
2011-11-26,0
2011-11-27,0
2011-11-28,20
2011-11-29,19
2011-11-30,0
2011-12-01,20
2011-12-02,0
2011-12-03,49
2011-12-04,0
2011-12-05,39
2011-12-06,39
2011-12-07,0
2011-12-08,20
2011-12-09,21
2011-12-10,0
2011-12-11,24
2011-12-12,0
2011-12-13,0
2011-12-14,20
2011-12-15,20
2011-12-16,42
2011-12-17,0
2011-12-18,24
2011-12-19,60
2011-12-20,21
2011-12-21,41
2011-12-22,22
2011-12-23,46
2011-12-24,27
2011-12-25,0
2011-12-26,0
2011-12-27,43
2011-12-28,0
2011-12-29,22
2011-12-30,45
2011-12-31,0
2012-01-01,0
2012-01-02,21
2012-01-03,20
2012-01-04,0
2012-01-05,0
2012-01-06,21
2012-01-07,0
2012-01-08,45
2012-01-09,0
2012-01-10,38
2012-01-11,0
2012-01-12,96
2012-01-13,39
2012-01-14,0
2012-01-15,0
2012-01-16,0
2012-01-17,0
2012-01-18,19
2012-01-19,0
2012-01-20,0
2012-01-21,0
2012-01-22,0
2012-01-23,0
2012-01-24,0
2012-01-25,0
2012-01-26,19
2012-01-27,58
2012-01-28,0
2012-01-29,0
2012-01-30,37
2012-01-31,37
2012-02-01,19
2012-02-02,56
2012-02-03,19
2012-02-04,0
2012-02-05,0
2012-02-06,18
2012-02-07,37
2012-02-08,18
2012-02-09,0
2012-02-10,19
2012-02-11,0
2012-02-12,0
2012-02-13,0
2012-02-14,37
2012-02-15,37
2012-02-16,19
2012-02-17,39
2012-02-18,23
2012-02-19,22
2012-02-20,38
2012-02-21,95
2012-02-22,0
2012-02-23,19
2012-02-24,19
2012-02-25,0
2012-02-26,0
2012-02-27,91
2012-02-28,36
2012-02-29,37
2012-03-01,38
2012-03-02,100
2012-03-03,0
2012-03-04,0
2012-03-05,19
2012-03-06,18
2012-03-07,0
2012-03-08,19
2012-03-09,0
2012-03-10,0
2012-03-11,0
2012-03-12,18
2012-03-13,37
2012-03-14,0
2012-03-15,19
2012-03-16,20
2012-03-17,0
2012-03-18,0
2012-03-19,18
2012-03-20,18
2012-03-21,18
2012-03-22,19
2012-03-23,59
2012-03-24,22
2012-03-25,0
2012-03-26,0
2012-03-27,18
2012-03-28,37
2012-03-29,0
2012-03-30,0
2012-03-31,44
2012-04-01,0
2012-04-02,19
2012-04-03,37
2012-04-04,19
2012-04-05,0
2012-04-06,0
2012-04-07,23
2012-04-08,0
2012-04-09,0
2012-04-10,38
2012-04-11,55
2012-04-12,0
2012-04-13,19
2012-04-14,0
2012-04-15,0
2012-04-16,0
2012-04-17,18
2012-04-18,36
2012-04-19,37
2012-04-20,0
2012-04-21,22
2012-04-22,0
2012-04-23,18
2012-04-24,18
2012-04-25,18
2012-04-26,37
2012-04-27,39
2012-04-28,0
2012-04-29,0
2012-04-30,0
2012-05-01,0
2012-05-02,18
2012-05-03,18
2012-05-04,38
2012-05-05,0
2012-05-06,0
2012-05-07,18
2012-05-08,18
2012-05-09,0
2012-05-10,19
2012-05-11,0
2012-05-12,0
2012-05-13,0
2012-05-14,35
2012-05-15,35
2012-05-16,0
2012-05-17,0
2012-05-18,19
2012-05-19,0
2012-05-20,0
2012-05-21,0
2012-05-22,18
2012-05-23,0
2012-05-24,18
2012-05-25,19
2012-05-26,0
2012-05-27,0
2012-05-28,0
2012-05-29,35
2012-05-30,0
2012-05-31,18
2012-06-01,0
2012-06-02,0
2012-06-03,0
2012-06-04,0
