date,WYNN stock
2017-01-19,56
2017-01-20,29
2017-01-21,6
2017-01-22,6
2017-01-23,38
2017-01-24,39
2017-01-25,51
2017-01-26,72
2017-01-27,99
2017-01-28,20
2017-01-29,13
2017-01-30,55
2017-01-31,33
2017-02-01,38
2017-02-02,67
2017-02-03,69
2017-02-04,13
2017-02-05,0
2017-02-06,22
2017-02-07,71
2017-02-08,38
2017-02-09,22
2017-02-10,35
2017-02-11,0
2017-02-12,6
2017-02-13,5
2017-02-14,16
2017-02-15,28
2017-02-16,71
2017-02-17,39
2017-02-18,19
2017-02-19,6
2017-02-20,0
2017-02-21,44
2017-02-22,22
2017-02-23,28
2017-02-24,69
2017-02-25,6
2017-02-26,6
2017-02-27,16
2017-02-28,16
2017-03-01,100
2017-03-02,74
2017-03-03,28
2017-03-04,19
2017-03-05,0
2017-03-06,32
2017-03-07,26
2017-03-08,11
2017-03-09,16
2017-03-10,67
2017-03-11,6
2017-03-12,12
2017-03-13,26
2017-03-14,38
2017-03-15,33
2017-03-16,78
2017-03-17,29
2017-03-18,38
2017-03-19,0
2017-03-20,60
2017-03-21,60
2017-03-22,49
2017-03-23,17
2017-03-24,28
2017-03-25,0
2017-03-26,6
2017-03-27,33
2017-03-28,39
2017-03-29,27
2017-03-30,45
2017-03-31,46
2017-04-01,19
2017-04-02,0
2017-04-03,38
2017-04-04,44
2017-04-05,60
2017-04-06,77
2017-04-07,80
2017-04-08,6
2017-04-09,6
2017-04-10,6
2017-04-11,55
2017-04-12,50
2017-04-13,29
2017-04-14,19
2017-04-15,0
2017-04-16,13
2017-04-17,23
2017-04-18,33
2017-04-19,33
2017-04-20,33
2017-04-21,35
2017-04-22,13
2017-04-23,12
2017-04-24,33
2017-04-25,49
2017-04-26,76
2017-04-27,38
2017-04-28,23
2017-04-29,13
2017-04-30,0
2017-05-01,53
2017-05-02,44
2017-05-03,33
2017-05-04,39
2017-05-05,75
2017-05-06,25
2017-05-07,13
2017-05-08,27
2017-05-09,44
2017-05-10,55
2017-05-11,34
2017-05-12,40
2017-05-13,32
2017-05-14,0
2017-05-15,47
2017-05-16,29
2017-05-17,41
2017-05-18,41
2017-05-19,25
2017-05-20,14
2017-05-21,0
2017-05-22,35
2017-05-23,11
2017-05-24,47
2017-05-25,72
2017-05-26,13
2017-05-27,7
2017-05-28,0
2017-05-29,6
2017-05-30,29
2017-05-31,52
2017-06-01,42
2017-06-02,74
2017-06-03,34
2017-06-04,41
2017-06-05,29
2017-06-06,29
2017-06-07,40
2017-06-08,28
2017-06-09,24
2017-06-10,21
2017-06-11,0
2017-06-12,17
2017-06-13,23
2017-06-14,58
2017-06-15,48
2017-06-16,36
2017-06-17,14
2017-06-18,7
2017-06-19,63
2017-06-20,34
2017-06-21,28
2017-06-22,23
2017-06-23,24
2017-06-24,14
2017-06-25,7
2017-06-26,48
2017-06-27,54
2017-06-28,24
2017-06-29,48
2017-06-30,44
2017-07-01,21
2017-07-02,7
2017-07-03,60
2017-07-04,24
2017-07-05,49
2017-07-06,24
2017-07-07,56
2017-07-08,14
2017-07-09,14
2017-07-10,18
2017-07-11,35
2017-07-12,70
2017-07-13,55
2017-07-14,100
2017-07-15,7
2017-07-16,0
2017-07-17,30
2017-07-18,12
2017-07-19,47
2017-07-20,65
2017-07-21,0
2017-07-22,7
2017-07-23,7
2017-07-24,66
2017-07-25,93
2017-07-26,76
2017-07-27,77
2017-07-28,49
2017-07-29,14
2017-07-30,14
2017-07-31,64
2017-08-01,45
2017-08-02,55
2017-08-03,63
2017-08-04,42
2017-08-05,0
2017-08-06,14
2017-08-07,22
2017-08-08,33
2017-08-09,22
2017-08-10,35
2017-08-11,36
2017-08-12,20
2017-08-13,13
2017-08-14,41
2017-08-15,29
2017-08-16,64
2017-08-17,17
2017-08-18,54
2017-08-19,7
2017-08-20,0
2017-08-21,28
2017-08-22,28
2017-08-23,11
2017-08-24,23
2017-08-25,49
2017-08-26,0
2017-08-27,0
2017-08-28,6
2017-08-29,40
2017-08-30,34
2017-08-31,23
2017-09-01,24
2017-09-02,7
2017-09-03,13
2017-09-04,6
2017-09-05,45
2017-09-06,39
2017-09-07,52
2017-09-08,41
2017-09-09,13
2017-09-10,6
2017-09-11,39
2017-09-12,33
2017-09-13,28
2017-09-14,11
2017-09-15,29
2017-09-16,7
2017-09-17,0
2017-09-18,34
2017-09-19,28
2017-09-20,62
2017-09-21,23
2017-09-22,30
2017-09-23,0
2017-09-24,0
2017-09-25,22
2017-09-26,27
2017-09-27,22
2017-09-28,28
2017-09-29,47
2017-09-30,20
2017-10-01,13
2017-10-02,100
2017-10-03,67
2017-10-04,56
2017-10-05,28
2017-10-06,17
