date,WYNN stock
2015-04-10,25
2015-04-11,21
2015-04-12,0
2015-04-13,18
2015-04-14,20
2015-04-15,21
2015-04-16,18
2015-04-17,25
2015-04-18,14
2015-04-19,7
2015-04-20,18
2015-04-21,24
2015-04-22,30
2015-04-23,15
2015-04-24,6
2015-04-25,0
2015-04-26,0
2015-04-27,35
2015-04-28,26
2015-04-29,100
2015-04-30,64
2015-05-01,54
2015-05-02,21
2015-05-03,11
2015-05-04,33
2015-05-05,30
2015-05-06,21
2015-05-07,24
2015-05-08,19
2015-05-09,14
2015-05-10,7
2015-05-11,12
2015-05-12,12
2015-05-13,24
2015-05-14,12
2015-05-15,19
2015-05-16,7
2015-05-17,7
2015-05-18,15
2015-05-19,15
2015-05-20,20
2015-05-21,9
2015-05-22,31
2015-05-23,0
2015-05-24,7
2015-05-25,6
2015-05-26,17
2015-05-27,14
2015-05-28,23
2015-05-29,6
2015-05-30,0
2015-05-31,0
2015-06-01,26
2015-06-02,23
2015-06-03,21
2015-06-04,49
2015-06-05,41
2015-06-06,29
2015-06-07,21
2015-06-08,12
2015-06-09,29
2015-06-10,26
2015-06-11,18
2015-06-12,22
2015-06-13,18
2015-06-14,14
2015-06-15,17
2015-06-16,9
2015-06-17,18
2015-06-18,21
2015-06-19,25
2015-06-20,7
2015-06-21,0
2015-06-22,15
2015-06-23,21
2015-06-24,15
2015-06-25,27
2015-06-26,19
2015-06-27,14
2015-06-28,7
2015-06-29,27
2015-06-30,18
2015-07-01,54
2015-07-02,33
2015-07-03,19
2015-07-04,7
2015-07-05,15
2015-07-06,20
2015-07-07,53
2015-07-08,53
2015-07-09,33
2015-07-10,28
2015-07-11,18
2015-07-12,11
2015-07-13,35
2015-07-14,21
2015-07-15,18
2015-07-16,30
2015-07-17,16
2015-07-18,8
2015-07-19,16
2015-07-20,16
2015-07-21,48
2015-07-22,18
2015-07-23,30
2015-07-24,9
2015-07-25,21
2015-07-26,14
2015-07-27,35
2015-07-28,20
2015-07-29,38
2015-07-30,39
2015-07-31,22
2015-08-01,14
2015-08-02,18
2015-08-03,9
2015-08-04,12
2015-08-05,18
2015-08-06,12
2015-08-07,12
2015-08-08,0
2015-08-09,7
2015-08-10,15
2015-08-11,18
2015-08-12,24
2015-08-13,12
2015-08-14,43
2015-08-15,11
2015-08-16,21
2015-08-17,30
2015-08-18,23
2015-08-19,21
2015-08-20,38
2015-08-21,24
2015-08-22,11
2015-08-23,7
2015-08-24,40
2015-08-25,37
2015-08-26,14
2015-08-27,38
2015-08-28,30
2015-08-29,7
2015-08-30,7
2015-08-31,20
2015-09-01,42
2015-09-02,26
2015-09-03,18
2015-09-04,18
2015-09-05,7
2015-09-06,7
2015-09-07,6
2015-09-08,8
2015-09-09,11
2015-09-10,45
2015-09-11,44
2015-09-12,7
2015-09-13,10
2015-09-14,28
2015-09-15,28
2015-09-16,34
2015-09-17,14
2015-09-18,23
2015-09-19,17
2015-09-20,7
2015-09-21,22
2015-09-22,30
2015-09-23,37
2015-09-24,37
2015-09-25,36
2015-09-26,23
2015-09-27,10
2015-09-28,30
2015-09-29,39
2015-09-30,33
2015-10-01,39
2015-10-02,85
2015-10-03,59
2015-10-04,35
2015-10-05,60
2015-10-06,44
2015-10-07,56
2015-10-08,53
2015-10-09,40
2015-10-10,7
2015-10-11,10
2015-10-12,14
2015-10-13,35
2015-10-14,25
2015-10-15,84
2015-10-16,89
2015-10-17,26
2015-10-18,10
2015-10-19,33
2015-10-20,32
2015-10-21,11
2015-10-22,34
2015-10-23,26
2015-10-24,10
2015-10-25,13
2015-10-26,32
2015-10-27,27
2015-10-28,30
2015-10-29,25
2015-10-30,38
2015-10-31,16
2015-11-01,7
2015-11-02,22
2015-11-03,38
2015-11-04,22
2015-11-05,25
2015-11-06,20
2015-11-07,19
2015-11-08,13
2015-11-09,38
2015-11-10,24
2015-11-11,17
2015-11-12,25
2015-11-13,17
2015-11-14,10
2015-11-15,6
2015-11-16,27
2015-11-17,22
2015-11-18,25
2015-11-19,27
2015-11-20,31
2015-11-21,13
2015-11-22,6
2015-11-23,8
2015-11-24,8
2015-11-25,14
2015-11-26,14
2015-11-27,23
2015-11-28,0
2015-11-29,6
2015-11-30,21
2015-12-01,32
2015-12-02,49
2015-12-03,30
2015-12-04,31
2015-12-05,0
2015-12-06,6
2015-12-07,25
2015-12-08,30
2015-12-09,79
2015-12-10,53
2015-12-11,43
2015-12-12,10
2015-12-13,9
2015-12-14,16
2015-12-15,25
2015-12-16,34
2015-12-17,40
2015-12-18,43
2015-12-19,10
2015-12-20,10
2015-12-21,20
2015-12-22,24
2015-12-23,40
2015-12-24,38
2015-12-25,15
2015-12-26,10
