date,WYNN stock
2013-06-29,0
2013-06-30,0
2013-07-01,0
2013-07-02,17
2013-07-03,0
2013-07-04,0
2013-07-05,0
2013-07-06,0
2013-07-07,0
2013-07-08,18
2013-07-09,52
2013-07-10,0
2013-07-11,0
2013-07-12,19
2013-07-13,22
2013-07-14,0
2013-07-15,0
2013-07-16,35
2013-07-17,18
2013-07-18,18
2013-07-19,18
2013-07-20,0
2013-07-21,0
2013-07-22,69
2013-07-23,17
2013-07-24,0
2013-07-25,36
2013-07-26,37
2013-07-27,0
2013-07-28,0
2013-07-29,52
2013-07-30,17
2013-07-31,0
2013-08-01,18
2013-08-02,18
2013-08-03,0
2013-08-04,21
2013-08-05,18
2013-08-06,0
2013-08-07,0
2013-08-08,0
2013-08-09,0
2013-08-10,0
2013-08-11,0
2013-08-12,0
2013-08-13,0
2013-08-14,70
2013-08-15,18
2013-08-16,19
2013-08-17,0
2013-08-18,21
2013-08-19,17
2013-08-20,17
2013-08-21,34
2013-08-22,0
2013-08-23,0
2013-08-24,0
2013-08-25,20
2013-08-26,34
2013-08-27,17
2013-08-28,33
2013-08-29,51
2013-08-30,35
2013-08-31,0
2013-09-01,0
2013-09-02,0
2013-09-03,16
2013-09-04,0
2013-09-05,17
2013-09-06,18
2013-09-07,0
2013-09-08,19
2013-09-09,16
2013-09-10,16
2013-09-11,33
2013-09-12,33
2013-09-13,17
2013-09-14,0
2013-09-15,0
2013-09-16,16
2013-09-17,0
2013-09-18,0
2013-09-19,33
2013-09-20,35
2013-09-21,0
2013-09-22,0
2013-09-23,17
2013-09-24,16
2013-09-25,33
2013-09-26,17
2013-09-27,0
2013-09-28,0
2013-09-29,0
2013-09-30,32
2013-10-01,0
2013-10-02,0
2013-10-03,0
2013-10-04,34
2013-10-05,0
2013-10-06,19
2013-10-07,33
2013-10-08,16
2013-10-09,16
2013-10-10,0
2013-10-11,17
2013-10-12,0
2013-10-13,0
2013-10-14,33
2013-10-15,100
2013-10-16,49
2013-10-17,33
2013-10-18,69
2013-10-19,20
2013-10-20,19
2013-10-21,0
2013-10-22,16
2013-10-23,65
2013-10-24,33
2013-10-25,17
2013-10-26,0
2013-10-27,0
2013-10-28,31
2013-10-29,48
2013-10-30,0
2013-10-31,17
2013-11-01,35
2013-11-02,19
2013-11-03,0
2013-11-04,32
2013-11-05,16
2013-11-06,32
2013-11-07,0
2013-11-08,17
2013-11-09,0
2013-11-10,0
2013-11-11,0
2013-11-12,16
2013-11-13,16
2013-11-14,0
2013-11-15,17
2013-11-16,19
2013-11-17,37
2013-11-18,16
2013-11-19,31
2013-11-20,0
2013-11-21,16
2013-11-22,0
2013-11-23,0
2013-11-24,0
2013-11-25,0
2013-11-26,0
2013-11-27,47
2013-11-28,17
2013-11-29,51
2013-11-30,19
2013-12-01,0
2013-12-02,0
2013-12-03,0
2013-12-04,78
2013-12-05,16
2013-12-06,50
2013-12-07,19
2013-12-08,0
2013-12-09,16
2013-12-10,31
2013-12-11,32
2013-12-12,0
2013-12-13,34
2013-12-14,19
2013-12-15,0
2013-12-16,0
2013-12-17,32
2013-12-18,0
2013-12-19,67
2013-12-20,0
2013-12-21,0
2013-12-22,0
2013-12-23,0
2013-12-24,39
2013-12-25,21
2013-12-26,18
2013-12-27,36
2013-12-28,0
2013-12-29,19
2013-12-30,17
2013-12-31,0
2014-01-01,0
2014-01-02,83
2014-01-03,50
2014-01-04,0
2014-01-05,18
2014-01-06,16
2014-01-07,15
2014-01-08,15
2014-01-09,47
2014-01-10,32
2014-01-11,18
2014-01-12,18
2014-01-13,30
2014-01-14,45
2014-01-15,15
2014-01-16,62
2014-01-17,0
2014-01-18,18
2014-01-19,0
2014-01-20,61
2014-01-21,30
2014-01-22,30
2014-01-23,61
2014-01-24,16
2014-01-25,35
2014-01-26,0
2014-01-27,0
2014-01-28,0
2014-01-29,30
2014-01-30,30
2014-01-31,63
2014-02-01,18
2014-02-02,0
2014-02-03,0
2014-02-04,90
2014-02-05,76
2014-02-06,42
2014-02-07,69
2014-02-08,17
2014-02-09,52
2014-02-10,59
2014-02-11,44
2014-02-12,60
2014-02-13,15
2014-02-14,16
2014-02-15,36
2014-02-16,17
2014-02-17,0
2014-02-18,75
2014-02-19,46
2014-02-20,46
2014-02-21,48
2014-02-22,18
2014-02-23,18
2014-02-24,30
2014-02-25,74
2014-02-26,59
2014-02-27,15
2014-02-28,16
2014-03-01,0
2014-03-02,35
2014-03-03,15
2014-03-04,76
2014-03-05,46
2014-03-06,46
2014-03-07,0
2014-03-08,18
2014-03-09,0
2014-03-10,15
2014-03-11,15
2014-03-12,15
2014-03-13,15
2014-03-14,0
2014-03-15,0
2014-03-16,17
