date,SYMC stock
2014-03-16,0
2014-03-17,0
2014-03-18,19
2014-03-19,0
2014-03-20,19
2014-03-21,100
2014-03-22,23
2014-03-23,11
2014-03-24,19
2014-03-25,19
2014-03-26,9
2014-03-27,10
2014-03-28,20
2014-03-29,0
2014-03-30,0
2014-03-31,0
2014-04-01,57
2014-04-02,29
2014-04-03,0
2014-04-04,0
2014-04-05,0
2014-04-06,0
2014-04-07,19
2014-04-08,10
2014-04-09,0
2014-04-10,19
2014-04-11,0
2014-04-12,0
2014-04-13,0
2014-04-14,0
2014-04-15,10
2014-04-16,30
2014-04-17,0
2014-04-18,0
2014-04-19,0
2014-04-20,0
2014-04-21,0
2014-04-22,28
2014-04-23,29
2014-04-24,0
2014-04-25,0
2014-04-26,11
2014-04-27,0
2014-04-28,9
2014-04-29,9
2014-04-30,10
2014-05-01,10
2014-05-02,0
2014-05-03,23
2014-05-04,0
2014-05-05,0
2014-05-06,10
2014-05-07,0
2014-05-08,19
2014-05-09,10
2014-05-10,0
2014-05-11,11
2014-05-12,9
2014-05-13,28
2014-05-14,0
2014-05-15,10
2014-05-16,10
2014-05-17,12
2014-05-18,11
2014-05-19,0
2014-05-20,19
2014-05-21,0
2014-05-22,11
2014-05-23,11
2014-05-24,26
2014-05-25,0
2014-05-26,0
2014-05-27,10
2014-05-28,31
2014-05-29,0
2014-05-30,0
2014-05-31,13
2014-06-01,13
2014-06-02,0
2014-06-03,0
2014-06-04,0
2014-06-05,0
2014-06-06,0
2014-06-07,0
2014-06-08,0
2014-06-09,11
2014-06-10,21
2014-06-11,21
2014-06-12,0
2014-06-13,0
2014-06-14,0
2014-06-15,0
2014-06-16,11
2014-06-17,0
2014-06-18,11
2014-06-19,11
2014-06-20,0
2014-06-21,0
2014-06-22,26
2014-06-23,21
2014-06-24,21
2014-06-25,0
2014-06-26,22
2014-06-27,11
2014-06-28,13
2014-06-29,0
2014-06-30,0
2014-07-01,32
2014-07-02,11
2014-07-03,0
2014-07-04,12
2014-07-05,0
2014-07-06,0
2014-07-07,32
2014-07-08,0
2014-07-09,11
2014-07-10,11
2014-07-11,22
2014-07-12,0
2014-07-13,0
2014-07-14,11
2014-07-15,0
2014-07-16,0
2014-07-17,0
2014-07-18,34
2014-07-19,0
2014-07-20,13
2014-07-21,0
2014-07-22,11
2014-07-23,11
2014-07-24,11
2014-07-25,11
2014-07-26,13
2014-07-27,0
2014-07-28,11
2014-07-29,0
2014-07-30,22
2014-07-31,11
2014-08-01,11
2014-08-02,0
2014-08-03,0
2014-08-04,0
2014-08-05,11
2014-08-06,0
2014-08-07,31
2014-08-08,23
2014-08-09,0
2014-08-10,0
2014-08-11,11
2014-08-12,11
2014-08-13,0
2014-08-14,0
2014-08-15,0
2014-08-16,13
2014-08-17,0
2014-08-18,21
2014-08-19,11
2014-08-20,11
2014-08-21,11
2014-08-22,22
2014-08-23,25
2014-08-24,13
2014-08-25,21
2014-08-26,0
2014-08-27,10
2014-08-28,10
2014-08-29,11
2014-08-30,13
2014-08-31,0
2014-09-01,0
2014-09-02,10
2014-09-03,20
2014-09-04,41
2014-09-05,11
2014-09-06,24
2014-09-07,0
2014-09-08,10
2014-09-09,0
2014-09-10,0
2014-09-11,10
2014-09-12,0
2014-09-13,0
2014-09-14,12
2014-09-15,30
2014-09-16,0
2014-09-17,10
2014-09-18,10
2014-09-19,0
2014-09-20,0
2014-09-21,0
2014-09-22,10
2014-09-23,20
2014-09-24,0
2014-09-25,10
2014-09-26,0
2014-09-27,0
2014-09-28,0
2014-09-29,0
2014-09-30,0
2014-10-01,0
2014-10-02,0
2014-10-03,11
2014-10-04,0
2014-10-05,0
2014-10-06,0
2014-10-07,0
2014-10-08,0
2014-10-09,40
2014-10-10,32
2014-10-11,12
2014-10-12,0
2014-10-13,20
2014-10-14,0
2014-10-15,10
2014-10-16,10
2014-10-17,0
2014-10-18,0
2014-10-19,0
2014-10-20,30
2014-10-21,0
2014-10-22,0
2014-10-23,40
2014-10-24,10
2014-10-25,12
2014-10-26,0
2014-10-27,10
2014-10-28,0
2014-10-29,0
2014-10-30,20
2014-10-31,10
2014-11-01,0
2014-11-02,0
2014-11-03,10
2014-11-04,10
2014-11-05,29
2014-11-06,39
2014-11-07,10
2014-11-08,0
2014-11-09,0
2014-11-10,19
2014-11-11,0
2014-11-12,0
2014-11-13,10
2014-11-14,0
2014-11-15,11
2014-11-16,0
2014-11-17,0
2014-11-18,0
2014-11-19,10
2014-11-20,10
2014-11-21,10
2014-11-22,0
2014-11-23,0
2014-11-24,0
2014-11-25,0
2014-11-26,10
2014-11-27,10
2014-11-28,0
2014-11-29,0
2014-11-30,0
2014-12-01,9
