date,SYMC stock
2015-12-26,0
2015-12-27,0
2015-12-28,48
2015-12-29,23
2015-12-30,24
2015-12-31,13
2016-01-01,0
2016-01-02,0
2016-01-03,0
2016-01-04,24
2016-01-05,24
2016-01-06,24
2016-01-07,0
2016-01-08,24
2016-01-09,0
2016-01-10,0
2016-01-11,23
2016-01-12,11
2016-01-13,0
2016-01-14,12
2016-01-15,12
2016-01-16,0
2016-01-17,0
2016-01-18,11
2016-01-19,0
2016-01-20,0
2016-01-21,23
2016-01-22,12
2016-01-23,0
2016-01-24,0
2016-01-25,0
2016-01-26,11
2016-01-27,11
2016-01-28,12
2016-01-29,24
2016-01-30,13
2016-01-31,0
2016-02-01,11
2016-02-02,23
2016-02-03,11
2016-02-04,47
2016-02-05,12
2016-02-06,0
2016-02-07,0
2016-02-08,35
2016-02-09,0
2016-02-10,11
2016-02-11,57
2016-02-12,0
2016-02-13,0
2016-02-14,0
2016-02-15,0
2016-02-16,11
2016-02-17,23
2016-02-18,11
2016-02-19,59
2016-02-20,26
2016-02-21,0
2016-02-22,11
2016-02-23,11
2016-02-24,11
2016-02-25,11
2016-02-26,0
2016-02-27,13
2016-02-28,13
2016-02-29,0
2016-03-01,11
2016-03-02,45
2016-03-03,0
2016-03-04,93
2016-03-05,26
2016-03-06,13
2016-03-07,34
2016-03-08,34
2016-03-09,34
2016-03-10,23
2016-03-11,36
2016-03-12,13
2016-03-13,13
2016-03-14,11
2016-03-15,23
2016-03-16,34
2016-03-17,0
2016-03-18,24
2016-03-19,0
2016-03-20,0
2016-03-21,23
2016-03-22,23
2016-03-23,47
2016-03-24,0
2016-03-25,0
2016-03-26,14
2016-03-27,0
2016-03-28,12
2016-03-29,11
2016-03-30,34
2016-03-31,57
2016-04-01,35
2016-04-02,13
2016-04-03,0
2016-04-04,0
2016-04-05,34
2016-04-06,11
2016-04-07,35
2016-04-08,0
2016-04-09,26
2016-04-10,0
2016-04-11,23
2016-04-12,22
2016-04-13,11
2016-04-14,23
2016-04-15,24
2016-04-16,13
2016-04-17,0
2016-04-18,34
2016-04-19,23
2016-04-20,23
2016-04-21,12
2016-04-22,0
2016-04-23,13
2016-04-24,13
2016-04-25,11
2016-04-26,11
2016-04-27,23
2016-04-28,58
2016-04-29,36
2016-04-30,0
2016-05-01,0
2016-05-02,46
2016-05-03,23
2016-05-04,23
2016-05-05,12
2016-05-06,36
2016-05-07,0
2016-05-08,0
2016-05-09,23
2016-05-10,34
2016-05-11,23
2016-05-12,45
2016-05-13,35
2016-05-14,0
2016-05-15,13
2016-05-16,45
2016-05-17,0
2016-05-18,11
2016-05-19,0
2016-05-20,48
2016-05-21,0
2016-05-22,0
2016-05-23,23
2016-05-24,45
2016-05-25,0
2016-05-26,12
2016-05-27,0
2016-05-28,0
2016-05-29,0
2016-05-30,12
2016-05-31,0
2016-06-01,0
2016-06-02,23
2016-06-03,24
2016-06-04,27
2016-06-05,0
2016-06-06,11
2016-06-07,12
2016-06-08,23
2016-06-09,12
2016-06-10,12
2016-06-11,0
2016-06-12,0
2016-06-13,91
2016-06-14,45
2016-06-15,81
2016-06-16,69
2016-06-17,73
2016-06-18,27
2016-06-19,0
2016-06-20,57
2016-06-21,12
2016-06-22,58
2016-06-23,48
2016-06-24,12
2016-06-25,0
2016-06-26,14
2016-06-27,11
2016-06-28,35
2016-06-29,35
2016-06-30,24
2016-07-01,37
2016-07-02,0
2016-07-03,0
2016-07-04,12
2016-07-05,12
2016-07-06,0
2016-07-07,13
2016-07-08,0
2016-07-09,43
2016-07-10,0
2016-07-11,12
2016-07-12,24
2016-07-13,25
2016-07-14,24
2016-07-15,13
2016-07-16,14
2016-07-17,14
2016-07-18,25
2016-07-19,12
2016-07-20,0
2016-07-21,25
2016-07-22,26
2016-07-23,29
2016-07-24,0
2016-07-25,0
2016-07-26,12
2016-07-27,24
2016-07-28,0
2016-07-29,0
2016-07-30,14
2016-07-31,0
2016-08-01,49
2016-08-02,48
2016-08-03,61
2016-08-04,100
2016-08-05,92
2016-08-06,0
2016-08-07,0
2016-08-08,50
2016-08-09,37
2016-08-10,25
2016-08-11,13
2016-08-12,0
2016-08-13,0
2016-08-14,0
2016-08-15,40
2016-08-16,52
2016-08-17,13
2016-08-18,65
2016-08-19,40
2016-08-20,15
2016-08-21,0
2016-08-22,38
2016-08-23,64
2016-08-24,12
2016-08-25,0
2016-08-26,25
2016-08-27,0
2016-08-28,0
2016-08-29,24
2016-08-30,36
2016-08-31,24
2016-09-01,36
2016-09-02,25
2016-09-03,14
2016-09-04,14
2016-09-05,24
2016-09-06,35
2016-09-07,48
2016-09-08,12
2016-09-09,13
2016-09-10,14
2016-09-11,0
