date,SYMC stock
2017-10-06,44
2017-10-07,65
2017-10-08,0
2017-10-09,70
2017-10-10,55
2017-10-11,42
2017-10-12,14
2017-10-13,44
2017-10-14,32
2017-10-15,0
2017-10-16,0
2017-10-17,28
2017-10-18,14
2017-10-19,14
2017-10-20,29
2017-10-21,32
2017-10-22,47
2017-10-23,14
2017-10-24,55
2017-10-25,28
2017-10-26,14
2017-10-27,15
2017-10-28,0
2017-10-29,0
2017-10-30,14
2017-10-31,42
2017-11-01,85
2017-11-02,85
2017-11-03,100
2017-11-04,0
2017-11-05,0
2017-11-06,0
2017-11-07,27
2017-11-08,0
2017-11-09,28
2017-11-10,43
2017-11-11,0
2017-11-12,16
2017-11-13,0
2017-11-14,41
2017-11-15,27
2017-11-16,14
2017-11-17,28
2017-11-18,0
2017-11-19,0
2017-11-20,53
2017-11-21,41
2017-11-22,41
2017-11-23,14
2017-11-24,42
2017-11-25,0
2017-11-26,0
2017-11-27,26
2017-11-28,0
2017-11-29,0
2017-11-30,14
2017-12-01,29
2017-12-02,0
2017-12-03,0
2017-12-04,0
2017-12-05,27
2017-12-06,0
2017-12-07,55
2017-12-08,0
2017-12-09,0
2017-12-10,0
2017-12-11,13
2017-12-12,40
2017-12-13,14
2017-12-14,0
2017-12-15,29
2017-12-16,0
2017-12-17,0
2017-12-18,14
2017-12-19,14
2017-12-20,14
2017-12-21,30
2017-12-22,0
2017-12-23,0
2017-12-24,17
2017-12-25,0
2017-12-26,15
2017-12-27,29
2017-12-28,44
2017-12-29,61
2017-12-30,0
2017-12-31,17
2018-01-01,0
2018-01-02,28
2018-01-03,14
2018-01-04,14
2018-01-05,14
2018-01-06,15
2018-01-07,15
2018-01-08,26
2018-01-09,27
2018-01-10,13
2018-01-11,0
2018-01-12,28
2018-01-13,15
2018-01-14,0
2018-01-15,13
2018-01-16,13
2018-01-17,13
2018-01-18,53
2018-01-19,14
2018-01-20,45
2018-01-21,15
2018-01-22,26
2018-01-23,13
2018-01-24,0
2018-01-25,40
2018-01-26,14
2018-01-27,0
2018-01-28,15
2018-01-29,13
2018-01-30,13
2018-01-31,79
2018-02-01,66
2018-02-02,41
2018-02-03,15
2018-02-04,0
2018-02-05,39
2018-02-06,79
2018-02-07,52
2018-02-08,66
2018-02-09,55
2018-02-10,15
2018-02-11,15
2018-02-12,53
2018-02-13,27
2018-02-14,40
2018-02-15,40
2018-02-16,14
2018-02-17,0
2018-02-18,15
2018-02-19,13
2018-02-20,13
2018-02-21,39
2018-02-22,26
2018-02-23,27
2018-02-24,0
2018-02-25,0
2018-02-26,39
2018-02-27,51
2018-02-28,52
2018-03-01,64
2018-03-02,27
2018-03-03,15
2018-03-04,0
2018-03-05,26
2018-03-06,26
2018-03-07,26
2018-03-08,13
2018-03-09,14
2018-03-10,15
2018-03-11,15
2018-03-12,26
2018-03-13,65
2018-03-14,26
2018-03-15,26
2018-03-16,14
2018-03-17,15
2018-03-18,29
2018-03-19,26
2018-03-20,26
2018-03-21,0
2018-03-22,27
2018-03-23,27
2018-03-24,15
2018-03-25,0
2018-03-26,13
2018-03-27,40
2018-03-28,14
2018-03-29,14
2018-03-30,30
2018-03-31,16
2018-04-01,0
2018-04-02,0
2018-04-03,13
2018-04-04,67
2018-04-05,40
2018-04-06,69
2018-04-07,0
2018-04-08,0
2018-04-09,78
