date,SYMC stock
2012-01-26,24
2012-01-27,50
2012-01-28,0
2012-01-29,29
2012-01-30,0
2012-01-31,24
2012-02-01,0
2012-02-02,24
2012-02-03,0
2012-02-04,0
2012-02-05,28
2012-02-06,24
2012-02-07,0
2012-02-08,0
2012-02-09,0
2012-02-10,0
2012-02-11,0
2012-02-12,0
2012-02-13,23
2012-02-14,24
2012-02-15,0
2012-02-16,48
2012-02-17,25
2012-02-18,0
2012-02-19,0
2012-02-20,0
2012-02-21,25
2012-02-22,24
2012-02-23,0
2012-02-24,0
2012-02-25,29
2012-02-26,0
2012-02-27,0
2012-02-28,0
2012-02-29,0
2012-03-01,0
2012-03-02,0
2012-03-03,0
2012-03-04,0
2012-03-05,24
2012-03-06,24
2012-03-07,47
2012-03-08,24
2012-03-09,25
2012-03-10,0
2012-03-11,0
2012-03-12,0
2012-03-13,23
2012-03-14,24
2012-03-15,0
2012-03-16,25
2012-03-17,29
2012-03-18,57
2012-03-19,0
2012-03-20,70
2012-03-21,0
2012-03-22,48
2012-03-23,0
2012-03-24,0
2012-03-25,0
2012-03-26,0
2012-03-27,24
2012-03-28,24
2012-03-29,24
2012-03-30,25
2012-03-31,29
2012-04-01,0
2012-04-02,0
2012-04-03,24
2012-04-04,0
2012-04-05,0
2012-04-06,0
2012-04-07,0
2012-04-08,0
2012-04-09,28
2012-04-10,24
2012-04-11,0
2012-04-12,0
2012-04-13,0
2012-04-14,0
2012-04-15,0
2012-04-16,0
2012-04-17,23
2012-04-18,23
2012-04-19,0
2012-04-20,24
2012-04-21,0
2012-04-22,0
2012-04-23,0
2012-04-24,23
2012-04-25,24
2012-04-26,0
2012-04-27,49
2012-04-28,0
2012-04-29,0
2012-04-30,0
2012-05-01,0
2012-05-02,0
2012-05-03,0
2012-05-04,0
2012-05-05,28
2012-05-06,0
2012-05-07,0
2012-05-08,0
2012-05-09,0
2012-05-10,0
2012-05-11,0
2012-05-12,0
2012-05-13,0
2012-05-14,0
2012-05-15,0
2012-05-16,0
2012-05-17,0
2012-05-18,25
2012-05-19,0
2012-05-20,0
2012-05-21,0
2012-05-22,23
2012-05-23,0
2012-05-24,47
2012-05-25,25
2012-05-26,0
2012-05-27,0
2012-05-28,0
2012-05-29,0
2012-05-30,0
2012-05-31,0
2012-06-01,0
2012-06-02,0
2012-06-03,0
2012-06-04,0
2012-06-05,0
2012-06-06,0
2012-06-07,24
2012-06-08,0
2012-06-09,0
2012-06-10,0
2012-06-11,0
2012-06-12,0
2012-06-13,23
2012-06-14,23
2012-06-15,25
2012-06-16,0
2012-06-17,29
2012-06-18,0
2012-06-19,0
2012-06-20,23
2012-06-21,0
2012-06-22,0
2012-06-23,0
2012-06-24,0
2012-06-25,0
2012-06-26,23
2012-06-27,0
2012-06-28,0
2012-06-29,0
2012-06-30,0
2012-07-01,0
2012-07-02,0
2012-07-03,23
2012-07-04,24
2012-07-05,0
2012-07-06,0
2012-07-07,0
2012-07-08,0
2012-07-09,23
2012-07-10,0
2012-07-11,0
2012-07-12,0
2012-07-13,0
2012-07-14,0
2012-07-15,0
2012-07-16,0
2012-07-17,0
2012-07-18,23
2012-07-19,24
2012-07-20,25
2012-07-21,0
2012-07-22,0
2012-07-23,24
2012-07-24,23
2012-07-25,36
2012-07-26,24
2012-07-27,0
2012-07-28,0
2012-07-29,29
2012-07-30,46
2012-07-31,23
2012-08-01,47
2012-08-02,36
2012-08-03,50
2012-08-04,0
2012-08-05,0
2012-08-06,23
2012-08-07,23
2012-08-08,47
2012-08-09,36
2012-08-10,25
2012-08-11,29
2012-08-12,29
2012-08-13,23
2012-08-14,0
2012-08-15,0
2012-08-16,24
2012-08-17,100
2012-08-18,0
2012-08-19,0
2012-08-20,24
2012-08-21,0
2012-08-22,23
2012-08-23,0
2012-08-24,24
2012-08-25,0
2012-08-26,0
2012-08-27,46
2012-08-28,45
2012-08-29,0
2012-08-30,0
2012-08-31,0
2012-09-01,0
2012-09-02,0
2012-09-03,35
2012-09-04,0
2012-09-05,0
2012-09-06,0
2012-09-07,24
2012-09-08,0
2012-09-09,27
2012-09-10,45
2012-09-11,22
2012-09-12,44
2012-09-13,22
2012-09-14,23
2012-09-15,0
2012-09-16,41
2012-09-17,22
2012-09-18,22
2012-09-19,0
2012-09-20,0
2012-09-21,0
2012-09-22,0
2012-09-23,0
2012-09-24,0
2012-09-25,0
2012-09-26,44
2012-09-27,23
2012-09-28,0
2012-09-29,27
2012-09-30,0
2012-10-01,22
2012-10-02,22
2012-10-03,22
2012-10-04,0
2012-10-05,0
2012-10-06,0
2012-10-07,0
2012-10-08,21
2012-10-09,21
2012-10-10,21
2012-10-11,0
2012-10-12,0
