date,SYMC stock
2018-02-13,12
2018-02-14,36
2018-02-15,36
2018-02-16,100
2018-02-17,27
2018-02-18,0
2018-02-19,12
2018-02-20,35
2018-02-21,58
2018-02-22,24
2018-02-23,25
2018-02-24,0
2018-02-25,0
2018-02-26,24
2018-02-27,59
2018-02-28,12
2018-03-01,46
2018-03-02,24
2018-03-03,0
2018-03-04,40
2018-03-05,23
2018-03-06,35
2018-03-07,24
2018-03-08,0
2018-03-09,25
2018-03-10,0
2018-03-11,14
2018-03-12,35
2018-03-13,35
2018-03-14,59
2018-03-15,35
2018-03-16,12
2018-03-17,13
2018-03-18,0
2018-03-19,35
2018-03-20,47
2018-03-21,12
2018-03-22,12
2018-03-23,12
2018-03-24,0
2018-03-25,0
2018-03-26,0
2018-03-27,24
2018-03-28,25
2018-03-29,25
2018-03-30,27
2018-03-31,14
2018-04-01,0
2018-04-02,25
2018-04-03,35
2018-04-04,59
2018-04-05,24
2018-04-06,50
2018-04-07,28
2018-04-08,14
2018-04-09,12
