date,SYMC stock
2014-12-01,13
2014-12-02,13
2014-12-03,13
2014-12-04,0
2014-12-05,42
2014-12-06,0
2014-12-07,0
2014-12-08,0
2014-12-09,13
2014-12-10,0
2014-12-11,0
2014-12-12,28
2014-12-13,0
2014-12-14,16
2014-12-15,13
2014-12-16,13
2014-12-17,0
2014-12-18,0
2014-12-19,29
2014-12-20,0
2014-12-21,0
2014-12-22,0
2014-12-23,29
2014-12-24,66
2014-12-25,0
2014-12-26,16
2014-12-27,16
2014-12-28,0
2014-12-29,0
2014-12-30,0
2014-12-31,0
2015-01-01,17
2015-01-02,29
2015-01-03,16
2015-01-04,15
2015-01-05,0
2015-01-06,26
2015-01-07,13
2015-01-08,0
2015-01-09,13
2015-01-10,30
2015-01-11,0
2015-01-12,0
2015-01-13,25
2015-01-14,0
2015-01-15,0
2015-01-16,13
2015-01-17,0
2015-01-18,0
2015-01-19,13
2015-01-20,25
2015-01-21,13
2015-01-22,13
2015-01-23,40
2015-01-24,0
2015-01-25,0
2015-01-26,25
2015-01-27,12
2015-01-28,0
2015-01-29,13
2015-01-30,39
2015-01-31,0
2015-02-01,0
2015-02-02,0
2015-02-03,0
2015-02-04,0
2015-02-05,38
2015-02-06,39
2015-02-07,0
2015-02-08,0
2015-02-09,12
2015-02-10,12
2015-02-11,25
2015-02-12,26
2015-02-13,0
2015-02-14,15
2015-02-15,0
2015-02-16,13
2015-02-17,13
2015-02-18,0
2015-02-19,0
2015-02-20,13
2015-02-21,0
2015-02-22,0
2015-02-23,12
2015-02-24,0
2015-02-25,50
2015-02-26,13
2015-02-27,0
2015-02-28,15
2015-03-01,0
2015-03-02,12
2015-03-03,12
2015-03-04,37
2015-03-05,25
2015-03-06,26
2015-03-07,0
2015-03-08,0
2015-03-09,12
2015-03-10,12
2015-03-11,25
2015-03-12,13
2015-03-13,0
2015-03-14,15
2015-03-15,14
2015-03-16,38
2015-03-17,13
2015-03-18,12
2015-03-19,0
2015-03-20,0
2015-03-21,15
2015-03-22,0
2015-03-23,37
2015-03-24,0
2015-03-25,18
2015-03-26,29
2015-03-27,13
2015-03-28,32
2015-03-29,0
2015-03-30,38
2015-03-31,0
2015-04-01,0
2015-04-02,13
2015-04-03,14
2015-04-04,15
2015-04-05,0
2015-04-06,13
2015-04-07,13
2015-04-08,0
2015-04-09,0
2015-04-10,26
2015-04-11,30
2015-04-12,0
2015-04-13,25
2015-04-14,0
2015-04-15,0
2015-04-16,25
2015-04-17,26
2015-04-18,0
2015-04-19,0
2015-04-20,0
2015-04-21,12
2015-04-22,0
2015-04-23,13
2015-04-24,0
2015-04-25,15
2015-04-26,15
2015-04-27,12
2015-04-28,25
2015-04-29,25
2015-04-30,26
2015-05-01,14
2015-05-02,15
2015-05-03,0
2015-05-04,37
2015-05-05,37
2015-05-06,37
2015-05-07,13
2015-05-08,13
2015-05-09,0
2015-05-10,0
2015-05-11,12
2015-05-12,24
2015-05-13,13
2015-05-14,51
2015-05-15,39
2015-05-16,0
2015-05-17,0
2015-05-18,25
2015-05-19,0
2015-05-20,25
2015-05-21,0
2015-05-22,0
2015-05-23,15
2015-05-24,0
2015-05-25,13
2015-05-26,36
2015-05-27,37
2015-05-28,0
2015-05-29,26
2015-05-30,0
2015-05-31,0
2015-06-01,25
2015-06-02,0
2015-06-03,25
2015-06-04,0
2015-06-05,0
2015-06-06,0
2015-06-07,15
2015-06-08,37
2015-06-09,0
2015-06-10,13
2015-06-11,0
2015-06-12,52
2015-06-13,0
2015-06-14,0
2015-06-15,24
2015-06-16,0
2015-06-17,0
2015-06-18,25
2015-06-19,13
2015-06-20,0
2015-06-21,0
2015-06-22,12
2015-06-23,12
2015-06-24,25
2015-06-25,26
2015-06-26,13
2015-06-27,15
2015-06-28,0
2015-06-29,0
2015-06-30,13
2015-07-01,13
2015-07-02,0
2015-07-03,13
2015-07-04,0
2015-07-05,0
2015-07-06,12
2015-07-07,25
2015-07-08,37
2015-07-09,0
2015-07-10,13
2015-07-11,0
2015-07-12,0
2015-07-13,12
2015-07-14,13
2015-07-15,0
2015-07-16,0
2015-07-17,0
2015-07-18,0
2015-07-19,0
2015-07-20,13
2015-07-21,0
2015-07-22,38
2015-07-23,0
2015-07-24,13
2015-07-25,0
2015-07-26,0
2015-07-27,12
2015-07-28,0
2015-07-29,12
2015-07-30,0
2015-07-31,13
2015-08-01,15
2015-08-02,0
2015-08-03,13
2015-08-04,0
2015-08-05,13
2015-08-06,0
2015-08-07,13
2015-08-08,15
2015-08-09,0
2015-08-10,25
2015-08-11,100
2015-08-12,38
2015-08-13,13
2015-08-14,26
2015-08-15,0
2015-08-16,44
2015-08-17,25
2015-08-18,25
