date,SYMC stock
2013-06-29,0
2013-06-30,0
2013-07-01,0
2013-07-02,0
2013-07-03,0
2013-07-04,0
2013-07-05,28
2013-07-06,32
2013-07-07,0
2013-07-08,0
2013-07-09,25
2013-07-10,26
2013-07-11,52
2013-07-12,27
2013-07-13,32
2013-07-14,31
2013-07-15,26
2013-07-16,0
2013-07-17,26
2013-07-18,0
2013-07-19,27
2013-07-20,31
2013-07-21,0
2013-07-22,25
2013-07-23,25
2013-07-24,26
2013-07-25,0
2013-07-26,0
2013-07-27,31
2013-07-28,0
2013-07-29,25
2013-07-30,0
2013-07-31,77
2013-08-01,52
2013-08-02,54
2013-08-03,0
2013-08-04,0
2013-08-05,26
2013-08-06,26
2013-08-07,26
2013-08-08,0
2013-08-09,27
2013-08-10,0
2013-08-11,0
2013-08-12,25
2013-08-13,0
2013-08-14,51
2013-08-15,0
2013-08-16,55
2013-08-17,0
2013-08-18,0
2013-08-19,0
2013-08-20,0
2013-08-21,25
2013-08-22,0
2013-08-23,0
2013-08-24,0
2013-08-25,0
2013-08-26,0
2013-08-27,0
2013-08-28,24
2013-08-29,49
2013-08-30,0
2013-08-31,0
2013-09-01,0
2013-09-02,0
2013-09-03,0
2013-09-04,24
2013-09-05,0
2013-09-06,0
2013-09-07,29
2013-09-08,0
2013-09-09,0
2013-09-10,0
2013-09-11,24
2013-09-12,0
2013-09-13,0
2013-09-14,0
2013-09-15,28
2013-09-16,24
2013-09-17,24
2013-09-18,0
2013-09-19,24
2013-09-20,51
2013-09-21,0
2013-09-22,0
2013-09-23,0
2013-09-24,24
2013-09-25,24
2013-09-26,0
2013-09-27,26
2013-09-28,0
2013-09-29,84
2013-09-30,0
2013-10-01,24
2013-10-02,0
2013-10-03,24
2013-10-04,25
2013-10-05,28
2013-10-06,0
2013-10-07,24
2013-10-08,0
2013-10-09,0
2013-10-10,48
2013-10-11,25
2013-10-12,0
2013-10-13,57
2013-10-14,0
2013-10-15,0
2013-10-16,24
2013-10-17,24
2013-10-18,100
2013-10-19,0
2013-10-20,0
2013-10-21,0
2013-10-22,23
2013-10-23,24
2013-10-24,96
2013-10-25,50
2013-10-26,0
2013-10-27,0
2013-10-28,46
2013-10-29,47
2013-10-30,47
2013-10-31,0
2013-11-01,0
2013-11-02,28
2013-11-03,27
2013-11-04,0
2013-11-05,0
2013-11-06,0
2013-11-07,24
2013-11-08,25
2013-11-09,28
2013-11-10,27
2013-11-11,23
2013-11-12,0
2013-11-13,0
2013-11-14,0
2013-11-15,0
2013-11-16,0
2013-11-17,0
2013-11-18,0
2013-11-19,0
2013-11-20,0
2013-11-21,0
2013-11-22,0
2013-11-23,0
2013-11-24,0
2013-11-25,0
2013-11-26,0
2013-11-27,46
2013-11-28,0
2013-11-29,0
2013-11-30,0
2013-12-01,0
2013-12-02,0
2013-12-03,0
2013-12-04,0
2013-12-05,0
2013-12-06,24
2013-12-07,0
2013-12-08,0
2013-12-09,0
2013-12-10,46
2013-12-11,0
2013-12-12,24
2013-12-13,0
2013-12-14,28
2013-12-15,0
2013-12-16,0
2013-12-17,24
2013-12-18,0
2013-12-19,0
2013-12-20,0
2013-12-21,0
2013-12-22,0
2013-12-23,0
2013-12-24,0
2013-12-25,0
2013-12-26,0
2013-12-27,0
2013-12-28,0
2013-12-29,0
2013-12-30,51
2013-12-31,0
2014-01-01,0
2014-01-02,0
2014-01-03,0
2014-01-04,26
2014-01-05,0
2014-01-06,0
2014-01-07,23
2014-01-08,0
2014-01-09,0
2014-01-10,0
2014-01-11,0
2014-01-12,0
2014-01-13,0
2014-01-14,0
2014-01-15,0
2014-01-16,0
2014-01-17,23
2014-01-18,27
2014-01-19,0
2014-01-20,0
2014-01-21,0
2014-01-22,0
2014-01-23,0
2014-01-24,0
2014-01-25,0
2014-01-26,52
2014-01-27,0
2014-01-28,22
2014-01-29,66
2014-01-30,44
2014-01-31,46
2014-02-01,0
2014-02-02,0
2014-02-03,22
2014-02-04,44
2014-02-05,0
2014-02-06,0
2014-02-07,0
2014-02-08,25
2014-02-09,0
2014-02-10,0
2014-02-11,22
2014-02-12,0
2014-02-13,0
2014-02-14,23
2014-02-15,0
2014-02-16,0
2014-02-17,0
2014-02-18,66
2014-02-19,0
2014-02-20,22
2014-02-21,0
2014-02-22,0
2014-02-23,0
2014-02-24,0
2014-02-25,65
2014-02-26,43
2014-02-27,22
2014-02-28,23
2014-03-01,26
2014-03-02,0
2014-03-03,0
2014-03-04,45
2014-03-05,0
2014-03-06,44
2014-03-07,23
2014-03-08,0
2014-03-09,0
2014-03-10,0
2014-03-11,0
2014-03-12,22
2014-03-13,22
2014-03-14,47
2014-03-15,0
2014-03-16,0
