date,SYMC stock
2016-09-11,0
2016-09-12,46
2016-09-13,38
2016-09-14,15
2016-09-15,69
2016-09-16,39
2016-09-17,26
2016-09-18,0
2016-09-19,66
2016-09-20,15
2016-09-21,38
2016-09-22,61
2016-09-23,31
2016-09-24,35
2016-09-25,17
2016-09-26,37
2016-09-27,44
2016-09-28,30
2016-09-29,23
2016-09-30,15
2016-10-01,34
2016-10-02,17
2016-10-03,15
2016-10-04,59
2016-10-05,30
2016-10-06,15
2016-10-07,31
2016-10-08,0
2016-10-09,17
2016-10-10,15
2016-10-11,15
2016-10-12,15
2016-10-13,22
2016-10-14,16
2016-10-15,0
2016-10-16,17
2016-10-17,15
2016-10-18,36
2016-10-19,22
2016-10-20,22
2016-10-21,15
2016-10-22,35
2016-10-23,17
2016-10-24,29
2016-10-25,22
2016-10-26,15
2016-10-27,30
2016-10-28,46
2016-10-29,35
2016-10-30,17
2016-10-31,15
2016-11-01,38
2016-11-02,15
2016-11-03,72
2016-11-04,54
2016-11-05,25
2016-11-06,0
2016-11-07,57
2016-11-08,21
2016-11-09,80
2016-11-10,45
2016-11-11,31
2016-11-12,0
2016-11-13,16
2016-11-14,22
2016-11-15,36
2016-11-16,29
2016-11-17,29
2016-11-18,15
2016-11-19,0
2016-11-20,0
2016-11-21,64
2016-11-22,43
2016-11-23,65
2016-11-24,15
2016-11-25,45
2016-11-26,16
2016-11-27,0
2016-11-28,0
2016-11-29,34
2016-11-30,35
2016-12-01,29
2016-12-02,15
2016-12-03,16
2016-12-04,0
2016-12-05,19
2016-12-06,20
2016-12-07,28
2016-12-08,43
2016-12-09,58
2016-12-10,0
2016-12-11,16
2016-12-12,14
2016-12-13,0
2016-12-14,14
2016-12-15,29
2016-12-16,15
2016-12-17,17
2016-12-18,0
2016-12-19,14
2016-12-20,15
2016-12-21,45
2016-12-22,23
2016-12-23,16
2016-12-24,18
2016-12-25,0
2016-12-26,0
2016-12-27,0
2016-12-28,45
2016-12-29,23
2016-12-30,48
2016-12-31,0
2017-01-01,0
2017-01-02,15
2017-01-03,0
2017-01-04,21
2017-01-05,14
2017-01-06,0
2017-01-07,16
2017-01-08,0
2017-01-09,14
2017-01-10,28
2017-01-11,0
2017-01-12,48
2017-01-13,50
2017-01-14,16
2017-01-15,15
2017-01-16,35
2017-01-17,20
2017-01-18,61
2017-01-19,55
2017-01-20,63
2017-01-21,31
2017-01-22,15
2017-01-23,27
2017-01-24,61
2017-01-25,41
2017-01-26,14
2017-01-27,50
2017-01-28,16
2017-01-29,0
2017-01-30,40
2017-01-31,54
2017-02-01,66
2017-02-02,41
2017-02-03,71
2017-02-04,46
2017-02-05,15
2017-02-06,20
2017-02-07,34
2017-02-08,67
2017-02-09,54
2017-02-10,56
2017-02-11,62
2017-02-12,0
2017-02-13,27
2017-02-14,54
2017-02-15,41
2017-02-16,54
2017-02-17,61
2017-02-18,31
2017-02-19,16
2017-02-20,20
2017-02-21,40
2017-02-22,53
2017-02-23,48
2017-02-24,28
2017-02-25,15
2017-02-26,15
2017-02-27,46
2017-02-28,40
2017-03-01,13
2017-03-02,45
2017-03-03,41
2017-03-04,15
2017-03-05,30
2017-03-06,38
2017-03-07,19
2017-03-08,13
2017-03-09,20
2017-03-10,42
2017-03-11,15
2017-03-12,29
2017-03-13,62
2017-03-14,40
2017-03-15,47
2017-03-16,34
2017-03-17,35
2017-03-18,15
2017-03-19,0
2017-03-20,33
2017-03-21,47
2017-03-22,33
2017-03-23,14
2017-03-24,70
2017-03-25,16
2017-03-26,15
2017-03-27,27
2017-03-28,40
2017-03-29,20
2017-03-30,27
2017-03-31,57
2017-04-01,0
2017-04-02,0
2017-04-03,13
2017-04-04,20
2017-04-05,33
2017-04-06,27
2017-04-07,28
2017-04-08,0
2017-04-09,0
2017-04-10,27
2017-04-11,27
2017-04-12,28
2017-04-13,36
2017-04-14,31
2017-04-15,16
2017-04-16,0
2017-04-17,14
2017-04-18,20
2017-04-19,20
2017-04-20,0
2017-04-21,28
2017-04-22,16
2017-04-23,0
2017-04-24,20
2017-04-25,53
2017-04-26,26
2017-04-27,20
2017-04-28,35
2017-04-29,32
2017-04-30,0
2017-05-01,14
2017-05-02,27
2017-05-03,33
2017-05-04,20
2017-05-05,14
2017-05-06,0
2017-05-07,0
2017-05-08,0
2017-05-09,33
2017-05-10,100
2017-05-11,62
2017-05-12,21
2017-05-13,16
2017-05-14,24
2017-05-15,92
2017-05-16,29
2017-05-17,57
2017-05-18,71
2017-05-19,15
2017-05-20,34
2017-05-21,16
2017-05-22,14
2017-05-23,28
2017-05-24,51
2017-05-25,15
2017-05-26,31
2017-05-27,17
2017-05-28,35
2017-05-29,15
