date,Cintas,isPartial
2017-01-19,79,False
2017-01-20,60,False
2017-01-21,53,False
2017-01-22,55,False
2017-01-23,64,False
2017-01-24,88,False
2017-01-25,74,False
2017-01-26,75,False
2017-01-27,71,False
2017-01-28,52,False
2017-01-29,52,False
2017-01-30,69,False
2017-01-31,87,False
2017-02-01,76,False
2017-02-02,76,False
2017-02-03,74,False
2017-02-04,57,False
2017-02-05,49,False
2017-02-06,71,False
2017-02-07,86,False
2017-02-08,82,False
2017-02-09,91,False
2017-02-10,87,False
2017-02-11,62,False
2017-02-12,57,False
2017-02-13,74,False
2017-02-14,79,False
2017-02-15,82,False
2017-02-16,83,False
2017-02-17,74,False
2017-02-18,58,False
2017-02-19,55,False
2017-02-20,74,False
2017-02-21,76,False
2017-02-22,80,False
2017-02-23,92,False
2017-02-24,65,False
2017-02-25,46,False
2017-02-26,46,False
2017-02-27,73,False
2017-02-28,72,False
2017-03-01,84,False
2017-03-02,87,False
2017-03-03,73,False
2017-03-04,56,False
2017-03-05,51,False
2017-03-06,67,False
2017-03-07,87,False
2017-03-08,83,False
2017-03-09,88,False
2017-03-10,66,False
2017-03-11,56,False
2017-03-12,57,False
2017-03-13,79,False
2017-03-14,88,False
2017-03-15,85,False
2017-03-16,71,False
2017-03-17,82,False
2017-03-18,44,False
2017-03-19,47,False
2017-03-20,99,False
2017-03-21,77,False
2017-03-22,86,False
2017-03-23,80,False
2017-03-24,84,False
2017-03-25,61,False
2017-03-26,56,False
2017-03-27,77,False
2017-03-28,87,False
2017-03-29,80,False
2017-03-30,83,False
2017-03-31,66,False
2017-04-01,50,False
2017-04-02,47,False
2017-04-03,80,False
2017-04-04,88,False
2017-04-05,82,False
2017-04-06,69,False
2017-04-07,73,False
2017-04-08,60,False
2017-04-09,47,False
2017-04-10,66,False
2017-04-11,78,False
2017-04-12,77,False
2017-04-13,64,False
2017-04-14,61,False
2017-04-15,45,False
2017-04-16,47,False
2017-04-17,74,False
2017-04-18,87,False
2017-04-19,72,False
2017-04-20,80,False
2017-04-21,76,False
2017-04-22,60,False
2017-04-23,56,False
2017-04-24,71,False
2017-04-25,89,False
2017-04-26,77,False
2017-04-27,83,False
2017-04-28,64,False
2017-04-29,56,False
2017-04-30,44,False
2017-05-01,74,False
2017-05-02,80,False
2017-05-03,83,False
2017-05-04,89,False
2017-05-05,71,False
2017-05-06,61,False
2017-05-07,54,False
2017-05-08,81,False
2017-05-09,81,False
