date,Cintas,isPartial
2011-05-11,80,False
2011-05-12,83,False
2011-05-13,86,False
2011-05-14,54,False
2011-05-15,47,False
2011-05-16,65,False
2011-05-17,80,False
2011-05-18,70,False
2011-05-19,79,False
2011-05-20,74,False
2011-05-21,46,False
2011-05-22,57,False
2011-05-23,71,False
2011-05-24,93,False
2011-05-25,74,False
2011-05-26,76,False
2011-05-27,79,False
2011-05-28,56,False
2011-05-29,49,False
2011-05-30,52,False
2011-05-31,70,False
2011-06-01,80,False
2011-06-02,78,False
2011-06-03,74,False
2011-06-04,56,False
2011-06-05,62,False
2011-06-06,70,False
2011-06-07,75,False
2011-06-08,80,False
2011-06-09,89,False
2011-06-10,73,False
2011-06-11,54,False
2011-06-12,44,False
2011-06-13,85,False
2011-06-14,82,False
2011-06-15,90,False
2011-06-16,79,False
2011-06-17,68,False
2011-06-18,36,False
2011-06-19,55,False
2011-06-20,67,False
2011-06-21,84,False
2011-06-22,73,False
2011-06-23,78,False
2011-06-24,72,False
2011-06-25,51,False
2011-06-26,43,False
2011-06-27,68,False
2011-06-28,87,False
2011-06-29,67,False
2011-06-30,77,False
2011-07-01,55,False
2011-07-02,50,False
2011-07-03,54,False
2011-07-04,51,False
2011-07-05,68,False
2011-07-06,74,False
2011-07-07,75,False
2011-07-08,77,False
2011-07-09,44,False
2011-07-10,52,False
2011-07-11,79,False
2011-07-12,91,False
2011-07-13,82,False
2011-07-14,69,False
2011-07-15,79,False
2011-07-16,54,False
2011-07-17,53,False
2011-07-18,78,False
2011-07-19,79,False
2011-07-20,84,False
2011-07-21,73,False
2011-07-22,63,False
2011-07-23,47,False
2011-07-24,51,False
2011-07-25,76,False
2011-07-26,86,False
2011-07-27,73,False
2011-07-28,83,False
2011-07-29,66,False
2011-07-30,61,False
2011-07-31,50,False
2011-08-01,86,False
2011-08-02,77,False
2011-08-03,90,False
2011-08-04,94,False
2011-08-05,78,False
2011-08-06,54,False
2011-08-07,54,False
2011-08-08,82,False
2011-08-09,70,False
2011-08-10,84,False
2011-08-11,87,False
2011-08-12,83,False
2011-08-13,52,False
2011-08-14,33,False
2011-08-15,68,False
2011-08-16,97,False
2011-08-17,93,False
2011-08-18,97,False
2011-08-19,86,False
2011-08-20,68,False
2011-08-21,62,False
2011-08-22,87,False
2011-08-23,79,False
2011-08-24,80,False
2011-08-25,73,False
2011-08-26,73,False
2011-08-27,50,False
2011-08-28,52,False
2011-08-29,91,False
2011-08-30,87,False
2011-08-31,87,False
2011-09-01,95,False
2011-09-02,79,False
2011-09-03,59,False
2011-09-04,66,False
2011-09-05,75,False
2011-09-06,74,False
2011-09-07,88,False
2011-09-08,87,False
2011-09-09,91,False
2011-09-10,41,False
2011-09-11,60,False
2011-09-12,84,False
2011-09-13,93,False
2011-09-14,89,False
2011-09-15,70,False
2011-09-16,67,False
2011-09-17,49,False
2011-09-18,55,False
2011-09-19,85,False
2011-09-20,86,False
2011-09-21,85,False
2011-09-22,84,False
2011-09-23,83,False
2011-09-24,45,False
2011-09-25,60,False
2011-09-26,69,False
2011-09-27,88,False
2011-09-28,90,False
2011-09-29,88,False
2011-09-30,75,False
2011-10-01,56,False
2011-10-02,52,False
2011-10-03,80,False
2011-10-04,89,False
2011-10-05,95,False
2011-10-06,85,False
2011-10-07,78,False
2011-10-08,52,False
2011-10-09,48,False
2011-10-10,77,False
2011-10-11,77,False
2011-10-12,79,False
2011-10-13,83,False
2011-10-14,77,False
2011-10-15,55,False
2011-10-16,51,False
2011-10-17,74,False
2011-10-18,87,False
2011-10-19,100,False
2011-10-20,80,False
2011-10-21,78,False
2011-10-22,53,False
2011-10-23,50,False
2011-10-24,78,False
2011-10-25,91,False
2011-10-26,85,False
2011-10-27,74,False
2011-10-28,88,False
2011-10-29,66,False
2011-10-30,45,False
2011-10-31,87,False
2011-11-01,77,False
2011-11-02,93,False
2011-11-03,80,False
2011-11-04,70,False
2011-11-05,65,False
2011-11-06,60,False
2011-11-07,70,False
2011-11-08,83,False
2011-11-09,92,False
2011-11-10,68,False
2011-11-11,78,False
2011-11-12,49,False
2011-11-13,47,False
2011-11-14,89,False
2011-11-15,86,False
2011-11-16,76,False
2011-11-17,82,False
2011-11-18,79,False
2011-11-19,55,False
2011-11-20,57,False
2011-11-21,76,False
2011-11-22,77,False
2011-11-23,78,False
2011-11-24,63,False
2011-11-25,65,False
2011-11-26,46,False
2011-11-27,48,False
2011-11-28,63,False
2011-11-29,77,False
2011-11-30,76,False
2011-12-01,78,False
2011-12-02,72,False
2011-12-03,46,False
2011-12-04,51,False
2011-12-05,75,False
2011-12-06,75,False
2011-12-07,78,False
2011-12-08,62,False
2011-12-09,74,False
2011-12-10,53,False
2011-12-11,49,False
2011-12-12,79,False
2011-12-13,69,False
2011-12-14,82,False
2011-12-15,71,False
2011-12-16,62,False
2011-12-17,52,False
2011-12-18,43,False
2011-12-19,79,False
2011-12-20,73,False
2011-12-21,63,False
2011-12-22,67,False
2011-12-23,37,False
2011-12-24,38,False
2011-12-25,33,False
2011-12-26,54,False
2011-12-27,67,False
2011-12-28,68,False
2011-12-29,68,False
2011-12-30,64,False
2011-12-31,45,False
2012-01-01,25,False
2012-01-02,50,False
2012-01-03,80,False
2012-01-04,75,False
2012-01-05,70,False
2012-01-06,70,False
2012-01-07,49,False
2012-01-08,43,False
2012-01-09,66,False
2012-01-10,72,False
2012-01-11,82,False
2012-01-12,72,False
2012-01-13,70,False
2012-01-14,54,False
2012-01-15,45,False
2012-01-16,73,False
2012-01-17,74,False
2012-01-18,73,False
2012-01-19,86,False
2012-01-20,74,False
2012-01-21,45,False
2012-01-22,53,False
2012-01-23,69,False
2012-01-24,77,False
2012-01-25,78,False
2012-01-26,92,False
