date,Cintas,isPartial
2016-05-04,64,False
2016-05-05,63,False
2016-05-06,66,False
2016-05-07,56,False
2016-05-08,41,False
2016-05-09,59,False
2016-05-10,73,False
2016-05-11,70,False
2016-05-12,70,False
2016-05-13,67,False
2016-05-14,42,False
2016-05-15,48,False
2016-05-16,71,False
2016-05-17,73,False
2016-05-18,70,False
2016-05-19,78,False
2016-05-20,69,False
2016-05-21,52,False
2016-05-22,42,False
2016-05-23,73,False
2016-05-24,80,False
2016-05-25,68,False
2016-05-26,77,False
2016-05-27,66,False
2016-05-28,54,False
2016-05-29,42,False
2016-05-30,58,False
2016-05-31,64,False
2016-06-01,71,False
2016-06-02,61,False
2016-06-03,64,False
2016-06-04,55,False
2016-06-05,37,False
2016-06-06,74,False
2016-06-07,69,False
2016-06-08,65,False
2016-06-09,67,False
2016-06-10,74,False
2016-06-11,55,False
2016-06-12,50,False
2016-06-13,64,False
2016-06-14,77,False
2016-06-15,67,False
2016-06-16,66,False
2016-06-17,51,False
2016-06-18,45,False
2016-06-19,42,False
2016-06-20,60,False
2016-06-21,60,False
2016-06-22,60,False
2016-06-23,71,False
2016-06-24,70,False
2016-06-25,46,False
2016-06-26,46,False
2016-06-27,66,False
2016-06-28,65,False
2016-06-29,73,False
2016-06-30,61,False
2016-07-01,63,False
2016-07-02,52,False
2016-07-03,48,False
2016-07-04,60,False
2016-07-05,62,False
2016-07-06,66,False
2016-07-07,67,False
2016-07-08,66,False
2016-07-09,64,False
2016-07-10,47,False
2016-07-11,66,False
2016-07-12,76,False
2016-07-13,83,False
2016-07-14,68,False
2016-07-15,70,False
2016-07-16,48,False
2016-07-17,48,False
2016-07-18,54,False
2016-07-19,65,False
2016-07-20,77,False
2016-07-21,67,False
2016-07-22,66,False
2016-07-23,54,False
2016-07-24,53,False
2016-07-25,76,False
2016-07-26,74,False
2016-07-27,75,False
2016-07-28,73,False
2016-07-29,67,False
2016-07-30,44,False
2016-07-31,54,False
2016-08-01,61,False
2016-08-02,67,False
2016-08-03,59,False
2016-08-04,81,False
2016-08-05,75,False
2016-08-06,41,False
2016-08-07,57,False
2016-08-08,76,False
2016-08-09,74,False
2016-08-10,72,False
2016-08-11,77,False
2016-08-12,73,False
2016-08-13,45,False
2016-08-14,56,False
2016-08-15,67,False
2016-08-16,100,False
2016-08-17,94,False
2016-08-18,75,False
2016-08-19,69,False
2016-08-20,59,False
2016-08-21,50,False
2016-08-22,72,False
2016-08-23,70,False
2016-08-24,69,False
2016-08-25,77,False
2016-08-26,57,False
2016-08-27,62,False
2016-08-28,50,False
2016-08-29,82,False
2016-08-30,76,False
2016-08-31,68,False
2016-09-01,64,False
2016-09-02,70,False
2016-09-03,52,False
2016-09-04,51,False
2016-09-05,50,False
2016-09-06,69,False
2016-09-07,74,False
2016-09-08,75,False
2016-09-09,75,False
2016-09-10,51,False
2016-09-11,52,False
2016-09-12,80,False
2016-09-13,75,False
2016-09-14,67,False
2016-09-15,73,False
2016-09-16,72,False
2016-09-17,43,False
2016-09-18,50,False
2016-09-19,72,False
2016-09-20,71,False
2016-09-21,78,False
2016-09-22,76,False
2016-09-23,76,False
2016-09-24,50,False
2016-09-25,49,False
2016-09-26,74,False
2016-09-27,77,False
2016-09-28,67,False
2016-09-29,67,False
2016-09-30,72,False
2016-10-01,57,False
2016-10-02,53,False
2016-10-03,67,False
2016-10-04,76,False
2016-10-05,70,False
2016-10-06,76,False
2016-10-07,80,False
2016-10-08,51,False
2016-10-09,49,False
2016-10-10,66,False
2016-10-11,72,False
2016-10-12,81,False
2016-10-13,76,False
2016-10-14,71,False
2016-10-15,54,False
2016-10-16,52,False
2016-10-17,65,False
2016-10-18,71,False
2016-10-19,73,False
2016-10-20,75,False
2016-10-21,79,False
2016-10-22,56,False
2016-10-23,50,False
2016-10-24,64,False
2016-10-25,71,False
2016-10-26,67,False
2016-10-27,68,False
2016-10-28,71,False
2016-10-29,55,False
2016-10-30,42,False
2016-10-31,72,False
2016-11-01,68,False
2016-11-02,78,False
2016-11-03,73,False
2016-11-04,70,False
2016-11-05,59,False
2016-11-06,45,False
2016-11-07,71,False
2016-11-08,79,False
2016-11-09,61,False
2016-11-10,77,False
2016-11-11,74,False
2016-11-12,51,False
2016-11-13,59,False
2016-11-14,70,False
2016-11-15,70,False
2016-11-16,77,False
2016-11-17,64,False
2016-11-18,69,False
2016-11-19,49,False
2016-11-20,47,False
2016-11-21,77,False
2016-11-22,75,False
2016-11-23,76,False
2016-11-24,67,False
2016-11-25,73,False
2016-11-26,61,False
2016-11-27,58,False
2016-11-28,64,False
2016-11-29,75,False
2016-11-30,79,False
2016-12-01,63,False
2016-12-02,63,False
2016-12-03,56,False
2016-12-04,55,False
2016-12-05,75,False
2016-12-06,83,False
2016-12-07,70,False
2016-12-08,72,False
2016-12-09,69,False
2016-12-10,58,False
2016-12-11,45,False
2016-12-12,72,False
2016-12-13,65,False
2016-12-14,83,False
2016-12-15,69,False
2016-12-16,65,False
2016-12-17,53,False
2016-12-18,35,False
2016-12-19,65,False
2016-12-20,69,False
2016-12-21,60,False
2016-12-22,63,False
2016-12-23,62,False
2016-12-24,53,False
2016-12-25,33,False
2016-12-26,44,False
2016-12-27,65,False
2016-12-28,67,False
2016-12-29,62,False
2016-12-30,57,False
2016-12-31,62,False
2017-01-01,36,False
2017-01-02,56,False
2017-01-03,69,False
2017-01-04,66,False
2017-01-05,51,False
2017-01-06,62,False
2017-01-07,47,False
2017-01-08,44,False
2017-01-09,60,False
2017-01-10,62,False
2017-01-11,63,False
2017-01-12,72,False
2017-01-13,67,False
2017-01-14,47,False
2017-01-15,44,False
2017-01-16,77,False
2017-01-17,62,False
2017-01-18,64,False
2017-01-19,65,False
