date,Cintas,isPartial
2010-08-24,89,False
2010-08-25,84,False
2010-08-26,79,False
2010-08-27,68,False
2010-08-28,57,False
2010-08-29,51,False
2010-08-30,77,False
2010-08-31,67,False
2010-09-01,93,False
2010-09-02,89,False
2010-09-03,84,False
2010-09-04,58,False
2010-09-05,45,False
2010-09-06,55,False
2010-09-07,74,False
2010-09-08,90,False
2010-09-09,83,False
2010-09-10,90,False
2010-09-11,51,False
2010-09-12,42,False
2010-09-13,88,False
2010-09-14,88,False
2010-09-15,72,False
2010-09-16,76,False
2010-09-17,80,False
2010-09-18,44,False
2010-09-19,56,False
2010-09-20,84,False
2010-09-21,91,False
2010-09-22,79,False
2010-09-23,98,False
2010-09-24,78,False
2010-09-25,56,False
2010-09-26,54,False
2010-09-27,78,False
2010-09-28,94,False
2010-09-29,89,False
2010-09-30,83,False
2010-10-01,66,False
2010-10-02,43,False
2010-10-03,57,False
2010-10-04,86,False
2010-10-05,84,False
2010-10-06,90,False
2010-10-07,66,False
2010-10-08,80,False
2010-10-09,53,False
2010-10-10,50,False
2010-10-11,74,False
2010-10-12,70,False
2010-10-13,85,False
2010-10-14,77,False
2010-10-15,72,False
2010-10-16,48,False
2010-10-17,49,False
2010-10-18,78,False
2010-10-19,92,False
2010-10-20,93,False
2010-10-21,87,False
2010-10-22,84,False
2010-10-23,57,False
2010-10-24,54,False
2010-10-25,80,False
2010-10-26,91,False
2010-10-27,100,False
2010-10-28,81,False
2010-10-29,91,False
2010-10-30,58,False
2010-10-31,41,False
2010-11-01,67,False
2010-11-02,81,False
2010-11-03,83,False
2010-11-04,93,False
2010-11-05,78,False
2010-11-06,52,False
2010-11-07,46,False
2010-11-08,88,False
2010-11-09,96,False
2010-11-10,95,False
2010-11-11,87,False
2010-11-12,92,False
2010-11-13,50,False
2010-11-14,53,False
2010-11-15,88,False
2010-11-16,94,False
2010-11-17,83,False
2010-11-18,78,False
2010-11-19,91,False
2010-11-20,60,False
2010-11-21,51,False
2010-11-22,70,False
2010-11-23,73,False
2010-11-24,92,False
2010-11-25,65,False
2010-11-26,66,False
2010-11-27,54,False
2010-11-28,43,False
2010-11-29,68,False
2010-11-30,69,False
2010-12-01,81,False
2010-12-02,69,False
2010-12-03,76,False
2010-12-04,61,False
2010-12-05,41,False
2010-12-06,85,False
2010-12-07,81,False
2010-12-08,74,False
2010-12-09,77,False
2010-12-10,72,False
2010-12-11,49,False
2010-12-12,43,False
2010-12-13,71,False
2010-12-14,73,False
2010-12-15,76,False
2010-12-16,65,False
2010-12-17,63,False
2010-12-18,47,False
2010-12-19,36,False
2010-12-20,48,False
2010-12-21,60,False
2010-12-22,59,False
2010-12-23,65,False
2010-12-24,48,False
2010-12-25,28,False
2010-12-26,40,False
2010-12-27,62,False
2010-12-28,64,False
2010-12-29,56,False
2010-12-30,48,False
2010-12-31,49,False
2011-01-01,44,False
2011-01-02,43,False
2011-01-03,73,False
2011-01-04,84,False
2011-01-05,69,False
2011-01-06,65,False
2011-01-07,85,False
2011-01-08,44,False
2011-01-09,35,False
2011-01-10,67,False
2011-01-11,72,False
2011-01-12,74,False
2011-01-13,75,False
2011-01-14,74,False
2011-01-15,48,False
2011-01-16,53,False
2011-01-17,80,False
2011-01-18,97,False
2011-01-19,69,False
2011-01-20,89,False
2011-01-21,75,False
2011-01-22,56,False
2011-01-23,53,False
2011-01-24,78,False
2011-01-25,87,False
2011-01-26,100,False
2011-01-27,82,False
2011-01-28,67,False
2011-01-29,48,False
2011-01-30,45,False
2011-01-31,66,False
2011-02-01,82,False
2011-02-02,71,False
2011-02-03,81,False
2011-02-04,80,False
2011-02-05,58,False
2011-02-06,32,False
2011-02-07,72,False
2011-02-08,81,False
2011-02-09,72,False
2011-02-10,72,False
2011-02-11,74,False
2011-02-12,53,False
2011-02-13,41,False
2011-02-14,76,False
2011-02-15,86,False
2011-02-16,84,False
2011-02-17,84,False
2011-02-18,74,False
2011-02-19,43,False
2011-02-20,47,False
2011-02-21,89,False
2011-02-22,86,False
2011-02-23,80,False
2011-02-24,81,False
2011-02-25,75,False
2011-02-26,52,False
2011-02-27,48,False
2011-02-28,72,False
