date,Cintas,isPartial
2015-04-10,69,False
2015-04-11,51,False
2015-04-12,57,False
2015-04-13,75,False
2015-04-14,89,False
2015-04-15,80,False
2015-04-16,80,False
2015-04-17,75,False
2015-04-18,61,False
2015-04-19,62,False
2015-04-20,69,False
2015-04-21,76,False
2015-04-22,84,False
2015-04-23,88,False
2015-04-24,87,False
2015-04-25,61,False
2015-04-26,57,False
2015-04-27,73,False
2015-04-28,74,False
2015-04-29,73,False
2015-04-30,71,False
2015-05-01,68,False
2015-05-02,50,False
2015-05-03,49,False
2015-05-04,75,False
2015-05-05,75,False
2015-05-06,81,False
2015-05-07,81,False
2015-05-08,69,False
2015-05-09,57,False
2015-05-10,51,False
2015-05-11,78,False
2015-05-12,79,False
2015-05-13,75,False
2015-05-14,78,False
2015-05-15,74,False
2015-05-16,55,False
2015-05-17,60,False
2015-05-18,69,False
2015-05-19,85,False
2015-05-20,79,False
2015-05-21,77,False
2015-05-22,73,False
2015-05-23,61,False
2015-05-24,53,False
2015-05-25,62,False
2015-05-26,80,False
2015-05-27,78,False
2015-05-28,72,False
2015-05-29,73,False
2015-05-30,55,False
2015-05-31,57,False
2015-06-01,75,False
2015-06-02,80,False
2015-06-03,81,False
2015-06-04,90,False
2015-06-05,79,False
2015-06-06,64,False
2015-06-07,59,False
2015-06-08,82,False
2015-06-09,78,False
2015-06-10,85,False
2015-06-11,86,False
2015-06-12,71,False
2015-06-13,58,False
2015-06-14,53,False
2015-06-15,76,False
2015-06-16,77,False
2015-06-17,72,False
2015-06-18,85,False
2015-06-19,77,False
2015-06-20,53,False
2015-06-21,50,False
2015-06-22,72,False
2015-06-23,74,False
2015-06-24,79,False
2015-06-25,83,False
2015-06-26,72,False
2015-06-27,55,False
2015-06-28,50,False
2015-06-29,75,False
2015-06-30,73,False
2015-07-01,72,False
2015-07-02,73,False
2015-07-03,65,False
2015-07-04,51,False
2015-07-05,46,False
2015-07-06,64,False
2015-07-07,81,False
2015-07-08,78,False
2015-07-09,75,False
2015-07-10,77,False
2015-07-11,59,False
2015-07-12,49,False
2015-07-13,82,False
2015-07-14,82,False
2015-07-15,67,False
2015-07-16,81,False
2015-07-17,79,False
2015-07-18,55,False
2015-07-19,49,False
2015-07-20,79,False
2015-07-21,80,False
2015-07-22,88,False
2015-07-23,78,False
2015-07-24,73,False
2015-07-25,57,False
2015-07-26,54,False
2015-07-27,76,False
2015-07-28,74,False
2015-07-29,82,False
2015-07-30,72,False
2015-07-31,69,False
2015-08-01,56,False
2015-08-02,55,False
2015-08-03,80,False
2015-08-04,84,False
2015-08-05,82,False
2015-08-06,76,False
2015-08-07,79,False
2015-08-08,59,False
2015-08-09,49,False
2015-08-10,75,False
2015-08-11,78,False
2015-08-12,83,False
2015-08-13,84,False
2015-08-14,71,False
2015-08-15,54,False
2015-08-16,59,False
2015-08-17,72,False
2015-08-18,80,False
2015-08-19,80,False
2015-08-20,74,False
2015-08-21,73,False
2015-08-22,66,False
2015-08-23,55,False
2015-08-24,79,False
2015-08-25,78,False
2015-08-26,80,False
2015-08-27,86,False
2015-08-28,83,False
2015-08-29,62,False
2015-08-30,60,False
2015-08-31,75,False
2015-09-01,81,False
2015-09-02,85,False
2015-09-03,78,False
2015-09-04,77,False
2015-09-05,62,False
2015-09-06,57,False
2015-09-07,65,False
2015-09-08,86,False
2015-09-09,90,False
2015-09-10,87,False
2015-09-11,77,False
2015-09-12,58,False
2015-09-13,52,False
2015-09-14,71,False
2015-09-15,85,False
2015-09-16,83,False
2015-09-17,73,False
2015-09-18,76,False
2015-09-19,58,False
2015-09-20,53,False
2015-09-21,78,False
2015-09-22,86,False
2015-09-23,90,False
2015-09-24,83,False
2015-09-25,81,False
2015-09-26,59,False
2015-09-27,57,False
2015-09-28,75,False
2015-09-29,83,False
2015-09-30,85,False
2015-10-01,83,False
2015-10-02,81,False
2015-10-03,55,False
2015-10-04,49,False
2015-10-05,84,False
2015-10-06,89,False
2015-10-07,89,False
2015-10-08,93,False
2015-10-09,78,False
2015-10-10,60,False
2015-10-11,53,False
2015-10-12,77,False
2015-10-13,76,False
2015-10-14,90,False
2015-10-15,73,False
2015-10-16,71,False
2015-10-17,62,False
2015-10-18,53,False
2015-10-19,82,False
2015-10-20,76,False
2015-10-21,85,False
2015-10-22,77,False
2015-10-23,76,False
2015-10-24,58,False
2015-10-25,48,False
2015-10-26,81,False
2015-10-27,84,False
2015-10-28,73,False
2015-10-29,88,False
2015-10-30,80,False
2015-10-31,61,False
2015-11-01,46,False
2015-11-02,82,False
2015-11-03,88,False
2015-11-04,86,False
2015-11-05,83,False
2015-11-06,77,False
2015-11-07,62,False
2015-11-08,63,False
2015-11-09,77,False
2015-11-10,93,False
2015-11-11,97,False
2015-11-12,86,False
2015-11-13,79,False
2015-11-14,70,False
2015-11-15,66,False
2015-11-16,79,False
2015-11-17,82,False
2015-11-18,89,False
2015-11-19,80,False
2015-11-20,87,False
2015-11-21,54,False
2015-11-22,54,False
2015-11-23,82,False
2015-11-24,88,False
2015-11-25,91,False
2015-11-26,69,False
2015-11-27,75,False
2015-11-28,66,False
2015-11-29,59,False
2015-11-30,82,False
2015-12-01,85,False
2015-12-02,96,False
2015-12-03,100,False
2015-12-04,77,False
2015-12-05,74,False
2015-12-06,69,False
2015-12-07,84,False
2015-12-08,89,False
2015-12-09,86,False
2015-12-10,87,False
2015-12-11,81,False
2015-12-12,61,False
2015-12-13,62,False
2015-12-14,81,False
2015-12-15,90,False
2015-12-16,76,False
2015-12-17,86,False
2015-12-18,85,False
2015-12-19,70,False
2015-12-20,64,False
2015-12-21,86,False
2015-12-22,83,False
2015-12-23,68,False
2015-12-24,69,False
2015-12-25,41,False
2015-12-26,47,False
