date,Cintas,isPartial
2014-03-16,52,False
2014-03-17,74,False
2014-03-18,61,False
2014-03-19,91,False
2014-03-20,86,False
2014-03-21,64,False
2014-03-22,53,False
2014-03-23,56,False
2014-03-24,68,False
2014-03-25,71,False
2014-03-26,68,False
2014-03-27,82,False
2014-03-28,76,False
2014-03-29,60,False
2014-03-30,50,False
2014-03-31,81,False
2014-04-01,80,False
2014-04-02,83,False
2014-04-03,65,False
2014-04-04,77,False
2014-04-05,67,False
2014-04-06,46,False
2014-04-07,69,False
2014-04-08,83,False
2014-04-09,83,False
2014-04-10,76,False
2014-04-11,71,False
2014-04-12,46,False
2014-04-13,46,False
2014-04-14,64,False
2014-04-15,68,False
2014-04-16,82,False
2014-04-17,66,False
2014-04-18,53,False
2014-04-19,49,False
2014-04-20,48,False
2014-04-21,81,False
2014-04-22,66,False
2014-04-23,62,False
2014-04-24,77,False
2014-04-25,75,False
2014-04-26,57,False
2014-04-27,48,False
2014-04-28,75,False
2014-04-29,57,False
2014-04-30,76,False
2014-05-01,68,False
2014-05-02,67,False
2014-05-03,58,False
2014-05-04,51,False
2014-05-05,73,False
2014-05-06,77,False
2014-05-07,86,False
2014-05-08,76,False
2014-05-09,83,False
2014-05-10,61,False
2014-05-11,51,False
2014-05-12,67,False
2014-05-13,75,False
2014-05-14,80,False
2014-05-15,75,False
2014-05-16,70,False
2014-05-17,51,False
2014-05-18,57,False
2014-05-19,75,False
2014-05-20,85,False
2014-05-21,93,False
2014-05-22,85,False
2014-05-23,65,False
2014-05-24,55,False
2014-05-25,52,False
2014-05-26,54,False
2014-05-27,70,False
2014-05-28,91,False
2014-05-29,81,False
2014-05-30,81,False
2014-05-31,65,False
2014-06-01,44,False
2014-06-02,69,False
2014-06-03,71,False
2014-06-04,85,False
2014-06-05,75,False
2014-06-06,82,False
2014-06-07,55,False
2014-06-08,51,False
2014-06-09,78,False
2014-06-10,92,False
2014-06-11,84,False
2014-06-12,72,False
2014-06-13,65,False
2014-06-14,57,False
2014-06-15,50,False
2014-06-16,71,False
2014-06-17,72,False
2014-06-18,94,False
2014-06-19,74,False
2014-06-20,68,False
2014-06-21,65,False
2014-06-22,44,False
2014-06-23,77,False
2014-06-24,68,False
2014-06-25,82,False
2014-06-26,72,False
2014-06-27,61,False
2014-06-28,60,False
2014-06-29,56,False
2014-06-30,80,False
2014-07-01,62,False
2014-07-02,88,False
2014-07-03,77,False
2014-07-04,62,False
2014-07-05,60,False
2014-07-06,63,False
2014-07-07,70,False
2014-07-08,79,False
2014-07-09,70,False
2014-07-10,79,False
2014-07-11,67,False
2014-07-12,43,False
2014-07-13,48,False
2014-07-14,82,False
2014-07-15,71,False
2014-07-16,87,False
2014-07-17,69,False
2014-07-18,80,False
2014-07-19,61,False
2014-07-20,45,False
2014-07-21,70,False
2014-07-22,73,False
2014-07-23,76,False
2014-07-24,75,False
2014-07-25,64,False
2014-07-26,58,False
2014-07-27,51,False
2014-07-28,61,False
2014-07-29,81,False
2014-07-30,81,False
2014-07-31,69,False
2014-08-01,65,False
2014-08-02,60,False
2014-08-03,51,False
2014-08-04,85,False
2014-08-05,81,False
2014-08-06,73,False
2014-08-07,95,False
2014-08-08,68,False
2014-08-09,60,False
2014-08-10,46,False
2014-08-11,82,False
2014-08-12,67,False
2014-08-13,77,False
2014-08-14,80,False
2014-08-15,73,False
2014-08-16,41,False
2014-08-17,47,False
2014-08-18,65,False
2014-08-19,77,False
2014-08-20,80,False
2014-08-21,72,False
2014-08-22,79,False
2014-08-23,58,False
2014-08-24,59,False
2014-08-25,80,False
2014-08-26,93,False
2014-08-27,78,False
2014-08-28,69,False
2014-08-29,85,False
2014-08-30,56,False
2014-08-31,57,False
2014-09-01,64,False
2014-09-02,76,False
2014-09-03,83,False
2014-09-04,97,False
2014-09-05,87,False
2014-09-06,53,False
2014-09-07,56,False
2014-09-08,82,False
2014-09-09,86,False
2014-09-10,81,False
2014-09-11,68,False
2014-09-12,75,False
2014-09-13,40,False
2014-09-14,48,False
2014-09-15,84,False
2014-09-16,75,False
2014-09-17,81,False
2014-09-18,74,False
2014-09-19,60,False
2014-09-20,60,False
2014-09-21,56,False
2014-09-22,83,False
2014-09-23,68,False
2014-09-24,70,False
2014-09-25,91,False
2014-09-26,78,False
2014-09-27,50,False
2014-09-28,52,False
2014-09-29,70,False
2014-09-30,82,False
2014-10-01,71,False
