date,Cintas,isPartial
2016-09-11,63,False
2016-09-12,99,False
2016-09-13,90,False
2016-09-14,92,False
2016-09-15,98,False
2016-09-16,83,False
2016-09-17,62,False
2016-09-18,64,False
2016-09-19,79,False
2016-09-20,95,False
2016-09-21,97,False
2016-09-22,91,False
2016-09-23,89,False
2016-09-24,62,False
2016-09-25,57,False
2016-09-26,87,False
2016-09-27,91,False
2016-09-28,98,False
2016-09-29,85,False
2016-09-30,97,False
2016-10-01,65,False
2016-10-02,68,False
2016-10-03,92,False
2016-10-04,92,False
2016-10-05,81,False
2016-10-06,86,False
2016-10-07,87,False
2016-10-08,59,False
2016-10-09,72,False
2016-10-10,90,False
2016-10-11,92,False
2016-10-12,90,False
2016-10-13,95,False
2016-10-14,81,False
2016-10-15,72,False
2016-10-16,61,False
2016-10-17,76,False
2016-10-18,87,False
2016-10-19,95,False
2016-10-20,92,False
2016-10-21,81,False
2016-10-22,63,False
2016-10-23,65,False
2016-10-24,93,False
2016-10-25,89,False
2016-10-26,88,False
2016-10-27,87,False
2016-10-28,77,False
2016-10-29,62,False
2016-10-30,55,False
2016-10-31,89,False
2016-11-01,82,False
2016-11-02,86,False
2016-11-03,92,False
2016-11-04,86,False
2016-11-05,61,False
2016-11-06,63,False
2016-11-07,87,False
2016-11-08,86,False
2016-11-09,82,False
2016-11-10,92,False
2016-11-11,79,False
2016-11-12,67,False
2016-11-13,69,False
2016-11-14,96,False
2016-11-15,94,False
2016-11-16,95,False
2016-11-17,79,False
2016-11-18,84,False
2016-11-19,67,False
2016-11-20,65,False
2016-11-21,97,False
2016-11-22,93,False
2016-11-23,97,False
2016-11-24,78,False
2016-11-25,85,False
2016-11-26,66,False
2016-11-27,71,False
2016-11-28,81,False
2016-11-29,94,False
2016-11-30,97,False
2016-12-01,87,False
2016-12-02,83,False
2016-12-03,77,False
2016-12-04,69,False
2016-12-05,97,False
2016-12-06,100,False
2016-12-07,99,False
2016-12-08,100,False
2016-12-09,88,False
2016-12-10,73,False
2016-12-11,68,False
2016-12-12,84,False
2016-12-13,88,False
2016-12-14,98,False
2016-12-15,98,False
2016-12-16,79,False
2016-12-17,69,False
2016-12-18,61,False
2016-12-19,81,False
2016-12-20,79,False
2016-12-21,85,False
2016-12-22,77,False
2016-12-23,84,False
2016-12-24,72,False
2016-12-25,36,False
2016-12-26,53,False
2016-12-27,69,False
2016-12-28,84,False
2016-12-29,69,False
2016-12-30,64,False
2016-12-31,55,False
2017-01-01,41,False
2017-01-02,57,False
2017-01-03,78,False
2017-01-04,78,False
2017-01-05,75,False
2017-01-06,71,False
2017-01-07,57,False
2017-01-08,54,False
2017-01-09,76,False
2017-01-10,80,False
2017-01-11,80,False
2017-01-12,74,False
2017-01-13,84,False
2017-01-14,54,False
2017-01-15,55,False
2017-01-16,80,False
2017-01-17,88,False
2017-01-18,85,False
2017-01-19,78,False
2017-01-20,84,False
2017-01-21,61,False
2017-01-22,56,False
2017-01-23,71,False
2017-01-24,86,False
2017-01-25,89,False
2017-01-26,78,False
2017-01-27,89,False
2017-01-28,60,False
2017-01-29,55,False
2017-01-30,82,False
2017-01-31,87,False
2017-02-01,81,False
2017-02-02,85,False
2017-02-03,84,False
2017-02-04,62,False
2017-02-05,54,False
2017-02-06,76,False
2017-02-07,87,False
2017-02-08,85,False
2017-02-09,92,False
2017-02-10,78,False
2017-02-11,61,False
2017-02-12,61,False
2017-02-13,82,False
2017-02-14,76,False
