date,online trading,isPartial
2013-11-06,70,False
2013-11-07,93,False
2013-11-08,70,False
2013-11-09,56,False
2013-11-10,65,False
2013-11-11,76,False
2013-11-12,63,False
2013-11-13,68,False
2013-11-14,66,False
2013-11-15,61,False
2013-11-16,84,False
2013-11-17,48,False
2013-11-18,62,False
2013-11-19,57,False
2013-11-20,68,False
2013-11-21,67,False
2013-11-22,57,False
2013-11-23,50,False
2013-11-24,58,False
2013-11-25,67,False
2013-11-26,53,False
2013-11-27,56,False
2013-11-28,68,False
2013-11-29,54,False
2013-11-30,61,False
2013-12-01,61,False
2013-12-02,59,False
2013-12-03,69,False
2013-12-04,52,False
2013-12-05,61,False
2013-12-06,73,False
2013-12-07,54,False
2013-12-08,51,False
2013-12-09,76,False
2013-12-10,56,False
2013-12-11,67,False
2013-12-12,46,False
2013-12-13,54,False
2013-12-14,51,False
2013-12-15,53,False
2013-12-16,53,False
2013-12-17,61,False
2013-12-18,71,False
2013-12-19,56,False
2013-12-20,56,False
2013-12-21,54,False
2013-12-22,48,False
2013-12-23,64,False
2013-12-24,75,False
2013-12-25,78,False
2013-12-26,68,False
2013-12-27,64,False
2013-12-28,57,False
2013-12-29,58,False
2013-12-30,69,False
2013-12-31,74,False
2014-01-01,61,False
2014-01-02,86,False
2014-01-03,62,False
2014-01-04,67,False
2014-01-05,60,False
2014-01-06,77,False
2014-01-07,61,False
2014-01-08,59,False
2014-01-09,80,False
2014-01-10,69,False
2014-01-11,83,False
2014-01-12,57,False
2014-01-13,72,False
2014-01-14,65,False
2014-01-15,49,False
2014-01-16,70,False
2014-01-17,64,False
2014-01-18,64,False
2014-01-19,60,False
2014-01-20,59,False
2014-01-21,83,False
2014-01-22,65,False
2014-01-23,70,False
2014-01-24,78,False
2014-01-25,58,False
2014-01-26,53,False
2014-01-27,78,False
2014-01-28,57,False
2014-01-29,61,False
2014-01-30,61,False
2014-01-31,76,False
2014-02-01,48,False
2014-02-02,51,False
2014-02-03,53,False
2014-02-04,82,False
2014-02-05,68,False
2014-02-06,71,False
2014-02-07,58,False
2014-02-08,65,False
2014-02-09,53,False
2014-02-10,71,False
2014-02-11,72,False
2014-02-12,65,False
2014-02-13,74,False
2014-02-14,49,False
2014-02-15,58,False
2014-02-16,65,False
2014-02-17,60,False
2014-02-18,66,False
2014-02-19,72,False
2014-02-20,46,False
2014-02-21,73,False
2014-02-22,57,False
2014-02-23,48,False
2014-02-24,60,False
2014-02-25,64,False
2014-02-26,68,False
2014-02-27,72,False
2014-02-28,57,False
2014-03-01,72,False
2014-03-02,57,False
2014-03-03,76,False
2014-03-04,67,False
2014-03-05,68,False
2014-03-06,73,False
2014-03-07,61,False
2014-03-08,61,False
2014-03-09,86,False
2014-03-10,66,False
2014-03-11,59,False
2014-03-12,59,False
2014-03-13,72,False
2014-03-14,60,False
2014-03-15,69,False
2014-03-16,54,False
2014-03-17,53,False
2014-03-18,48,False
2014-03-19,58,False
2014-03-20,60,False
2014-03-21,65,False
2014-03-22,44,False
2014-03-23,48,False
2014-03-24,76,False
2014-03-25,62,False
2014-03-26,74,False
2014-03-27,57,False
2014-03-28,60,False
2014-03-29,53,False
2014-03-30,43,False
