date,online trading,isPartial
2011-09-18,67,False
2011-09-19,69,False
2011-09-20,60,False
2011-09-21,58,False
2011-09-22,75,False
2011-09-23,69,False
2011-09-24,71,False
2011-09-25,85,False
2011-09-26,80,False
2011-09-27,100,False
2011-09-28,67,False
2011-09-29,71,False
2011-09-30,70,False
2011-10-01,72,False
2011-10-02,71,False
2011-10-03,79,False
2011-10-04,70,False
2011-10-05,52,False
2011-10-06,57,False
2011-10-07,68,False
2011-10-08,53,False
2011-10-09,77,False
2011-10-10,70,False
2011-10-11,77,False
2011-10-12,58,False
2011-10-13,67,False
2011-10-14,60,False
2011-10-15,55,False
2011-10-16,52,False
2011-10-17,89,False
2011-10-18,64,False
2011-10-19,70,False
2011-10-20,50,False
2011-10-21,69,False
2011-10-22,65,False
2011-10-23,48,False
2011-10-24,76,False
2011-10-25,74,False
2011-10-26,62,False
2011-10-27,69,False
2011-10-28,79,False
2011-10-29,59,False
2011-10-30,53,False
2011-10-31,52,False
2011-11-01,75,False
2011-11-02,68,False
2011-11-03,71,False
2011-11-04,57,False
2011-11-05,51,False
2011-11-06,62,False
2011-11-07,50,False
2011-11-08,49,False
2011-11-09,73,False
2011-11-10,51,False
2011-11-11,75,False
2011-11-12,50,False
2011-11-13,63,False
2011-11-14,66,False
2011-11-15,49,False
2011-11-16,63,False
2011-11-17,65,False
2011-11-18,61,False
2011-11-19,39,False
2011-11-20,51,False
2011-11-21,54,False
2011-11-22,66,False
2011-11-23,56,False
2011-11-24,60,False
2011-11-25,70,False
2011-11-26,42,False
2011-11-27,56,False
2011-11-28,48,False
2011-11-29,58,False
2011-11-30,59,False
2011-12-01,76,False
2011-12-02,55,False
2011-12-03,45,False
2011-12-04,55,False
2011-12-05,59,False
2011-12-06,67,False
2011-12-07,61,False
2011-12-08,57,False
2011-12-09,41,False
2011-12-10,47,False
2011-12-11,58,False
2011-12-12,65,False
2011-12-13,70,False
2011-12-14,68,False
2011-12-15,68,False
2011-12-16,59,False
2011-12-17,55,False
2011-12-18,54,False
2011-12-19,45,False
2011-12-20,62,False
2011-12-21,59,False
2011-12-22,67,False
2011-12-23,59,False
2011-12-24,68,False
2011-12-25,49,False
2011-12-26,69,False
2011-12-27,63,False
2011-12-28,47,False
2011-12-29,70,False
2011-12-30,69,False
2011-12-31,39,False
2012-01-01,61,False
2012-01-02,66,False
2012-01-03,74,False
2012-01-04,69,False
2012-01-05,71,False
2012-01-06,90,False
2012-01-07,50,False
2012-01-08,67,False
2012-01-09,58,False
2012-01-10,65,False
2012-01-11,58,False
2012-01-12,66,False
2012-01-13,60,False
2012-01-14,65,False
2012-01-15,37,False
2012-01-16,79,False
2012-01-17,59,False
2012-01-18,61,False
2012-01-19,70,False
2012-01-20,61,False
2012-01-21,53,False
2012-01-22,63,False
2012-01-23,63,False
2012-01-24,63,False
2012-01-25,72,False
2012-01-26,57,False
2012-01-27,61,False
2012-01-28,54,False
2012-01-29,54,False
2012-01-30,76,False
2012-01-31,52,False
2012-02-01,73,False
2012-02-02,79,False
2012-02-03,60,False
2012-02-04,58,False
2012-02-05,60,False
2012-02-06,66,False
2012-02-07,72,False
2012-02-08,49,False
2012-02-09,59,False
2012-02-10,55,False
2012-02-11,43,False
2012-02-12,53,False
2012-02-13,71,False
2012-02-14,62,False
2012-02-15,61,False
2012-02-16,66,False
2012-02-17,62,False
2012-02-18,59,False
2012-02-19,63,False
2012-02-20,58,False
2012-02-21,63,False
2012-02-22,61,False
2012-02-23,67,False
2012-02-24,70,False
2012-02-25,52,False
2012-02-26,56,False
2012-02-27,64,False
2012-02-28,71,False
2012-02-29,58,False
