date,online trading,isPartial
2017-10-06,77,False
2017-10-07,69,False
2017-10-08,61,False
2017-10-09,76,False
2017-10-10,76,False
2017-10-11,85,False
2017-10-12,81,False
2017-10-13,61,False
2017-10-14,67,False
2017-10-15,67,False
2017-10-16,70,False
2017-10-17,63,False
2017-10-18,68,False
2017-10-19,73,False
2017-10-20,72,False
2017-10-21,61,False
2017-10-22,59,False
2017-10-23,78,False
2017-10-24,85,False
2017-10-25,82,False
2017-10-26,89,False
2017-10-27,71,False
2017-10-28,64,False
2017-10-29,67,False
2017-10-30,78,False
2017-10-31,74,False
2017-11-01,78,False
2017-11-02,72,False
2017-11-03,75,False
2017-11-04,62,False
2017-11-05,72,False
2017-11-06,88,False
2017-11-07,78,False
2017-11-08,84,False
2017-11-09,68,False
2017-11-10,75,False
2017-11-11,64,False
2017-11-12,70,False
2017-11-13,82,False
2017-11-14,83,False
2017-11-15,82,False
2017-11-16,73,False
2017-11-17,70,False
2017-11-18,63,False
2017-11-19,71,False
2017-11-20,84,False
2017-11-21,74,False
2017-11-22,83,False
2017-11-23,73,False
2017-11-24,63,False
2017-11-25,52,False
2017-11-26,60,False
2017-11-27,68,False
2017-11-28,76,False
2017-11-29,80,False
2017-11-30,73,False
2017-12-01,68,False
2017-12-02,59,False
2017-12-03,66,False
2017-12-04,77,False
2017-12-05,83,False
2017-12-06,76,False
2017-12-07,81,False
2017-12-08,85,False
2017-12-09,74,False
2017-12-10,69,False
2017-12-11,92,False
2017-12-12,100,False
2017-12-13,82,False
2017-12-14,75,False
2017-12-15,70,False
2017-12-16,70,False
2017-12-17,82,False
2017-12-18,87,False
2017-12-19,88,False
2017-12-20,88,False
2017-12-21,91,False
2017-12-22,82,False
2017-12-23,50,False
2017-12-24,69,False
2017-12-25,68,False
2017-12-26,79,False
2017-12-27,82,False
2017-12-28,98,False
2017-12-29,82,False
2017-12-30,68,False
2017-12-31,64,False
2018-01-01,64,False
2018-01-02,95,False
2018-01-03,93,False
2018-01-04,95,False
2018-01-05,91,False
2018-01-06,71,False
2018-01-07,88,False
2018-01-08,94,False
2018-01-09,87,False
2018-01-10,86,False
2018-01-11,78,False
2018-01-12,82,False
2018-01-13,72,False
2018-01-14,71,False
2018-01-15,86,False
2018-01-16,90,False
2018-01-17,79,False
2018-01-18,79,False
2018-01-19,77,False
2018-01-20,64,False
2018-01-21,67,False
2018-01-22,90,False
2018-01-23,80,False
2018-01-24,82,False
2018-01-25,82,False
2018-01-26,59,False
2018-01-27,58,False
2018-01-28,68,False
2018-01-29,58,False
2018-01-30,71,False
2018-01-31,62,False
2018-02-01,67,False
2018-02-02,73,False
2018-02-03,59,False
2018-02-04,63,False
2018-02-05,71,False
2018-02-06,86,False
2018-02-07,74,False
2018-02-08,73,False
2018-02-09,65,False
2018-02-10,61,False
2018-02-11,47,False
2018-02-12,64,False
2018-02-13,63,False
2018-02-14,74,False
2018-02-15,66,False
2018-02-16,61,False
2018-02-17,51,False
2018-02-18,57,False
2018-02-19,68,False
2018-02-20,67,False
2018-02-21,68,False
2018-02-22,59,False
2018-02-23,62,False
2018-02-24,61,False
2018-02-25,52,False
2018-02-26,69,False
2018-02-27,59,False
2018-02-28,75,False
2018-03-01,61,False
2018-03-02,58,False
2018-03-03,39,False
2018-03-04,50,False
2018-03-05,59,False
2018-03-06,66,False
2018-03-07,64,False
2018-03-08,63,False
2018-03-09,55,False
2018-03-10,55,False
2018-03-11,46,False
2018-03-12,59,False
2018-03-13,65,False
2018-03-14,45,False
2018-03-15,65,False
2018-03-16,59,False
2018-03-17,52,False
2018-03-18,52,False
2018-03-19,63,False
2018-03-20,60,False
2018-03-21,60,False
2018-03-22,59,False
2018-03-23,54,False
2018-03-24,51,False
2018-03-25,64,False
2018-03-26,66,False
2018-03-27,63,False
2018-03-28,69,False
2018-03-29,57,False
2018-03-30,55,False
2018-03-31,45,False
2018-04-01,54,False
2018-04-02,68,False
2018-04-03,63,False
2018-04-04,71,False
2018-04-05,61,False
2018-04-06,63,False
2018-04-07,57,False
2018-04-08,50,False
2018-04-09,61,False
2018-04-10,63,False
2018-04-11,65,False
2018-04-12,58,False
2018-04-13,68,False
2018-04-14,55,False
2018-04-15,55,False
2018-04-16,55,False
2018-04-17,55,False
2018-04-18,59,False
2018-04-19,54,False
2018-04-20,71,False
2018-04-21,46,False
2018-04-22,59,False
2018-04-23,70,False
2018-04-24,66,False
2018-04-25,69,False
2018-04-26,61,False
2018-04-27,55,False
2018-04-28,38,False
2018-04-29,47,False
2018-04-30,60,False
2018-05-01,67,False
2018-05-02,62,False
2018-05-03,47,False
2018-05-04,67,False
2018-05-05,48,False
2018-05-06,52,False
2018-05-07,55,False
2018-05-08,59,False
2018-05-09,60,False
2018-05-10,65,False
2018-05-11,56,False
2018-05-12,47,False
2018-05-13,50,False
2018-05-14,65,False
2018-05-15,64,False
2018-05-16,61,False
2018-05-17,52,False
2018-05-18,61,False
2018-05-19,42,False
2018-05-20,49,False
2018-05-21,60,False
2018-05-22,59,False
2018-05-23,60,False
2018-05-24,64,False
2018-05-25,57,False
2018-05-26,58,False
2018-05-27,51,False
2018-05-28,69,False
2018-05-29,69,False
2018-05-30,65,False
2018-05-31,66,False
2018-06-01,60,False
2018-06-02,44,False
2018-06-03,48,False
2018-06-04,64,False
2018-06-05,55,False
2018-06-06,52,False
2018-06-07,55,False
2018-06-08,57,False
2018-06-09,46,False
2018-06-10,64,False
2018-06-11,54,False
2018-06-12,62,False
2018-06-13,63,False
2018-06-14,50,False
2018-06-15,48,False
2018-06-16,39,False
2018-06-17,44,False
2018-06-18,52,False
2018-06-19,55,False
2018-06-20,55,False
2018-06-21,63,False
2018-06-22,59,False
2018-06-23,44,False
