date,online trading,isPartial
2016-05-04,79,False
2016-05-05,82,False
2016-05-06,72,False
2016-05-07,49,False
2016-05-08,68,False
2016-05-09,84,False
2016-05-10,88,False
2016-05-11,82,False
2016-05-12,64,False
2016-05-13,52,False
2016-05-14,59,False
2016-05-15,62,False
2016-05-16,87,False
2016-05-17,82,False
2016-05-18,81,False
2016-05-19,74,False
2016-05-20,73,False
2016-05-21,63,False
2016-05-22,69,False
2016-05-23,72,False
2016-05-24,70,False
2016-05-25,58,False
2016-05-26,59,False
2016-05-27,71,False
2016-05-28,51,False
2016-05-29,61,False
2016-05-30,78,False
2016-05-31,75,False
2016-06-01,65,False
2016-06-02,54,False
2016-06-03,60,False
2016-06-04,74,False
2016-06-05,61,False
2016-06-06,81,False
2016-06-07,73,False
2016-06-08,85,False
2016-06-09,68,False
2016-06-10,76,False
2016-06-11,65,False
2016-06-12,58,False
2016-06-13,63,False
2016-06-14,70,False
2016-06-15,73,False
2016-06-16,60,False
2016-06-17,54,False
2016-06-18,72,False
2016-06-19,54,False
2016-06-20,73,False
2016-06-21,69,False
2016-06-22,66,False
2016-06-23,75,False
2016-06-24,77,False
2016-06-25,68,False
2016-06-26,71,False
2016-06-27,71,False
2016-06-28,81,False
2016-06-29,82,False
2016-06-30,71,False
2016-07-01,65,False
2016-07-02,65,False
2016-07-03,58,False
2016-07-04,86,False
2016-07-05,65,False
2016-07-06,65,False
2016-07-07,71,False
2016-07-08,66,False
2016-07-09,60,False
2016-07-10,60,False
2016-07-11,88,False
2016-07-12,85,False
2016-07-13,69,False
2016-07-14,65,False
2016-07-15,70,False
2016-07-16,67,False
2016-07-17,45,False
2016-07-18,73,False
2016-07-19,80,False
2016-07-20,73,False
2016-07-21,81,False
2016-07-22,64,False
2016-07-23,81,False
2016-07-24,64,False
2016-07-25,76,False
2016-07-26,72,False
2016-07-27,76,False
2016-07-28,58,False
2016-07-29,71,False
2016-07-30,68,False
2016-07-31,64,False
2016-08-01,89,False
2016-08-02,72,False
2016-08-03,99,False
2016-08-04,85,False
2016-08-05,89,False
2016-08-06,67,False
2016-08-07,66,False
2016-08-08,79,False
2016-08-09,62,False
2016-08-10,72,False
2016-08-11,65,False
2016-08-12,70,False
2016-08-13,80,False
2016-08-14,49,False
2016-08-15,55,False
2016-08-16,62,False
2016-08-17,63,False
2016-08-18,69,False
2016-08-19,72,False
2016-08-20,46,False
2016-08-21,54,False
2016-08-22,82,False
2016-08-23,61,False
2016-08-24,65,False
2016-08-25,71,False
2016-08-26,58,False
2016-08-27,50,False
2016-08-28,56,False
2016-08-29,64,False
2016-08-30,83,False
2016-08-31,43,False
2016-09-01,76,False
2016-09-02,60,False
2016-09-03,65,False
2016-09-04,63,False
2016-09-05,64,False
2016-09-06,57,False
2016-09-07,74,False
2016-09-08,79,False
2016-09-09,61,False
2016-09-10,56,False
2016-09-11,75,False
2016-09-12,70,False
2016-09-13,68,False
2016-09-14,50,False
2016-09-15,79,False
2016-09-16,74,False
2016-09-17,75,False
2016-09-18,49,False
2016-09-19,68,False
2016-09-20,72,False
2016-09-21,68,False
2016-09-22,86,False
2016-09-23,51,False
2016-09-24,65,False
2016-09-25,50,False
2016-09-26,64,False
2016-09-27,57,False
2016-09-28,65,False
2016-09-29,66,False
2016-09-30,62,False
2016-10-01,54,False
2016-10-02,50,False
2016-10-03,70,False
2016-10-04,71,False
2016-10-05,62,False
2016-10-06,65,False
2016-10-07,60,False
2016-10-08,37,False
2016-10-09,66,False
2016-10-10,70,False
2016-10-11,61,False
2016-10-12,65,False
2016-10-13,64,False
2016-10-14,73,False
2016-10-15,58,False
2016-10-16,56,False
2016-10-17,61,False
2016-10-18,63,False
2016-10-19,69,False
2016-10-20,72,False
2016-10-21,72,False
2016-10-22,60,False
2016-10-23,50,False
2016-10-24,67,False
2016-10-25,78,False
2016-10-26,71,False
2016-10-27,70,False
2016-10-28,59,False
2016-10-29,49,False
2016-10-30,60,False
2016-10-31,74,False
2016-11-01,53,False
