date,online trading,isPartial
2015-04-10,63,False
2015-04-11,50,False
2015-04-12,55,False
2015-04-13,65,False
2015-04-14,58,False
2015-04-15,65,False
2015-04-16,66,False
2015-04-17,62,False
2015-04-18,49,False
2015-04-19,56,False
2015-04-20,69,False
2015-04-21,63,False
2015-04-22,71,False
2015-04-23,66,False
2015-04-24,59,False
2015-04-25,63,False
2015-04-26,56,False
2015-04-27,66,False
2015-04-28,66,False
2015-04-29,67,False
2015-04-30,67,False
2015-05-01,61,False
2015-05-02,54,False
2015-05-03,55,False
2015-05-04,49,False
2015-05-05,60,False
2015-05-06,63,False
2015-05-07,52,False
2015-05-08,62,False
2015-05-09,52,False
2015-05-10,49,False
2015-05-11,60,False
2015-05-12,68,False
2015-05-13,56,False
2015-05-14,62,False
2015-05-15,68,False
2015-05-16,61,False
2015-05-17,42,False
2015-05-18,65,False
2015-05-19,57,False
2015-05-20,69,False
2015-05-21,58,False
2015-05-22,54,False
2015-05-23,59,False
2015-05-24,52,False
2015-05-25,69,False
2015-05-26,58,False
2015-05-27,55,False
2015-05-28,60,False
2015-05-29,64,False
2015-05-30,46,False
2015-05-31,52,False
2015-06-01,60,False
2015-06-02,49,False
2015-06-03,58,False
2015-06-04,54,False
2015-06-05,52,False
2015-06-06,52,False
2015-06-07,51,False
2015-06-08,63,False
2015-06-09,56,False
2015-06-10,57,False
2015-06-11,61,False
2015-06-12,69,False
2015-06-13,60,False
2015-06-14,48,False
2015-06-15,63,False
2015-06-16,74,False
2015-06-17,74,False
2015-06-18,57,False
2015-06-19,72,False
2015-06-20,52,False
2015-06-21,47,False
2015-06-22,61,False
2015-06-23,66,False
2015-06-24,66,False
2015-06-25,54,False
2015-06-26,55,False
2015-06-27,48,False
2015-06-28,62,False
2015-06-29,61,False
2015-06-30,65,False
2015-07-01,73,False
2015-07-02,57,False
2015-07-03,66,False
2015-07-04,58,False
2015-07-05,53,False
2015-07-06,60,False
2015-07-07,70,False
2015-07-08,60,False
2015-07-09,71,False
2015-07-10,60,False
2015-07-11,57,False
2015-07-12,50,False
2015-07-13,73,False
2015-07-14,61,False
2015-07-15,66,False
2015-07-16,56,False
2015-07-17,61,False
2015-07-18,54,False
2015-07-19,55,False
2015-07-20,63,False
2015-07-21,63,False
2015-07-22,66,False
2015-07-23,69,False
2015-07-24,69,False
2015-07-25,45,False
2015-07-26,55,False
2015-07-27,68,False
2015-07-28,71,False
2015-07-29,64,False
2015-07-30,71,False
2015-07-31,54,False
2015-08-01,47,False
2015-08-02,61,False
2015-08-03,67,False
2015-08-04,63,False
2015-08-05,58,False
2015-08-06,73,False
2015-08-07,65,False
2015-08-08,55,False
2015-08-09,56,False
2015-08-10,66,False
2015-08-11,69,False
2015-08-12,79,False
2015-08-13,74,False
2015-08-14,64,False
2015-08-15,55,False
2015-08-16,59,False
2015-08-17,70,False
2015-08-18,60,False
2015-08-19,58,False
2015-08-20,60,False
2015-08-21,74,False
2015-08-22,57,False
2015-08-23,60,False
2015-08-24,90,False
2015-08-25,100,False
2015-08-26,78,False
2015-08-27,72,False
2015-08-28,67,False
2015-08-29,61,False
2015-08-30,57,False
2015-08-31,68,False
2015-09-01,71,False
2015-09-02,68,False
2015-09-03,65,False
2015-09-04,59,False
2015-09-05,69,False
2015-09-06,62,False
2015-09-07,70,False
2015-09-08,63,False
2015-09-09,71,False
2015-09-10,61,False
2015-09-11,65,False
2015-09-12,61,False
2015-09-13,71,False
2015-09-14,55,False
2015-09-15,64,False
2015-09-16,64,False
2015-09-17,63,False
2015-09-18,57,False
2015-09-19,60,False
2015-09-20,53,False
2015-09-21,62,False
2015-09-22,64,False
2015-09-23,65,False
2015-09-24,69,False
2015-09-25,57,False
2015-09-26,54,False
2015-09-27,55,False
2015-09-28,65,False
2015-09-29,66,False
2015-09-30,62,False
2015-10-01,60,False
2015-10-02,64,False
2015-10-03,50,False
2015-10-04,57,False
2015-10-05,57,False
2015-10-06,57,False
2015-10-07,72,False
2015-10-08,57,False
2015-10-09,70,False
2015-10-10,56,False
2015-10-11,59,False
2015-10-12,73,False
2015-10-13,58,False
2015-10-14,63,False
2015-10-15,52,False
2015-10-16,70,False
2015-10-17,52,False
2015-10-18,56,False
2015-10-19,66,False
2015-10-20,67,False
2015-10-21,67,False
2015-10-22,68,False
2015-10-23,68,False
2015-10-24,53,False
2015-10-25,51,False
2015-10-26,59,False
2015-10-27,53,False
2015-10-28,54,False
2015-10-29,57,False
2015-10-30,63,False
2015-10-31,51,False
2015-11-01,45,False
2015-11-02,60,False
2015-11-03,54,False
2015-11-04,54,False
2015-11-05,65,False
2015-11-06,55,False
2015-11-07,63,False
2015-11-08,49,False
2015-11-09,67,False
2015-11-10,55,False
2015-11-11,59,False
2015-11-12,61,False
2015-11-13,53,False
2015-11-14,48,False
2015-11-15,48,False
2015-11-16,56,False
2015-11-17,60,False
2015-11-18,66,False
2015-11-19,62,False
2015-11-20,56,False
2015-11-21,58,False
2015-11-22,45,False
2015-11-23,62,False
2015-11-24,52,False
2015-11-25,53,False
2015-11-26,51,False
2015-11-27,61,False
2015-11-28,43,False
2015-11-29,46,False
2015-11-30,70,False
2015-12-01,57,False
2015-12-02,64,False
2015-12-03,50,False
2015-12-04,58,False
2015-12-05,56,False
2015-12-06,55,False
2015-12-07,66,False
2015-12-08,57,False
2015-12-09,66,False
2015-12-10,65,False
2015-12-11,59,False
2015-12-12,51,False
2015-12-13,42,False
2015-12-14,57,False
2015-12-15,63,False
2015-12-16,65,False
2015-12-17,59,False
2015-12-18,65,False
