date,online trading,isPartial
2011-01-01,48,False
2011-01-02,59,False
2011-01-03,56,False
2011-01-04,64,False
2011-01-05,51,False
2011-01-06,77,False
2011-01-07,34,False
2011-01-08,40,False
2011-01-09,39,False
2011-01-10,60,False
2011-01-11,40,False
2011-01-12,56,False
2011-01-13,61,False
2011-01-14,61,False
2011-01-15,59,False
2011-01-16,49,False
2011-01-17,53,False
2011-01-18,61,False
2011-01-19,59,False
2011-01-20,60,False
2011-01-21,52,False
2011-01-22,48,False
2011-01-23,48,False
2011-01-24,69,False
2011-01-25,61,False
2011-01-26,52,False
2011-01-27,44,False
2011-01-28,53,False
2011-01-29,55,False
2011-01-30,50,False
2011-01-31,55,False
2011-02-01,58,False
2011-02-02,64,False
2011-02-03,51,False
2011-02-04,67,False
2011-02-05,62,False
2011-02-06,53,False
2011-02-07,54,False
2011-02-08,48,False
2011-02-09,54,False
2011-02-10,43,False
2011-02-11,38,False
2011-02-12,46,False
2011-02-13,55,False
2011-02-14,52,False
2011-02-15,48,False
2011-02-16,45,False
2011-02-17,45,False
2011-02-18,47,False
2011-02-19,46,False
2011-02-20,26,False
2011-02-21,50,False
2011-02-22,46,False
2011-02-23,40,False
2011-02-24,40,False
2011-02-25,43,False
2011-02-26,46,False
2011-02-27,45,False
2011-02-28,55,False
2011-03-01,61,False
2011-03-02,42,False
2011-03-03,41,False
2011-03-04,57,False
2011-03-05,49,False
2011-03-06,30,False
2011-03-07,48,False
2011-03-08,54,False
2011-03-09,61,False
2011-03-10,65,False
2011-03-11,51,False
2011-03-12,45,False
2011-03-13,51,False
2011-03-14,45,False
2011-03-15,63,False
2011-03-16,45,False
2011-03-17,33,False
2011-03-18,43,False
2011-03-19,36,False
2011-03-20,33,False
2011-03-21,67,False
2011-03-22,73,False
2011-03-23,50,False
2011-03-24,56,False
2011-03-25,55,False
2011-03-26,46,False
2011-03-27,43,False
2011-03-28,46,False
2011-03-29,49,False
2011-03-30,39,False
2011-03-31,46,False
2011-04-01,50,False
2011-04-02,42,False
2011-04-03,55,False
2011-04-04,58,False
2011-04-05,72,False
2011-04-06,59,False
2011-04-07,56,False
2011-04-08,40,False
2011-04-09,38,False
2011-04-10,60,False
2011-04-11,39,False
2011-04-12,52,False
2011-04-13,57,False
2011-04-14,52,False
2011-04-15,47,False
2011-04-16,33,False
2011-04-17,56,False
2011-04-18,62,False
2011-04-19,57,False
2011-04-20,55,False
2011-04-21,67,False
2011-04-22,50,False
2011-04-23,49,False
2011-04-24,47,False
2011-04-25,62,False
2011-04-26,43,False
2011-04-27,45,False
2011-04-28,76,False
2011-04-29,57,False
2011-04-30,40,False
2011-05-01,54,False
2011-05-02,52,False
2011-05-03,43,False
2011-05-04,45,False
2011-05-05,46,False
2011-05-06,56,False
2011-05-07,60,False
2011-05-08,50,False
2011-05-09,40,False
2011-05-10,54,False
2011-05-11,46,False
2011-05-12,50,False
2011-05-13,48,False
2011-05-14,53,False
2011-05-15,51,False
2011-05-16,49,False
2011-05-17,54,False
2011-05-18,44,False
2011-05-19,43,False
2011-05-20,44,False
2011-05-21,43,False
2011-05-22,49,False
2011-05-23,49,False
2011-05-24,47,False
2011-05-25,46,False
2011-05-26,43,False
2011-05-27,42,False
2011-05-28,47,False
2011-05-29,57,False
2011-05-30,47,False
2011-05-31,52,False
2011-06-01,54,False
2011-06-02,42,False
2011-06-03,67,False
2011-06-04,43,False
2011-06-05,48,False
2011-06-06,45,False
2011-06-07,65,False
2011-06-08,58,False
2011-06-09,40,False
2011-06-10,50,False
2011-06-11,49,False
2011-06-12,56,False
2011-06-13,63,False
2011-06-14,34,False
2011-06-15,35,False
2011-06-16,44,False
2011-06-17,66,False
2011-06-18,34,False
2011-06-19,54,False
2011-06-20,54,False
2011-06-21,47,False
2011-06-22,57,False
2011-06-23,60,False
2011-06-24,47,False
2011-06-25,49,False
2011-06-26,55,False
2011-06-27,47,False
2011-06-28,60,False
2011-06-29,42,False
2011-06-30,51,False
2011-07-01,54,False
2011-07-02,61,False
2011-07-03,41,False
2011-07-04,63,False
2011-07-05,65,False
2011-07-06,47,False
2011-07-07,54,False
2011-07-08,64,False
2011-07-09,39,False
2011-07-10,52,False
2011-07-11,50,False
2011-07-12,52,False
2011-07-13,46,False
2011-07-14,55,False
2011-07-15,44,False
2011-07-16,41,False
2011-07-17,51,False
2011-07-18,47,False
2011-07-19,57,False
2011-07-20,56,False
2011-07-21,55,False
2011-07-22,57,False
2011-07-23,49,False
2011-07-24,42,False
2011-07-25,60,False
2011-07-26,47,False
2011-07-27,62,False
2011-07-28,57,False
2011-07-29,49,False
2011-07-30,49,False
2011-07-31,48,False
2011-08-01,52,False
2011-08-02,67,False
2011-08-03,58,False
2011-08-04,70,False
2011-08-05,68,False
2011-08-06,56,False
2011-08-07,56,False
2011-08-08,66,False
2011-08-09,100,False
2011-08-10,74,False
2011-08-11,58,False
2011-08-12,89,False
