date,online trading,isPartial
2012-06-04,71,False
2012-06-05,90,False
2012-06-06,73,False
2012-06-07,91,False
2012-06-08,70,False
2012-06-09,62,False
2012-06-10,72,False
2012-06-11,72,False
2012-06-12,71,False
2012-06-13,78,False
2012-06-14,62,False
2012-06-15,65,False
2012-06-16,63,False
2012-06-17,63,False
2012-06-18,69,False
2012-06-19,59,False
2012-06-20,65,False
2012-06-21,74,False
2012-06-22,71,False
2012-06-23,59,False
2012-06-24,73,False
2012-06-25,96,False
2012-06-26,80,False
2012-06-27,97,False
2012-06-28,60,False
2012-06-29,58,False
2012-06-30,56,False
2012-07-01,71,False
2012-07-02,79,False
2012-07-03,75,False
2012-07-04,67,False
2012-07-05,77,False
2012-07-06,68,False
2012-07-07,68,False
2012-07-08,45,False
2012-07-09,88,False
2012-07-10,90,False
2012-07-11,86,False
2012-07-12,81,False
2012-07-13,53,False
2012-07-14,78,False
2012-07-15,84,False
2012-07-16,95,False
2012-07-17,93,False
2012-07-18,84,False
2012-07-19,93,False
2012-07-20,78,False
2012-07-21,65,False
2012-07-22,70,False
2012-07-23,76,False
2012-07-24,71,False
2012-07-25,78,False
2012-07-26,76,False
2012-07-27,85,False
2012-07-28,84,False
2012-07-29,56,False
2012-07-30,71,False
2012-07-31,70,False
2012-08-01,74,False
2012-08-02,61,False
2012-08-03,86,False
2012-08-04,66,False
2012-08-05,68,False
2012-08-06,79,False
2012-08-07,71,False
2012-08-08,64,False
2012-08-09,71,False
2012-08-10,68,False
2012-08-11,70,False
2012-08-12,80,False
2012-08-13,63,False
2012-08-14,66,False
2012-08-15,69,False
2012-08-16,70,False
2012-08-17,77,False
2012-08-18,58,False
2012-08-19,68,False
2012-08-20,75,False
2012-08-21,78,False
2012-08-22,70,False
2012-08-23,80,False
2012-08-24,82,False
2012-08-25,57,False
2012-08-26,65,False
2012-08-27,67,False
2012-08-28,89,False
2012-08-29,84,False
2012-08-30,71,False
2012-08-31,57,False
2012-09-01,76,False
2012-09-02,90,False
2012-09-03,90,False
2012-09-04,81,False
2012-09-05,72,False
2012-09-06,89,False
2012-09-07,83,False
2012-09-08,77,False
2012-09-09,60,False
2012-09-10,75,False
2012-09-11,82,False
2012-09-12,88,False
2012-09-13,75,False
2012-09-14,100,False
2012-09-15,76,False
2012-09-16,70,False
2012-09-17,74,False
2012-09-18,86,False
2012-09-19,79,False
2012-09-20,93,False
2012-09-21,75,False
2012-09-22,71,False
2012-09-23,57,False
2012-09-24,82,False
2012-09-25,65,False
2012-09-26,74,False
2012-09-27,70,False
2012-09-28,58,False
2012-09-29,62,False
2012-09-30,61,False
2012-10-01,94,False
2012-10-02,87,False
2012-10-03,79,False
2012-10-04,95,False
2012-10-05,82,False
2012-10-06,92,False
2012-10-07,71,False
2012-10-08,97,False
2012-10-09,86,False
2012-10-10,57,False
2012-10-11,76,False
2012-10-12,66,False
2012-10-13,66,False
2012-10-14,56,False
2012-10-15,77,False
2012-10-16,70,False
2012-10-17,87,False
2012-10-18,70,False
2012-10-19,75,False
2012-10-20,46,False
2012-10-21,70,False
2012-10-22,82,False
2012-10-23,76,False
2012-10-24,70,False
2012-10-25,68,False
2012-10-26,66,False
2012-10-27,66,False
2012-10-28,50,False
2012-10-29,63,False
2012-10-30,70,False
2012-10-31,52,False
2012-11-01,95,False
2012-11-02,82,False
2012-11-03,67,False
2012-11-04,61,False
2012-11-05,71,False
2012-11-06,76,False
2012-11-07,89,False
2012-11-08,59,False
2012-11-09,69,False
2012-11-10,79,False
2012-11-11,62,False
2012-11-12,45,False
2012-11-13,73,False
2012-11-14,70,False
2012-11-15,81,False
2012-11-16,68,False
2012-11-17,66,False
2012-11-18,56,False
2012-11-19,78,False
2012-11-20,94,False
2012-11-21,68,False
2012-11-22,69,False
2012-11-23,76,False
2012-11-24,56,False
2012-11-25,82,False
2012-11-26,69,False
2012-11-27,98,False
2012-11-28,65,False
2012-11-29,84,False
2012-11-30,76,False
2012-12-01,60,False
2012-12-02,80,False
2012-12-03,71,False
2012-12-04,57,False
2012-12-05,75,False
2012-12-06,92,False
2012-12-07,62,False
2012-12-08,52,False
2012-12-09,63,False
2012-12-10,59,False
2012-12-11,70,False
2012-12-12,79,False
2012-12-13,83,False
2012-12-14,70,False
2012-12-15,63,False
2012-12-16,57,False
2012-12-17,83,False
2012-12-18,56,False
2012-12-19,70,False
2012-12-20,61,False
2012-12-21,55,False
2012-12-22,72,False
2012-12-23,70,False
2012-12-24,87,False
2012-12-25,83,False
2012-12-26,86,False
2012-12-27,94,False
2012-12-28,88,False
2012-12-29,65,False
2012-12-30,70,False
2012-12-31,72,False
2013-01-01,72,False
2013-01-02,90,False
2013-01-03,89,False
2013-01-04,89,False
2013-01-05,65,False
2013-01-06,63,False
2013-01-07,70,False
2013-01-08,87,False
2013-01-09,86,False
2013-01-10,63,False
2013-01-11,79,False
2013-01-12,72,False
2013-01-13,83,False
2013-01-14,81,False
2013-01-15,81,False
2013-01-16,82,False
2013-01-17,79,False
2013-01-18,77,False
2013-01-19,61,False
2013-01-20,72,False
2013-01-21,89,False
2013-01-22,78,False
2013-01-23,63,False
2013-01-24,67,False
2013-01-25,80,False
2013-01-26,62,False
2013-01-27,64,False
2013-01-28,87,False
2013-01-29,98,False
2013-01-30,81,False
2013-01-31,81,False
2013-02-01,78,False
2013-02-02,63,False
2013-02-03,70,False
2013-02-04,88,False
2013-02-05,83,False
2013-02-06,87,False
2013-02-07,80,False
2013-02-08,80,False
2013-02-09,67,False
2013-02-10,72,False
2013-02-11,76,False
2013-02-12,72,False
2013-02-13,90,False
2013-02-14,63,False
2013-02-15,77,False
2013-02-16,62,False
2013-02-17,66,False
2013-02-18,74,False
2013-02-19,76,False
