date,online trading,isPartial
2018-02-13,92,False
2018-02-14,89,False
2018-02-15,81,False
2018-02-16,87,False
2018-02-17,79,False
2018-02-18,71,False
2018-02-19,89,False
2018-02-20,80,False
2018-02-21,92,False
2018-02-22,100,False
2018-02-23,83,False
2018-02-24,78,False
2018-02-25,71,False
2018-02-26,91,False
2018-02-27,84,False
2018-02-28,84,False
2018-03-01,73,False
2018-03-02,72,False
2018-03-03,58,False
2018-03-04,69,False
2018-03-05,74,False
2018-03-06,84,False
2018-03-07,74,False
2018-03-08,99,False
2018-03-09,74,False
2018-03-10,63,False
2018-03-11,77,False
2018-03-12,84,False
2018-03-13,79,False
2018-03-14,66,False
2018-03-15,81,False
2018-03-16,73,False
2018-03-17,66,False
2018-03-18,58,False
2018-03-19,84,False
2018-03-20,85,False
2018-03-21,89,False
2018-03-22,80,False
2018-03-23,76,False
2018-03-24,66,False
2018-03-25,69,False
2018-03-26,81,False
2018-03-27,81,False
2018-03-28,90,False
2018-03-29,85,False
2018-03-30,66,False
2018-03-31,56,False
2018-04-01,71,False
2018-04-02,90,False
2018-04-03,93,False
2018-04-04,99,False
2018-04-05,92,False
2018-04-06,84,False
2018-04-07,77,False
2018-04-08,64,False
2018-04-09,80,False
2018-04-10,85,False
2018-04-11,75,False
2018-04-12,67,False
2018-04-13,93,False
2018-04-14,70,False
2018-04-15,77,False
2018-04-16,74,False
2018-04-17,76,False
2018-04-18,69,False
2018-04-19,79,False
2018-04-20,89,False
2018-04-21,70,False
2018-04-22,75,False
2018-04-23,78,False
2018-04-24,83,False
2018-04-25,80,False
2018-04-26,81,False
2018-04-27,81,False
2018-04-28,51,False
2018-04-29,61,False
2018-04-30,73,False
2018-05-01,79,False
2018-05-02,83,False
2018-05-03,68,False
2018-05-04,80,False
2018-05-05,64,False
2018-05-06,73,False
2018-05-07,87,False
2018-05-08,80,False
2018-05-09,70,False
2018-05-10,73,False
2018-05-11,85,False
2018-05-12,63,False
2018-05-13,58,False
2018-05-14,83,False
2018-05-15,80,False
2018-05-16,75,False
2018-05-17,73,False
2018-05-18,74,False
2018-05-19,61,False
2018-05-20,71,False
2018-05-21,82,False
2018-05-22,81,False
2018-05-23,79,False
2018-05-24,84,False
2018-05-25,64,False
2018-05-26,72,False
2018-05-27,75,False
2018-05-28,85,False
2018-05-29,94,False
2018-05-30,87,False
2018-05-31,76,False
2018-06-01,79,False
2018-06-02,67,False
2018-06-03,73,False
2018-06-04,93,False
2018-06-05,72,False
2018-06-06,70,False
2018-06-07,66,False
2018-06-08,76,False
2018-06-09,55,False
2018-06-10,74,False
2018-06-11,72,False
2018-06-12,75,False
2018-06-13,88,False
2018-06-14,62,False
2018-06-15,65,False
2018-06-16,54,False
2018-06-17,60,False
2018-06-18,77,False
2018-06-19,79,False
2018-06-20,78,False
2018-06-21,88,False
2018-06-22,80,False
2018-06-23,51,False
2018-06-24,57,False
2018-06-25,67,False
2018-06-26,76,False
2018-06-27,62,False
2018-06-28,78,False
2018-06-29,71,False
