date,Monster Beverage,isPartial
2016-05-04,0,False
2016-05-05,15,False
2016-05-06,15,False
2016-05-07,50,False
2016-05-08,33,False
2016-05-09,28,False
2016-05-10,14,False
2016-05-11,14,False
2016-05-12,14,False
2016-05-13,29,False
2016-05-14,0,False
2016-05-15,0,False
2016-05-16,14,False
2016-05-17,14,False
2016-05-18,28,False
2016-05-19,28,False
2016-05-20,15,False
2016-05-21,0,False
2016-05-22,0,False
2016-05-23,14,False
2016-05-24,28,False
2016-05-25,14,False
2016-05-26,15,False
2016-05-27,0,False
2016-05-28,16,False
2016-05-29,0,False
2016-05-30,15,False
2016-05-31,42,False
2016-06-01,56,False
2016-06-02,14,False
2016-06-03,44,False
2016-06-04,17,False
2016-06-05,0,False
2016-06-06,0,False
2016-06-07,0,False
2016-06-08,14,False
2016-06-09,14,False
2016-06-10,0,False
2016-06-11,33,False
2016-06-12,0,False
2016-06-13,28,False
2016-06-14,14,False
2016-06-15,14,False
2016-06-16,28,False
2016-06-17,45,False
2016-06-18,0,False
2016-06-19,17,False
2016-06-20,0,False
2016-06-21,0,False
2016-06-22,14,False
2016-06-23,15,False
2016-06-24,0,False
2016-06-25,17,False
2016-06-26,33,False
2016-06-27,28,False
2016-06-28,0,False
2016-06-29,14,False
2016-06-30,14,False
2016-07-01,0,False
2016-07-02,0,False
2016-07-03,17,False
2016-07-04,0,False
2016-07-05,15,False
2016-07-06,15,False
2016-07-07,31,False
2016-07-08,0,False
2016-07-09,0,False
2016-07-10,0,False
2016-07-11,45,False
2016-07-12,30,False
2016-07-13,0,False
2016-07-14,29,False
2016-07-15,0,False
2016-07-16,0,False
2016-07-17,0,False
2016-07-18,30,False
2016-07-19,60,False
2016-07-20,0,False
2016-07-21,15,False
2016-07-22,0,False
2016-07-23,18,False
2016-07-24,0,False
2016-07-25,0,False
2016-07-26,30,False
2016-07-27,15,False
2016-07-28,30,False
2016-07-29,31,False
2016-07-30,0,False
2016-07-31,0,False
2016-08-01,0,False
2016-08-02,29,False
