date,Monster Beverage,isPartial
2014-12-01,0,False
2014-12-02,36,False
2014-12-03,19,False
2014-12-04,9,False
2014-12-05,10,False
2014-12-06,22,False
2014-12-07,22,False
2014-12-08,9,False
2014-12-09,28,False
2014-12-10,0,False
2014-12-11,0,False
2014-12-12,0,False
2014-12-13,11,False
2014-12-14,11,False
2014-12-15,19,False
2014-12-16,28,False
2014-12-17,10,False
2014-12-18,29,False
2014-12-19,51,False
2014-12-20,12,False
2014-12-21,12,False
2014-12-22,20,False
2014-12-23,0,False
2014-12-24,23,False
2014-12-25,0,False
2014-12-26,11,False
2014-12-27,0,False
2014-12-28,0,False
2014-12-29,0,False
2014-12-30,20,False
2014-12-31,11,False
2015-01-01,24,False
2015-01-02,21,False
2015-01-03,0,False
2015-01-04,0,False
2015-01-05,0,False
2015-01-06,18,False
2015-01-07,9,False
2015-01-08,36,False
2015-01-09,19,False
2015-01-10,10,False
2015-01-11,10,False
2015-01-12,18,False
2015-01-13,44,False
2015-01-14,27,False
2015-01-15,18,False
2015-01-16,9,False
2015-01-17,11,False
2015-01-18,10,False
2015-01-19,18,False
2015-01-20,18,False
2015-01-21,9,False
2015-01-22,0,False
2015-01-23,28,False
2015-01-24,21,False
2015-01-25,10,False
2015-01-26,26,False
2015-01-27,9,False
2015-01-28,0,False
2015-01-29,0,False
2015-01-30,9,False
2015-01-31,0,False
2015-02-01,10,False
2015-02-02,26,False
2015-02-03,0,False
2015-02-04,9,False
2015-02-05,18,False
2015-02-06,18,False
2015-02-07,10,False
2015-02-08,10,False
2015-02-09,18,False
2015-02-10,9,False
2015-02-11,9,False
2015-02-12,36,False
2015-02-13,37,False
2015-02-14,0,False
2015-02-15,11,False
2015-02-16,9,False
2015-02-17,18,False
2015-02-18,9,False
2015-02-19,0,False
2015-02-20,9,False
2015-02-21,0,False
2015-02-22,10,False
2015-02-23,0,False
2015-02-24,9,False
2015-02-25,43,False
2015-02-26,80,False
2015-02-27,100,False
2015-02-28,31,False
2015-03-01,30,False
2015-03-02,61,False
2015-03-03,44,False
2015-03-04,17,False
2015-03-05,27,False
2015-03-06,37,False
2015-03-07,0,False
2015-03-08,10,False
2015-03-09,18,False
2015-03-10,18,False
2015-03-11,9,False
2015-03-12,9,False
2015-03-13,27,False
2015-03-14,0,False
2015-03-15,0,False
2015-03-16,35,False
2015-03-17,53,False
2015-03-18,26,False
2015-03-19,9,False
2015-03-20,0,False
2015-03-21,21,False
2015-03-22,20,False
2015-03-23,9,False
2015-03-24,18,False
2015-03-25,0,False
2015-03-26,20,False
2015-03-27,18,False
2015-03-28,33,False
2015-03-29,0,False
2015-03-30,26,False
2015-03-31,35,False
2015-04-01,9,False
2015-04-02,19,False
2015-04-03,20,False
2015-04-04,0,False
2015-04-05,11,False
2015-04-06,9,False
2015-04-07,0,False
2015-04-08,18,False
2015-04-09,9,False
2015-04-10,28,False
2015-04-11,21,False
2015-04-12,11,False
2015-04-13,53,False
2015-04-14,9,False
2015-04-15,18,False
2015-04-16,27,False
2015-04-17,9,False
2015-04-18,0,False
2015-04-19,31,False
2015-04-20,9,False
2015-04-21,9,False
2015-04-22,9,False
2015-04-23,9,False
2015-04-24,9,False
2015-04-25,10,False
2015-04-26,0,False
2015-04-27,35,False
2015-04-28,0,False
2015-04-29,18,False
2015-04-30,18,False
2015-05-01,30,False
2015-05-02,0,False
2015-05-03,0,False
2015-05-04,0,False
2015-05-05,26,False
2015-05-06,9,False
2015-05-07,45,False
2015-05-08,47,False
2015-05-09,11,False
2015-05-10,11,False
2015-05-11,71,False
2015-05-12,17,False
2015-05-13,35,False
2015-05-14,9,False
2015-05-15,9,False
2015-05-16,11,False
2015-05-17,0,False
2015-05-18,9,False
2015-05-19,0,False
2015-05-20,9,False
2015-05-21,0,False
2015-05-22,9,False
2015-05-23,0,False
2015-05-24,0,False
2015-05-25,0,False
2015-05-26,0,False
2015-05-27,9,False
2015-05-28,9,False
2015-05-29,18,False
2015-05-30,10,False
2015-05-31,31,False
2015-06-01,17,False
2015-06-02,9,False
2015-06-03,9,False
2015-06-04,9,False
2015-06-05,28,False
2015-06-06,32,False
2015-06-07,21,False
2015-06-08,9,False
2015-06-09,9,False
2015-06-10,9,False
2015-06-11,27,False
2015-06-12,9,False
2015-06-13,11,False
2015-06-14,0,False
2015-06-15,9,False
2015-06-16,34,False
2015-06-17,9,False
2015-06-18,27,False
2015-06-19,28,False
2015-06-20,0,False
2015-06-21,0,False
2015-06-22,9,False
2015-06-23,26,False
2015-06-24,9,False
2015-06-25,18,False
2015-06-26,19,False
2015-06-27,0,False
2015-06-28,0,False
2015-06-29,9,False
2015-06-30,0,False
2015-07-01,9,False
2015-07-02,0,False
2015-07-03,10,False
2015-07-04,0,False
2015-07-05,11,False
2015-07-06,9,False
2015-07-07,0,False
2015-07-08,9,False
2015-07-09,18,False
2015-07-10,9,False
2015-07-11,0,False
2015-07-12,21,False
2015-07-13,9,False
2015-07-14,35,False
2015-07-15,9,False
2015-07-16,27,False
