date,Monster Beverage,isPartial
2013-06-29,0,False
2013-06-30,31,False
2013-07-01,100,False
2013-07-02,25,False
2013-07-03,51,False
2013-07-04,54,False
2013-07-05,0,False
2013-07-06,32,False
2013-07-07,0,False
2013-07-08,25,False
2013-07-09,50,False
2013-07-10,0,False
2013-07-11,52,False
2013-07-12,27,False
2013-07-13,31,False
2013-07-14,0,False
2013-07-15,0,False
2013-07-16,25,False
2013-07-17,0,False
2013-07-18,52,False
2013-07-19,80,False
2013-07-20,0,False
2013-07-21,32,False
2013-07-22,50,False
2013-07-23,25,False
2013-07-24,26,False
2013-07-25,0,False
2013-07-26,27,False
2013-07-27,31,False
2013-07-28,0,False
2013-07-29,50,False
2013-07-30,0,False
2013-07-31,76,False
2013-08-01,52,False
2013-08-02,0,False
2013-08-03,0,False
2013-08-04,31,False
2013-08-05,26,False
2013-08-06,52,False
2013-08-07,26,False
2013-08-08,79,False
2013-08-09,27,False
2013-08-10,62,False
2013-08-11,31,False
2013-08-12,25,False
2013-08-13,25,False
2013-08-14,26,False
2013-08-15,0,False
2013-08-16,0,False
2013-08-17,31,False
2013-08-18,30,False
2013-08-19,50,False
2013-08-20,50,False
2013-08-21,0,False
2013-08-22,0,False
2013-08-23,0,False
2013-08-24,30,False
2013-08-25,0,False
2013-08-26,0,False
2013-08-27,48,False
2013-08-28,49,False
2013-08-29,0,False
2013-08-30,0,False
2013-08-31,30,False
2013-09-01,0,False
2013-09-02,0,False
2013-09-03,24,False
2013-09-04,98,False
2013-09-05,0,False
2013-09-06,26,False
2013-09-07,29,False
2013-09-08,0,False
2013-09-09,72,False
2013-09-10,0,False
2013-09-11,24,False
2013-09-12,24,False
2013-09-13,25,False
2013-09-14,29,False
2013-09-15,56,False
2013-09-16,47,False
2013-09-17,24,False
2013-09-18,72,False
2013-09-19,48,False
2013-09-20,25,False
2013-09-21,0,False
2013-09-22,28,False
2013-09-23,24,False
2013-09-24,0,False
2013-09-25,24,False
2013-09-26,24,False
2013-09-27,0,False
2013-09-28,0,False
2013-09-29,0,False
2013-09-30,47,False
2013-10-01,47,False
2013-10-02,48,False
2013-10-03,24,False
2013-10-04,0,False
2013-10-05,0,False
2013-10-06,0,False
2013-10-07,24,False
2013-10-08,70,False
2013-10-09,0,False
2013-10-10,24,False
2013-10-11,25,False
2013-10-12,0,False
2013-10-13,57,False
2013-10-14,24,False
2013-10-15,71,False
2013-10-16,24,False
2013-10-17,24,False
2013-10-18,50,False
2013-10-19,57,False
2013-10-20,0,False
2013-10-21,23,False
2013-10-22,47,False
2013-10-23,47,False
2013-10-24,23,False
2013-10-25,24,False
2013-10-26,28,False
2013-10-27,0,False
2013-10-28,70,False
2013-10-29,23,False
2013-10-30,47,False
2013-10-31,48,False
2013-11-01,25,False
2013-11-02,28,False
2013-11-03,0,False
2013-11-04,23,False
2013-11-05,23,False
2013-11-06,0,False
2013-11-07,71,False
2013-11-08,24,False
2013-11-09,0,False
2013-11-10,27,False
2013-11-11,47,False
2013-11-12,46,False
2013-11-13,47,False
2013-11-14,23,False
2013-11-15,24,False
2013-11-16,28,False
2013-11-17,54,False
2013-11-18,92,False
2013-11-19,92,False
2013-11-20,23,False
2013-11-21,46,False
2013-11-22,48,False
2013-11-23,0,False
2013-11-24,0,False
2013-11-25,23,False
2013-11-26,68,False
2013-11-27,23,False
2013-11-28,25,False
2013-11-29,0,False
2013-11-30,56,False
2013-12-01,0,False
2013-12-02,0,False
2013-12-03,45,False
2013-12-04,23,False
2013-12-05,46,False
2013-12-06,0,False
2013-12-07,27,False
2013-12-08,53,False
2013-12-09,23,False
2013-12-10,23,False
2013-12-11,0,False
2013-12-12,24,False
2013-12-13,0,False
2013-12-14,0,False
2013-12-15,0,False
2013-12-16,23,False
2013-12-17,24,False
2013-12-18,24,False
2013-12-19,0,False
2013-12-20,0,False
2013-12-21,0,False
2013-12-22,29,False
2013-12-23,0,False
2013-12-24,29,False
2013-12-25,0,False
2013-12-26,0,False
2013-12-27,0,False
2013-12-28,28,False
2013-12-29,28,False
2013-12-30,51,False
2013-12-31,84,False
2014-01-01,30,False
2014-01-02,0,False
2014-01-03,0,False
2014-01-04,0,False
2014-01-05,0,False
2014-01-06,23,False
2014-01-07,0,False
2014-01-08,22,False
2014-01-09,0,False
2014-01-10,23,False
2014-01-11,52,False
2014-01-12,0,False
2014-01-13,44,False
2014-01-14,22,False
2014-01-15,45,False
2014-01-16,23,False
2014-01-17,70,False
2014-01-18,53,False
2014-01-19,26,False
2014-01-20,22,False
2014-01-21,0,False
2014-01-22,89,False
2014-01-23,45,False
2014-01-24,0,False
2014-01-25,0,False
2014-01-26,26,False
2014-01-27,22,False
2014-01-28,0,False
2014-01-29,0,False
2014-01-30,0,False
2014-01-31,69,False
2014-02-01,0,False
2014-02-02,0,False
2014-02-03,22,False
2014-02-04,22,False
2014-02-05,22,False
2014-02-06,30,False
2014-02-07,25,False
2014-02-08,0,False
2014-02-09,25,False
2014-02-10,43,False
2014-02-11,43,False
2014-02-12,22,False
2014-02-13,0,False
2014-02-14,23,False
2014-02-15,52,False
2014-02-16,0,False
2014-02-17,22,False
2014-02-18,22,False
2014-02-19,0,False
2014-02-20,0,False
2014-02-21,23,False
2014-02-22,51,False
2014-02-23,0,False
2014-02-24,43,False
2014-02-25,65,False
2014-02-26,0,False
2014-02-27,22,False
2014-02-28,69,False
2014-03-01,0,False
2014-03-02,0,False
2014-03-03,0,False
2014-03-04,45,False
2014-03-05,22,False
2014-03-06,0,False
2014-03-07,23,False
2014-03-08,0,False
2014-03-09,26,False
2014-03-10,22,False
2014-03-11,44,False
2014-03-12,22,False
2014-03-13,44,False
2014-03-14,23,False
2014-03-15,0,False
2014-03-16,0,False
