date,Monster Beverage,isPartial
2015-12-26,17,False
2015-12-27,17,False
2015-12-28,0,False
2015-12-29,0,False
2015-12-30,0,False
2015-12-31,0,False
2016-01-01,18,False
2016-01-02,17,False
2016-01-03,0,False
2016-01-04,14,False
2016-01-05,14,False
2016-01-06,0,False
2016-01-07,44,False
2016-01-08,15,False
2016-01-09,16,False
2016-01-10,31,False
2016-01-11,28,False
2016-01-12,0,False
2016-01-13,0,False
2016-01-14,0,False
2016-01-15,15,False
2016-01-16,16,False
2016-01-17,31,False
2016-01-18,14,False
2016-01-19,28,False
2016-01-20,28,False
2016-01-21,29,False
2016-01-22,44,False
2016-01-23,0,False
2016-01-24,0,False
2016-01-25,28,False
2016-01-26,28,False
2016-01-27,14,False
2016-01-28,42,False
2016-01-29,44,False
2016-01-30,0,False
2016-01-31,16,False
2016-02-01,14,False
2016-02-02,55,False
2016-02-03,56,False
2016-02-04,14,False
2016-02-05,30,False
2016-02-06,0,False
2016-02-07,16,False
2016-02-08,57,False
2016-02-09,71,False
2016-02-10,42,False
2016-02-11,14,False
2016-02-12,14,False
2016-02-13,16,False
2016-02-14,0,False
2016-02-15,14,False
2016-02-16,28,False
2016-02-17,14,False
2016-02-18,28,False
2016-02-19,14,False
2016-02-20,0,False
2016-02-21,16,False
2016-02-22,41,False
2016-02-23,69,False
2016-02-24,55,False
2016-02-25,28,False
2016-02-26,58,False
2016-02-27,0,False
2016-02-28,0,False
2016-02-29,27,False
2016-03-01,27,False
2016-03-02,14,False
2016-03-03,70,False
2016-03-04,0,False
2016-03-05,0,False
2016-03-06,15,False
2016-03-07,14,False
2016-03-08,14,False
2016-03-09,14,False
2016-03-10,14,False
2016-03-11,15,False
2016-03-12,0,False
2016-03-13,0,False
2016-03-14,0,False
2016-03-15,41,False
2016-03-16,14,False
2016-03-17,42,False
2016-03-18,0,False
2016-03-19,0,False
2016-03-20,16,False
2016-03-21,42,False
2016-03-22,14,False
2016-03-23,29,False
2016-03-24,45,False
