date,Monster Beverage,isPartial
2013-11-06,0,False
2013-11-07,54,False
2013-11-08,0,False
2013-11-09,0,False
2013-11-10,41,False
2013-11-11,18,False
2013-11-12,53,False
2013-11-13,54,False
2013-11-14,18,False
2013-11-15,0,False
2013-11-16,0,False
2013-11-17,42,False
2013-11-18,52,False
2013-11-19,70,False
2013-11-20,35,False
2013-11-21,36,False
2013-11-22,37,False
2013-11-23,0,False
2013-11-24,20,False
2013-11-25,35,False
2013-11-26,35,False
2013-11-27,18,False
2013-11-28,19,False
2013-11-29,0,False
2013-11-30,21,False
2013-12-01,0,False
2013-12-02,17,False
2013-12-03,17,False
2013-12-04,35,False
2013-12-05,36,False
2013-12-06,37,False
2013-12-07,0,False
2013-12-08,21,False
2013-12-09,0,False
2013-12-10,35,False
2013-12-11,0,False
2013-12-12,18,False
2013-12-13,0,False
2013-12-14,21,False
2013-12-15,21,False
2013-12-16,36,False
2013-12-17,18,False
2013-12-18,36,False
2013-12-19,0,False
2013-12-20,0,False
2013-12-21,22,False
2013-12-22,22,False
2013-12-23,0,False
2013-12-24,44,False
2013-12-25,0,False
2013-12-26,0,False
2013-12-27,0,False
2013-12-28,22,False
2013-12-29,21,False
2013-12-30,0,False
2013-12-31,21,False
2014-01-01,0,False
2014-01-02,0,False
2014-01-03,0,False
2014-01-04,0,False
2014-01-05,0,False
2014-01-06,0,False
2014-01-07,69,False
2014-01-08,17,False
2014-01-09,0,False
2014-01-10,18,False
2014-01-11,20,False
2014-01-12,20,False
2014-01-13,51,False
2014-01-14,0,False
2014-01-15,51,False
2014-01-16,17,False
2014-01-17,36,False
2014-01-18,20,False
2014-01-19,0,False
2014-01-20,34,False
2014-01-21,17,False
2014-01-22,0,False
2014-01-23,0,False
2014-01-24,18,False
2014-01-25,0,False
2014-01-26,20,False
2014-01-27,33,False
2014-01-28,0,False
2014-01-29,0,False
2014-01-30,0,False
2014-01-31,36,False
2014-02-01,0,False
2014-02-02,0,False
2014-02-03,17,False
2014-02-04,0,False
2014-02-05,17,False
2014-02-06,47,False
2014-02-07,19,False
2014-02-08,0,False
2014-02-09,39,False
2014-02-10,17,False
2014-02-11,33,False
2014-02-12,33,False
2014-02-13,0,False
2014-02-14,35,False
2014-02-15,59,False
2014-02-16,0,False
2014-02-17,0,False
2014-02-18,33,False
2014-02-19,17,False
2014-02-20,34,False
2014-02-21,18,False
2014-02-22,20,False
2014-02-23,0,False
2014-02-24,66,False
2014-02-25,0,False
2014-02-26,0,False
2014-02-27,34,False
2014-02-28,53,False
2014-03-01,0,False
2014-03-02,0,False
2014-03-03,17,False
2014-03-04,51,False
2014-03-05,0,False
2014-03-06,0,False
2014-03-07,0,False
2014-03-08,0,False
2014-03-09,0,False
2014-03-10,17,False
2014-03-11,50,False
2014-03-12,17,False
2014-03-13,17,False
2014-03-14,18,False
2014-03-15,0,False
2014-03-16,0,False
2014-03-17,51,False
2014-03-18,17,False
2014-03-19,17,False
2014-03-20,0,False
2014-03-21,18,False
2014-03-22,0,False
2014-03-23,0,False
2014-03-24,17,False
2014-03-25,17,False
2014-03-26,50,False
