date,Monster Beverage,isPartial
2015-04-10,10,False
2015-04-11,11,False
2015-04-12,0,False
2015-04-13,28,False
2015-04-14,28,False
2015-04-15,10,False
2015-04-16,9,False
2015-04-17,0,False
2015-04-18,0,False
2015-04-19,11,False
2015-04-20,28,False
2015-04-21,0,False
2015-04-22,10,False
2015-04-23,10,False
2015-04-24,20,False
2015-04-25,22,False
2015-04-26,11,False
2015-04-27,28,False
2015-04-28,0,False
2015-04-29,19,False
2015-04-30,0,False
2015-05-01,32,False
2015-05-02,0,False
2015-05-03,22,False
2015-05-04,0,False
2015-05-05,38,False
2015-05-06,19,False
2015-05-07,57,False
2015-05-08,60,False
2015-05-09,11,False
2015-05-10,0,False
2015-05-11,56,False
2015-05-12,28,False
2015-05-13,28,False
2015-05-14,0,False
2015-05-15,10,False
2015-05-16,11,False
2015-05-17,0,False
2015-05-18,9,False
2015-05-19,9,False
2015-05-20,9,False
2015-05-21,10,False
2015-05-22,10,False
2015-05-23,0,False
2015-05-24,0,False
2015-05-25,10,False
2015-05-26,0,False
2015-05-27,9,False
2015-05-28,28,False
2015-05-29,10,False
2015-05-30,0,False
2015-05-31,33,False
2015-06-01,0,False
2015-06-02,0,False
2015-06-03,19,False
2015-06-04,10,False
2015-06-05,10,False
2015-06-06,23,False
2015-06-07,0,False
2015-06-08,18,False
2015-06-09,18,False
2015-06-10,9,False
2015-06-11,48,False
2015-06-12,10,False
2015-06-13,23,False
2015-06-14,0,False
2015-06-15,19,False
2015-06-16,37,False
2015-06-17,38,False
2015-06-18,19,False
2015-06-19,40,False
2015-06-20,11,False
2015-06-21,23,False
2015-06-22,9,False
2015-06-23,9,False
2015-06-24,0,False
2015-06-25,29,False
2015-06-26,10,False
2015-06-27,0,False
2015-06-28,11,False
2015-06-29,0,False
2015-06-30,10,False
2015-07-01,0,False
2015-07-02,10,False
2015-07-03,20,False
2015-07-04,0,False
2015-07-05,12,False
2015-07-06,9,False
2015-07-07,0,False
2015-07-08,0,False
2015-07-09,0,False
2015-07-10,20,False
2015-07-11,0,False
2015-07-12,23,False
2015-07-13,9,False
2015-07-14,38,False
2015-07-15,19,False
2015-07-16,10,False
2015-07-17,10,False
2015-07-18,12,False
2015-07-19,0,False
2015-07-20,10,False
2015-07-21,19,False
2015-07-22,0,False
2015-07-23,10,False
2015-07-24,40,False
2015-07-25,11,False
2015-07-26,11,False
2015-07-27,0,False
2015-07-28,0,False
2015-07-29,38,False
2015-07-30,0,False
2015-07-31,10,False
2015-08-01,0,False
2015-08-02,11,False
2015-08-03,19,False
2015-08-04,9,False
2015-08-05,19,False
2015-08-06,68,False
2015-08-07,20,False
2015-08-08,11,False
2015-08-09,11,False
2015-08-10,38,False
2015-08-11,9,False
2015-08-12,29,False
2015-08-13,0,False
2015-08-14,10,False
2015-08-15,11,False
2015-08-16,0,False
2015-08-17,0,False
2015-08-18,38,False
2015-08-19,19,False
2015-08-20,0,False
2015-08-21,19,False
2015-08-22,22,False
2015-08-23,11,False
2015-08-24,18,False
2015-08-25,18,False
2015-08-26,9,False
2015-08-27,0,False
2015-08-28,10,False
2015-08-29,0,False
2015-08-30,22,False
2015-08-31,9,False
2015-09-01,18,False
2015-09-02,9,False
2015-09-03,18,False
2015-09-04,57,False
2015-09-05,33,False
2015-09-06,11,False
2015-09-07,0,False
2015-09-08,27,False
2015-09-09,18,False
2015-09-10,18,False
2015-09-11,19,False
2015-09-12,0,False
2015-09-13,10,False
2015-09-14,18,False
2015-09-15,0,False
2015-09-16,0,False
2015-09-17,18,False
2015-09-18,9,False
2015-09-19,0,False
2015-09-20,0,False
2015-09-21,9,False
2015-09-22,0,False
2015-09-23,27,False
2015-09-24,19,False
2015-09-25,0,False
2015-09-26,11,False
2015-09-27,0,False
2015-09-28,0,False
2015-09-29,18,False
2015-09-30,27,False
2015-10-01,18,False
2015-10-02,0,False
2015-10-03,0,False
2015-10-04,0,False
2015-10-05,18,False
2015-10-06,18,False
2015-10-07,9,False
2015-10-08,18,False
2015-10-09,46,False
2015-10-10,21,False
2015-10-11,21,False
2015-10-12,9,False
2015-10-13,0,False
2015-10-14,26,False
2015-10-15,18,False
2015-10-16,0,False
2015-10-17,10,False
2015-10-18,20,False
2015-10-19,17,False
2015-10-20,35,False
2015-10-21,18,False
2015-10-22,18,False
2015-10-23,9,False
2015-10-24,0,False
2015-10-25,0,False
2015-10-26,9,False
2015-10-27,26,False
2015-10-28,9,False
2015-10-29,9,False
2015-10-30,9,False
2015-10-31,0,False
2015-11-01,21,False
2015-11-02,18,False
2015-11-03,26,False
2015-11-04,26,False
2015-11-05,35,False
2015-11-06,100,False
2015-11-07,10,False
2015-11-08,10,False
2015-11-09,9,False
2015-11-10,0,False
2015-11-11,36,False
2015-11-12,18,False
2015-11-13,28,False
2015-11-14,0,False
2015-11-15,10,False
2015-11-16,9,False
2015-11-17,17,False
2015-11-18,9,False
2015-11-19,0,False
2015-11-20,18,False
2015-11-21,0,False
2015-11-22,10,False
2015-11-23,17,False
2015-11-24,9,False
2015-11-25,17,False
2015-11-26,18,False
2015-11-27,9,False
2015-11-28,30,False
2015-11-29,0,False
2015-11-30,17,False
2015-12-01,9,False
2015-12-02,26,False
2015-12-03,35,False
2015-12-04,18,False
2015-12-05,11,False
2015-12-06,10,False
2015-12-07,17,False
2015-12-08,18,False
2015-12-09,26,False
2015-12-10,18,False
2015-12-11,9,False
2015-12-12,0,False
2015-12-13,20,False
2015-12-14,0,False
2015-12-15,9,False
2015-12-16,0,False
2015-12-17,19,False
2015-12-18,10,False
2015-12-19,22,False
2015-12-20,21,False
2015-12-21,0,False
2015-12-22,19,False
