date,Monster Beverage,isPartial
2012-01-26,4,False
2012-01-27,12,False
2012-01-28,14,False
2012-01-29,4,False
2012-01-30,11,False
2012-01-31,22,False
2012-02-01,8,False
2012-02-02,4,False
2012-02-03,0,False
2012-02-04,0,False
2012-02-05,4,False
2012-02-06,15,False
2012-02-07,4,False
2012-02-08,4,False
2012-02-09,4,False
2012-02-10,19,False
2012-02-11,0,False
2012-02-12,0,False
2012-02-13,11,False
2012-02-14,7,False
2012-02-15,7,False
2012-02-16,8,False
2012-02-17,4,False
2012-02-18,0,False
2012-02-19,0,False
2012-02-20,4,False
2012-02-21,8,False
2012-02-22,7,False
2012-02-23,11,False
2012-02-24,12,False
2012-02-25,0,False
2012-02-26,4,False
2012-02-27,4,False
2012-02-28,4,False
2012-02-29,4,False
2012-03-01,4,False
2012-03-02,12,False
2012-03-03,0,False
2012-03-04,0,False
2012-03-05,4,False
2012-03-06,11,False
2012-03-07,4,False
2012-03-08,4,False
2012-03-09,8,False
2012-03-10,4,False
2012-03-11,0,False
2012-03-12,4,False
2012-03-13,4,False
2012-03-14,0,False
2012-03-15,7,False
2012-03-16,12,False
2012-03-17,0,False
2012-03-18,4,False
2012-03-19,7,False
2012-03-20,0,False
2012-03-21,7,False
2012-03-22,0,False
2012-03-23,8,False
2012-03-24,5,False
2012-03-25,0,False
2012-03-26,4,False
2012-03-27,4,False
2012-03-28,4,False
2012-03-29,4,False
2012-03-30,8,False
2012-03-31,4,False
2012-04-01,0,False
2012-04-02,0,False
2012-04-03,0,False
2012-04-04,4,False
2012-04-05,0,False
2012-04-06,9,False
2012-04-07,0,False
2012-04-08,10,False
2012-04-09,4,False
2012-04-10,11,False
2012-04-11,0,False
2012-04-12,4,False
2012-04-13,4,False
2012-04-14,4,False
2012-04-15,9,False
2012-04-16,4,False
2012-04-17,7,False
2012-04-18,0,False
2012-04-19,4,False
2012-04-20,4,False
2012-04-21,0,False
2012-04-22,0,False
2012-04-23,0,False
2012-04-24,4,False
2012-04-25,4,False
2012-04-26,15,False
2012-04-27,8,False
2012-04-28,0,False
2012-04-29,5,False
2012-04-30,100,False
2012-05-01,57,False
2012-05-02,18,False
2012-05-03,15,False
2012-05-04,8,False
2012-05-05,0,False
2012-05-06,4,False
2012-05-07,4,False
2012-05-08,7,False
2012-05-09,14,False
2012-05-10,11,False
2012-05-11,12,False
2012-05-12,0,False
2012-05-13,4,False
2012-05-14,7,False
2012-05-15,7,False
2012-05-16,0,False
2012-05-17,0,False
2012-05-18,19,False
2012-05-19,0,False
2012-05-20,13,False
2012-05-21,7,False
2012-05-22,14,False
2012-05-23,7,False
2012-05-24,7,False
2012-05-25,4,False
2012-05-26,0,False
2012-05-27,5,False
2012-05-28,4,False
2012-05-29,4,False
2012-05-30,14,False
2012-05-31,11,False
2012-06-01,4,False
2012-06-02,0,False
2012-06-03,4,False
2012-06-04,7,False
2012-06-05,4,False
2012-06-06,4,False
2012-06-07,4,False
2012-06-08,0,False
2012-06-09,4,False
2012-06-10,4,False
2012-06-11,7,False
2012-06-12,11,False
2012-06-13,11,False
2012-06-14,4,False
2012-06-15,8,False
2012-06-16,5,False
2012-06-17,4,False
2012-06-18,7,False
2012-06-19,4,False
2012-06-20,15,False
2012-06-21,18,False
2012-06-22,31,False
2012-06-23,9,False
2012-06-24,0,False
2012-06-25,7,False
2012-06-26,4,False
2012-06-27,11,False
2012-06-28,7,False
2012-06-29,8,False
2012-06-30,0,False
2012-07-01,0,False
2012-07-02,4,False
2012-07-03,11,False
2012-07-04,8,False
2012-07-05,0,False
2012-07-06,4,False
2012-07-07,9,False
2012-07-08,5,False
2012-07-09,11,False
2012-07-10,4,False
2012-07-11,7,False
2012-07-12,4,False
2012-07-13,4,False
2012-07-14,0,False
2012-07-15,5,False
2012-07-16,7,False
2012-07-17,11,False
2012-07-18,4,False
2012-07-19,19,False
2012-07-20,23,False
2012-07-21,5,False
2012-07-22,5,False
2012-07-23,15,False
2012-07-24,4,False
2012-07-25,15,False
2012-07-26,4,False
2012-07-27,0,False
2012-07-28,0,False
2012-07-29,0,False
2012-07-30,11,False
2012-07-31,4,False
2012-08-01,7,False
2012-08-02,7,False
2012-08-03,4,False
2012-08-04,9,False
2012-08-05,5,False
2012-08-06,4,False
2012-08-07,11,False
2012-08-08,11,False
2012-08-09,19,False
2012-08-10,39,False
2012-08-11,5,False
2012-08-12,5,False
2012-08-13,18,False
2012-08-14,15,False
2012-08-15,15,False
2012-08-16,4,False
2012-08-17,4,False
2012-08-18,0,False
2012-08-19,5,False
2012-08-20,8,False
2012-08-21,7,False
2012-08-22,0,False
2012-08-23,7,False
2012-08-24,4,False
2012-08-25,4,False
2012-08-26,4,False
2012-08-27,4,False
2012-08-28,4,False
2012-08-29,11,False
2012-08-30,4,False
2012-08-31,4,False
