date,Monster Beverage,isPartial
2015-08-18,65,False
2015-08-19,32,False
2015-08-20,13,False
2015-08-21,40,False
2015-08-22,38,False
2015-08-23,22,False
2015-08-24,25,False
2015-08-25,13,False
2015-08-26,31,False
2015-08-27,13,False
2015-08-28,13,False
2015-08-29,0,False
2015-08-30,37,False
2015-08-31,31,False
2015-09-01,12,False
2015-09-02,25,False
2015-09-03,25,False
2015-09-04,59,False
2015-09-05,30,False
2015-09-06,15,False
2015-09-07,13,False
2015-09-08,37,False
2015-09-09,31,False
2015-09-10,25,False
2015-09-11,19,False
2015-09-12,15,False
2015-09-13,14,False
2015-09-14,18,False
2015-09-15,12,False
2015-09-16,24,False
2015-09-17,12,False
2015-09-18,26,False
2015-09-19,15,False
2015-09-20,0,False
2015-09-21,12,False
2015-09-22,12,False
2015-09-23,31,False
2015-09-24,0,False
2015-09-25,20,False
2015-09-26,15,False
2015-09-27,0,False
2015-09-28,12,False
2015-09-29,24,False
2015-09-30,24,False
2015-10-01,18,False
2015-10-02,38,False
2015-10-03,0,False
2015-10-04,0,False
2015-10-05,24,False
2015-10-06,18,False
2015-10-07,18,False
2015-10-08,37,False
2015-10-09,25,False
2015-10-10,14,False
2015-10-11,21,False
2015-10-12,12,False
2015-10-13,24,False
2015-10-14,36,False
2015-10-15,49,False
2015-10-16,63,False
2015-10-17,14,False
2015-10-18,0,False
2015-10-19,18,False
2015-10-20,35,False
2015-10-21,18,False
2015-10-22,30,False
2015-10-23,25,False
2015-10-24,0,False
2015-10-25,14,False
2015-10-26,12,False
2015-10-27,48,False
2015-10-28,35,False
2015-10-29,12,False
2015-10-30,32,False
2015-10-31,14,False
2015-11-01,29,False
2015-11-02,37,False
2015-11-03,12,False
2015-11-04,35,False
2015-11-05,30,False
2015-11-06,100,False
2015-11-07,21,False
2015-11-08,28,False
2015-11-09,30,False
2015-11-10,12,False
2015-11-11,19,False
2015-11-12,12,False
2015-11-13,32,False
2015-11-14,14,False
2015-11-15,14,False
2015-11-16,24,False
2015-11-17,24,False
2015-11-18,12,False
2015-11-19,0,False
2015-11-20,38,False
2015-11-21,28,False
2015-11-22,14,False
2015-11-23,36,False
2015-11-24,24,False
2015-11-25,30,False
2015-11-26,31,False
2015-11-27,38,False
2015-11-28,14,False
2015-11-29,14,False
2015-11-30,29,False
2015-12-01,12,False
2015-12-02,30,False
2015-12-03,30,False
2015-12-04,62,False
2015-12-05,14,False
2015-12-06,21,False
2015-12-07,48,False
2015-12-08,31,False
2015-12-09,24,False
2015-12-10,24,False
2015-12-11,25,False
2015-12-12,14,False
2015-12-13,28,False
2015-12-14,0,False
2015-12-15,12,False
2015-12-16,25,False
2015-12-17,44,False
2015-12-18,0,False
2015-12-19,22,False
2015-12-20,15,False
2015-12-21,13,False
2015-12-22,33,False
2015-12-23,48,False
2015-12-24,0,False
2015-12-25,16,False
2015-12-26,0,False
2015-12-27,0,False
2015-12-28,20,False
2015-12-29,26,False
2015-12-30,13,False
2015-12-31,29,False
2016-01-01,16,False
2016-01-02,15,False
2016-01-03,15,False
2016-01-04,13,False
2016-01-05,26,False
2016-01-06,0,False
2016-01-07,39,False
2016-01-08,26,False
2016-01-09,29,False
2016-01-10,28,False
2016-01-11,25,False
2016-01-12,13,False
2016-01-13,13,False
2016-01-14,0,False
2016-01-15,39,False
2016-01-16,15,False
2016-01-17,14,False
2016-01-18,25,False
2016-01-19,25,False
2016-01-20,13,False
2016-01-21,45,False
2016-01-22,53,False
2016-01-23,22,False
2016-01-24,14,False
2016-01-25,19,False
2016-01-26,38,False
2016-01-27,13,False
2016-01-28,26,False
2016-01-29,33,False
2016-01-30,14,False
2016-01-31,0,False
2016-02-01,13,False
2016-02-02,62,False
2016-02-03,13,False
2016-02-04,26,False
2016-02-05,20,False
2016-02-06,0,False
2016-02-07,15,False
2016-02-08,38,False
2016-02-09,32,False
2016-02-10,25,False
2016-02-11,51,False
2016-02-12,13,False
2016-02-13,29,False
2016-02-14,14,False
2016-02-15,0,False
2016-02-16,19,False
2016-02-17,38,False
2016-02-18,38,False
2016-02-19,13,False
2016-02-20,14,False
2016-02-21,14,False
2016-02-22,12,False
2016-02-23,43,False
2016-02-24,43,False
2016-02-25,38,False
2016-02-26,65,False
2016-02-27,14,False
2016-02-28,14,False
2016-02-29,36,False
2016-03-01,49,False
2016-03-02,12,False
2016-03-03,50,False
2016-03-04,26,False
2016-03-05,14,False
2016-03-06,14,False
2016-03-07,12,False
2016-03-08,37,False
2016-03-09,0,False
2016-03-10,13,False
2016-03-11,13,False
2016-03-12,14,False
2016-03-13,14,False
2016-03-14,50,False
2016-03-15,31,False
2016-03-16,44,False
2016-03-17,19,False
2016-03-18,13,False
2016-03-19,0,False
2016-03-20,21,False
2016-03-21,19,False
2016-03-22,13,False
2016-03-23,13,False
2016-03-24,67,False
2016-03-25,14,False
2016-03-26,0,False
2016-03-27,30,False
2016-03-28,26,False
2016-03-29,37,False
2016-03-30,31,False
2016-03-31,19,False
2016-04-01,20,False
2016-04-02,14,False
2016-04-03,14,False
2016-04-04,62,False
2016-04-05,25,False
2016-04-06,37,False
2016-04-07,19,False
2016-04-08,20,False
2016-04-09,29,False
2016-04-10,14,False
2016-04-11,19,False
2016-04-12,12,False
2016-04-13,25,False
2016-04-14,13,False
2016-04-15,40,False
2016-04-16,15,False
2016-04-17,29,False
2016-04-18,19,False
2016-04-19,13,False
2016-04-20,38,False
2016-04-21,13,False
2016-04-22,33,False
2016-04-23,15,False
2016-04-24,14,False
2016-04-25,19,False
2016-04-26,49,False
2016-04-27,13,False
2016-04-28,32,False
2016-04-29,93,False
2016-04-30,0,False
2016-05-01,37,False
2016-05-02,77,False
2016-05-03,37,False
2016-05-04,13,False
