date,eBay,isPartial
2016-09-11,90,False
2016-09-12,80,False
2016-09-13,79,False
2016-09-14,77,False
2016-09-15,76,False
2016-09-16,78,False
2016-09-17,82,False
2016-09-18,90,False
2016-09-19,82,False
2016-09-20,78,False
2016-09-21,79,False
2016-09-22,76,False
2016-09-23,76,False
2016-09-24,83,False
2016-09-25,91,False
2016-09-26,84,False
2016-09-27,81,False
2016-09-28,77,False
2016-09-29,77,False
2016-09-30,78,False
2016-10-01,85,False
2016-10-02,89,False
2016-10-03,86,False
2016-10-04,81,False
2016-10-05,77,False
2016-10-06,76,False
2016-10-07,79,False
2016-10-08,87,False
2016-10-09,96,False
2016-10-10,81,False
2016-10-11,83,False
2016-10-12,82,False
2016-10-13,80,False
2016-10-14,81,False
2016-10-15,86,False
2016-10-16,93,False
2016-10-17,87,False
2016-10-18,81,False
2016-10-19,82,False
2016-10-20,77,False
2016-10-21,82,False
2016-10-22,87,False
2016-10-23,97,False
2016-10-24,85,False
2016-10-25,80,False
2016-10-26,79,False
2016-10-27,81,False
2016-10-28,78,False
2016-10-29,81,False
2016-10-30,92,False
2016-10-31,79,False
2016-11-01,86,False
2016-11-02,79,False
2016-11-03,79,False
2016-11-04,78,False
2016-11-05,83,False
2016-11-06,97,False
2016-11-07,83,False
2016-11-08,81,False
2016-11-09,69,False
2016-11-10,79,False
2016-11-11,82,False
2016-11-12,90,False
2016-11-13,99,False
2016-11-14,83,False
2016-11-15,83,False
2016-11-16,86,False
2016-11-17,78,False
2016-11-18,81,False
2016-11-19,87,False
2016-11-20,96,False
2016-11-21,87,False
2016-11-22,84,False
2016-11-23,82,False
2016-11-24,87,False
2016-11-25,93,False
2016-11-26,93,False
2016-11-27,100,False
2016-11-28,92,False
2016-11-29,85,False
2016-11-30,82,False
2016-12-01,83,False
2016-12-02,83,False
2016-12-03,88,False
2016-12-04,99,False
2016-12-05,84,False
2016-12-06,84,False
2016-12-07,84,False
2016-12-08,84,False
2016-12-09,79,False
2016-12-10,84,False
2016-12-11,98,False
2016-12-12,88,False
2016-12-13,85,False
2016-12-14,81,False
2016-12-15,81,False
2016-12-16,79,False
2016-12-17,82,False
2016-12-18,90,False
2016-12-19,79,False
2016-12-20,76,False
2016-12-21,73,False
2016-12-22,71,False
2016-12-23,66,False
2016-12-24,60,False
2016-12-25,73,False
2016-12-26,83,False
2016-12-27,81,False
2016-12-28,81,False
2016-12-29,80,False
2016-12-30,79,False
2016-12-31,68,False
2017-01-01,80,False
2017-01-02,86,False
2017-01-03,82,False
2017-01-04,80,False
2017-01-05,80,False
2017-01-06,79,False
2017-01-07,83,False
2017-01-08,91,False
2017-01-09,78,False
2017-01-10,76,False
2017-01-11,76,False
2017-01-12,73,False
2017-01-13,74,False
2017-01-14,85,False
2017-01-15,90,False
2017-01-16,78,False
2017-01-17,78,False
2017-01-18,75,False
2017-01-19,74,False
2017-01-20,72,False
2017-01-21,82,False
2017-01-22,92,False
2017-01-23,76,False
2017-01-24,76,False
2017-01-25,75,False
2017-01-26,75,False
2017-01-27,76,False
2017-01-28,83,False
2017-01-29,93,False
2017-01-30,77,False
2017-01-31,79,False
2017-02-01,75,False
2017-02-02,78,False
2017-02-03,75,False
2017-02-04,82,False
2017-02-05,90,False
2017-02-06,81,False
2017-02-07,76,False
2017-02-08,76,False
2017-02-09,73,False
2017-02-10,74,False
2017-02-11,82,False
2017-02-12,91,False
2017-02-13,74,False
2017-02-14,71,False
2017-02-15,74,False
2017-02-16,71,False
2017-02-17,74,False
2017-02-18,82,False
2017-02-19,92,False
2017-02-20,80,False
2017-02-21,76,False
2017-02-22,77,False
2017-02-23,76,False
2017-02-24,75,False
2017-02-25,84,False
2017-02-26,92,False
2017-02-27,79,False
2017-02-28,79,False
2017-03-01,77,False
2017-03-02,72,False
2017-03-03,73,False
2017-03-04,81,False
2017-03-05,99,False
2017-03-06,78,False
2017-03-07,77,False
2017-03-08,75,False
2017-03-09,75,False
2017-03-10,74,False
2017-03-11,80,False
2017-03-12,91,False
2017-03-13,78,False
2017-03-14,79,False
2017-03-15,76,False
2017-03-16,72,False
2017-03-17,75,False
2017-03-18,84,False
2017-03-19,95,False
2017-03-20,80,False
2017-03-21,77,False
2017-03-22,76,False
2017-03-23,73,False
2017-03-24,72,False
2017-03-25,75,False
2017-03-26,86,False
2017-03-27,78,False
2017-03-28,76,False
2017-03-29,75,False
2017-03-30,73,False
2017-03-31,72,False
2017-04-01,77,False
2017-04-02,87,False
2017-04-03,76,False
2017-04-04,73,False
2017-04-05,75,False
2017-04-06,74,False
2017-04-07,69,False
2017-04-08,76,False
2017-04-09,81,False
2017-04-10,78,False
2017-04-11,75,False
2017-04-12,74,False
2017-04-13,73,False
2017-04-14,78,False
2017-04-15,76,False
2017-04-16,81,False
2017-04-17,80,False
2017-04-18,76,False
2017-04-19,74,False
2017-04-20,73,False
2017-04-21,77,False
2017-04-22,78,False
2017-04-23,85,False
2017-04-24,75,False
2017-04-25,77,False
2017-04-26,75,False
2017-04-27,72,False
2017-04-28,74,False
2017-04-29,78,False
2017-04-30,84,False
2017-05-01,86,False
2017-05-02,80,False
2017-05-03,78,False
2017-05-04,76,False
2017-05-05,74,False
2017-05-06,77,False
2017-05-07,87,False
2017-05-08,76,False
2017-05-09,74,False
2017-05-10,71,False
2017-05-11,70,False
2017-05-12,73,False
2017-05-13,79,False
2017-05-14,82,False
2017-05-15,76,False
2017-05-16,75,False
2017-05-17,72,False
2017-05-18,72,False
2017-05-19,72,False
2017-05-20,80,False
2017-05-21,84,False
2017-05-22,78,False
