date,eBay,isPartial
2012-01-26,78,False
2012-01-27,75,False
2012-01-28,86,False
2012-01-29,95,False
2012-01-30,81,False
2012-01-31,76,False
2012-02-01,79,False
2012-02-02,77,False
2012-02-03,77,False
2012-02-04,87,False
2012-02-05,93,False
2012-02-06,77,False
2012-02-07,77,False
2012-02-08,77,False
2012-02-09,75,False
2012-02-10,75,False
2012-02-11,84,False
2012-02-12,89,False
2012-02-13,76,False
2012-02-14,74,False
2012-02-15,77,False
2012-02-16,75,False
2012-02-17,77,False
2012-02-18,87,False
2012-02-19,93,False
2012-02-20,81,False
2012-02-21,82,False
2012-02-22,79,False
2012-02-23,76,False
2012-02-24,76,False
2012-02-25,85,False
2012-02-26,96,False
2012-02-27,79,False
2012-02-28,76,False
2012-02-29,78,False
2012-03-01,79,False
2012-03-02,78,False
2012-03-03,86,False
2012-03-04,98,False
2012-03-05,84,False
2012-03-06,77,False
2012-03-07,77,False
2012-03-08,77,False
2012-03-09,78,False
2012-03-10,84,False
2012-03-11,88,False
2012-03-12,77,False
2012-03-13,77,False
2012-03-14,76,False
2012-03-15,75,False
2012-03-16,74,False
2012-03-17,78,False
2012-03-18,93,False
2012-03-19,78,False
2012-03-20,77,False
2012-03-21,75,False
2012-03-22,73,False
2012-03-23,74,False
2012-03-24,80,False
2012-03-25,85,False
2012-03-26,76,False
2012-03-27,73,False
2012-03-28,73,False
2012-03-29,72,False
2012-03-30,71,False
2012-03-31,80,False
2012-04-01,87,False
2012-04-02,75,False
2012-04-03,73,False
2012-04-04,76,False
2012-04-05,74,False
2012-04-06,80,False
2012-04-07,81,False
2012-04-08,85,False
2012-04-09,73,False
2012-04-10,75,False
2012-04-11,74,False
2012-04-12,77,False
2012-04-13,74,False
2012-04-14,82,False
2012-04-15,92,False
2012-04-16,77,False
2012-04-17,78,False
2012-04-18,74,False
2012-04-19,76,False
2012-04-20,75,False
2012-04-21,82,False
2012-04-22,90,False
2012-04-23,78,False
2012-04-24,76,False
2012-04-25,74,False
2012-04-26,76,False
2012-04-27,72,False
2012-04-28,82,False
2012-04-29,90,False
2012-04-30,77,False
2012-05-01,80,False
2012-05-02,74,False
2012-05-03,76,False
2012-05-04,73,False
2012-05-05,82,False
2012-05-06,85,False
2012-05-07,77,False
2012-05-08,74,False
2012-05-09,76,False
2012-05-10,74,False
2012-05-11,72,False
2012-05-12,80,False
2012-05-13,86,False
2012-05-14,75,False
2012-05-15,74,False
2012-05-16,70,False
2012-05-17,72,False
2012-05-18,72,False
2012-05-19,78,False
2012-05-20,87,False
2012-05-21,74,False
2012-05-22,71,False
2012-05-23,69,False
2012-05-24,70,False
2012-05-25,67,False
2012-05-26,72,False
2012-05-27,79,False
2012-05-28,71,False
2012-05-29,71,False
2012-05-30,72,False
2012-05-31,69,False
2012-06-01,67,False
2012-06-02,74,False
2012-06-03,87,False
2012-06-04,74,False
2012-06-05,74,False
2012-06-06,72,False
2012-06-07,73,False
2012-06-08,71,False
2012-06-09,77,False
2012-06-10,88,False
2012-06-11,77,False
2012-06-12,73,False
2012-06-13,71,False
2012-06-14,74,False
